,Sentences,Speaker
27,"As these transitory supply effects abate, inflation is expected to drop back toward our longer-run goal, and the median inflation projection falls from 3.4 percent this year to 2.1 percent next year and 2.2 percent in 2023.",CHAIR POWELL.
28,"The process of reopening the economy is unprecedented, as was the shutdown at the onset of the pandemic.",CHAIR POWELL.
29,"As the reopening continues, shifts in demand can be large and rapid, and bottlenecks, hiring difficulties, and other constraints could continue to limit how quickly supply can adjust, raising the possibility that inflation could turn out to be higher and more persistent than we expect.",CHAIR POWELL.
30,"Our new framework for monetary policy emphasizes the importance of having well-anchored inflation expectations, both to foster price stability and to enhance our ability to promote our broad-based and inclusive maximum-employment goal.",CHAIR POWELL.
31,Indicators of longer-term inflation expectations have generally reversed the declines seen earlier in the pandemic and have moved into a range that appears broadly consistent with our longer-run inflation goal of 2 percent.,CHAIR POWELL.
32,"If we saw signs that the path of inflation or longer-term inflation expectations were moving materially and persistently beyond levels consistent with our goal, we’d be prepared to adjust the stance of monetary policy.",CHAIR POWELL.
33,The pandemic continues to pose risks to the economic outlook.,CHAIR POWELL.
34,Progress on vaccinations has limited the spread of COVID-19 and will likely continue to reduce the effects of the public health crisis on the economy.,CHAIR POWELL.
35,"However, the pace of vaccinations has slowed, and new strains of the virus remain a risk.",CHAIR POWELL.
36,Continued progress on vaccinations will support a return to more normal economic conditions.,CHAIR POWELL.
37,"The Fed’s policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system.",CHAIR POWELL.
38,"As the Committee reiterated in today’s policy statement, with inflation having run persistently below 2 percent, we will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",CHAIR POWELL.
39,We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved.,CHAIR POWELL.
40,"With regard to interest rates, we continue to expect that it will be appropriate to maintain the current 0 to ¼ percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee’s assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.",CHAIR POWELL.
41,"As is evident in the SEP, many participants forecast that these favorable economic conditions will be met somewhat sooner than previously projected; the median projection for the appropriate level of the federal funds rate now lies above the effective lower bound in 2023.",CHAIR POWELL.
42,"Of course, these projections do not represent a Committee decision or plan, and no one knows with any certainty where the economy will be a couple of years from now.",CHAIR POWELL.
43,"More important than any forecast is the fact that, whenever liftoff comes, policy will remain highly accommodative.",CHAIR POWELL.
44,Reaching the conditions for liftoff will mainly signal that the recovery is strong and no longer requires holding rates near zero.,CHAIR POWELL.
45,"In addition, we are continuing to increase—continuing to increase our holdings of Treasury securities by at least $80 billion per month and of agency mortgage-backed securities by at least $40 billion per month until substantial further progress has been made toward our maximum-employment and price-stability goals.",CHAIR POWELL.
46,The increase in our balance sheet since March 2020 has materially eased financial conditions and is providing substantial support to the economy.,CHAIR POWELL.
47,"At our meeting that concluded earlier today, the Committee had a discussion on the progress made toward our goals since the Committee adopted its asset purchase guidance last December.",CHAIR POWELL.
48,"While reaching the standard of “substantial further progress” is still a ways off, participants expect that progress will continue.",CHAIR POWELL.
49,"In coming meetings, the Committee will continue to assess the economy’s progress toward our goals.",CHAIR POWELL.
50,"As we have said, we will provide advance notice before announcing any decision to make changes to our purchases.",CHAIR POWELL.
51,"On a final note, we made a technical adjustment today to the Federal Reserve’s administered rates.",CHAIR POWELL.
52,The IOER and overnight RRP rates were adjusted upward by 5 basis points in order to keep the federal funds rate well within the target range and to support smooth functioning in money markets.,CHAIR POWELL.
53,This technical adjustment has no bearing on the appropriate path for the federal funds rate or stance of monetary policy.,CHAIR POWELL.
54,"To conclude, we understand that our actions affect communities, families, and businesses across the country.",CHAIR POWELL.
55,Everything we do is in service to our public mission.,CHAIR POWELL.
56,We at the Fed will do everything we can to support the economy for as long as it takes to complete the recovery.,CHAIR POWELL.
57,Thank you.,CHAIR POWELL.
58,I look forward to your questions.,CHAIR POWELL.
59,"Rachel Siegel, the Washington Post.",MICHELLE SMITH.
60,"Thank you, Michelle, and thank you, Chair Powell, for taking our questions.",RACHEL SIEGEL.
61,"I’m wondering if you can walk us through expectations you have, specifically when it comes to the labor market going into 2023.",RACHEL SIEGEL.
62,"And I’m curious about people who may have left the labor market, who have yet to come back, or who may face issues with childcare.",RACHEL SIEGEL.
63,Perhaps they’ve retired early.,RACHEL SIEGEL.
64,Any barriers that you see in keeping people from the labor market as you consider full employment going into 2023?,RACHEL SIEGEL.
65,Thank you.,RACHEL SIEGEL.
66,Thank you.,CHAIR POWELL.
67,"So I would say, if you look at the labor market and you look at the demand for workers and the level of job creation and think ahead, I think it’s clear, and I am confident, that we are on a path to a very strong labor market—a labor market that, that shows low unemployment, high participation, rising wages for people across the spectrum.",CHAIR POWELL.
68,"I mean, I think that’s, that’s shown in our projections, it’s shown in outside projections.",CHAIR POWELL.
69,"And if you look through the current time frame and think one and two years out, we’re going to be looking at a very, very strong labor market.",CHAIR POWELL.
70,"In terms of exactly what that means, we’ll, we’ll have to see how things evolve.",CHAIR POWELL.
71,"I think we learned during the course of the last very long expansion, the longest in our history, that labor supply during a long expansion can exceed expectations, can move above its estimated trend.",CHAIR POWELL.
72,"And, and I have no reason to think that that won’t happen again.",CHAIR POWELL.
73,"At the same time, we have seen—in terms of participation, we’ve seen a significant number of, of people retire.",CHAIR POWELL.
74,"And so we, we don’t actually know exactly what labor force participation will be as we go forward, but I, I would tend to, to look at it and think that it—that it can return to high levels, although it may take some time to do that.",CHAIR POWELL.
75,"But overall, this is—this is going to be, you know, a very strong labor market.",CHAIR POWELL.
76,"In terms of the near term, you ask as well—so we see a couple of things, a few things that seem likely to be holding back labor supply.",CHAIR POWELL.
77,"There are very large amounts of job openings, and there are a very large number of people who, who are unemployed.",CHAIR POWELL.
78,"And the pace of, of filling those jobs is—somehow feels slower than it might be.",CHAIR POWELL.
79,"So I’d point to a number of things, the first of which is just that most of the, the act of sort of going back to one’s old job—that’s kind of already happened.",CHAIR POWELL.
80,So this is a question of people finding a new job.,CHAIR POWELL.
81,And that’s just a process that takes longer.,CHAIR POWELL.
82,There may be something of a speed limit on it.,CHAIR POWELL.
83,"You’ve got to find a job where, where your skills match what, you know, what, what the employer wants.",CHAIR POWELL.
84,It’s got to be in the right area.,CHAIR POWELL.
85,There’s just a lot that goes into the function of finding a job.,CHAIR POWELL.
86,"So that’s, that’s sort of a natural thing.",CHAIR POWELL.
87,"In addition, I would say that we, we look at, for example, a, a significant number of people still say that they’re concerned about going back to work in jobs where there’s a lot of public facing because of—because of COVID.",CHAIR POWELL.
88,"So that’s clearly holding back some people, and that should diminish as vaccinations move ahead.",CHAIR POWELL.
89,There’s also the question of childcare.,CHAIR POWELL.
90,"Many are engaged in, in caretaking.",CHAIR POWELL.
91,"And as schools reopen and, and, and childcare/daycare centers open in the fall—in the fall, then we should see—we should see that supporting labor force participation by caretakers.",CHAIR POWELL.
92,"Finally, unemployment insurance for something like 15 million people will either end or be diminished as we move through the summer and into, into, into the fall by the end of September, and I’d like some—that may also encourage some to go back in and take jobs.",CHAIR POWELL.
93,So you would think that that would add to an increase in job creation as well.,CHAIR POWELL.
94,"So you put all those together, I would expect that we would see strong job creation building up over the summer and going into—going into the fall.",CHAIR POWELL.
95,"I will also say, though, the last thing I’ll say is, this is an extraordinarily unusual time.",CHAIR POWELL.
96,"And we, we really don’t have a template or, or, you know, any experience of, of a situation like this.",CHAIR POWELL.
97,And so I think we have to be humble about our ability to understand the data.,CHAIR POWELL.
98,"It’s not a time to try to reach hard conclusions about the labor market, about inflation, about the path of policy.",CHAIR POWELL.
99,We need to see more data.,CHAIR POWELL.
100,We need to be a little bit patient.,CHAIR POWELL.
101,"And I do think, though, that we’ll, we’ll, we’ll be seeing some things coming up in coming months that will—that will inform our, our thinking.",CHAIR POWELL.
102,Thank you.,MICHELLE SMITH.
103,Paul Kiernan.,MICHELLE SMITH.
104,"Hi, Chairman Powell.",PAUL KIERNAN.
105,Thanks for the question.,PAUL KIERNAN.
106,"Your—the Committee’s median forecast on inflation seems to assume a pretty, pretty tame outlook for the rest of the year.",PAUL KIERNAN.
107,"As you know, the three-month annualized rate for the past three months was, I think, 8.4 percent in the CPI.",PAUL KIERNAN.
108,"And I’m just wondering sort of how much longer we can sustain those, those kinds of rates before you get nervous.",PAUL KIERNAN.
109,Thanks.,PAUL KIERNAN.
110,So inflation has come in above expectations over the last few months.,CHAIR POWELL.
111,"But if you look behind the headline numbers, you’ll see that the incoming data are, are consistent with the view that prices—that prices that are driving that higher inflation are from categories that are being directly affected by the recovery from the pandemic and the reopening of the economy.",CHAIR POWELL.
112,"So, for example, the experience with, with lumber prices is, is illustrative of this.",CHAIR POWELL.
113,"The thought is that prices like that that have moved up really quickly because of the shortages and bottlenecks and the like, they should stop going up, and at some point, they, they, in some cases, should actually go down.",CHAIR POWELL.
114,And we did see that in the case of lumber.,CHAIR POWELL.
115,"Another example where we haven’t seen that yet is prices for used cars, which accounted for more than a third of the total increase in core inflation.",CHAIR POWELL.
116,Used car prices are going up because of sort of a perfect storm of very strong demand and limited supply.,CHAIR POWELL.
117,It’s going up at just an amazing annual rate.,CHAIR POWELL.
118,"But we do think that it makes sense that that would stop, and that in fact it would reverse over time.",CHAIR POWELL.
119,So we think we’ll be seeing some of that.,CHAIR POWELL.
120,When will we be seeing it?,CHAIR POWELL.
121,We’re not sure.,CHAIR POWELL.
122,"That narrative seems, still seems quite likely to prove correct, although, you know, as I pointed out at the last press conference, the, the timing of that is, is pretty uncertain, and so are the, the effects in the near term.",CHAIR POWELL.
123,"But over time, it seems likely that these very specific things that are driving up inflation will be—will be temporary.",CHAIR POWELL.
124,"And we’ll be, you know, we’re going to be looking.",CHAIR POWELL.
125,We’ll be looking at the monthly pricing data.,CHAIR POWELL.
126,"I’ll, I’ll also say that the labor market is going to be important, both for the maximum-employment goal, but also for inflation.",CHAIR POWELL.
127,And we’ll be looking at that.,CHAIR POWELL.
128,"And, and as I—as I mentioned, we expect and I expect that we’ll see increases in supply over coming months as the factors that we believe have been suppressing supply abate, wane, move down.",CHAIR POWELL.
129,"So I, I can’t give you an exact number or an exact time, but I would say that we do expect inflation to move down.",CHAIR POWELL.
130,"If you look at the—if you look at the forecast for 2021 and—sorry, 2022 and 2023 among my colleagues on the, on the Federal Open Market Committee, you will see that people do expect inflation to move down meaningfully toward our goal.",CHAIR POWELL.
131,"And I think the full range of, of, of inflation projections for 2023 falls between 2 and 2.3 percent, which is consistent with our—with our goals.",CHAIR POWELL.
132,Thank you.,MICHELLE SMITH.
133,Now we’ll go to Ylan Mui at CNBC.,MICHELLE SMITH.
134,Hi.,YLAN MUI.
135,"Thank you, Chair Powell, for doing this.",YLAN MUI.
136,"My question for you is that you mentioned that your colleagues did have a discussion about the progress that you’re making toward your, your goals in order to consider tapering your asset purchases.",YLAN MUI.
137,"In that discussion, you said that you didn’t—haven’t made substantial progress yet, but that you expect to continue to make progress.",YLAN MUI.
138,"In that discussion, did you guys talk about a timeline for when you expect to see that progress be made and when you might consider starting to reduce those purchases?",YLAN MUI.
139,Right.,CHAIR POWELL.
140,"So I, I expect that we’ll be able to say more about timing as we see more data.",CHAIR POWELL.
141,"Basically, there’s not a lot of more light I can—I can shed on that.",CHAIR POWELL.
142,"But you can think of this meeting that we had as the “talking about talking about” meeting, if you like.",CHAIR POWELL.
143,"And I now suggest that we retire that term, which has—which has served its purpose well, I think.",CHAIR POWELL.
144,"So Committee participants were of the view that since we adopted that guidance in December, the economy has clearly made progress, although we are still a ways from our goal of substantial further progress.",CHAIR POWELL.
145,Participants expect continued progress ahead toward that objective.,CHAIR POWELL.
146,"And assuming that is the case, it will be appropriate to consider announcing a plan for reducing our asset purchases at a future meeting.",CHAIR POWELL.
147,"So at coming meetings, the Committee will continue to assess the economy’s progress toward our goals, and we’ll give advance notice before announcing any decision.",CHAIR POWELL.
148,"The timing, of course, Ylan, will depend on the pace of that progress and not on any calendar.",CHAIR POWELL.
149,Thank you.,MICHELLE SMITH.
150,"Now we’ll go to Chris Rugaber, AP.",MICHELLE SMITH.
151,Right.,CHRIS RUGABER.
152,Thank you.,CHRIS RUGABER.
153,"Well, you mentioned—let me ask about inflation expectations.",CHRIS RUGABER.
154,You said they were—I think you mentioned in your opening statement that you saw them as within target.,CHRIS RUGABER.
155,"Does that mean that some of the shorter-term measures we’ve seen out there such as the New York Federal Reserve’s three-year outlook, which jumped a bit—should those sort of be dismissed?",CHRIS RUGABER.
156,And are we only looking at longer-term inflation expectations?,CHRIS RUGABER.
157,And would you describe those as still well anchored at this point?,CHRIS RUGABER.
158,"And on a related note, would the Fed consider publishing its index of common inflation expectations on a monthly basis?",CHRIS RUGABER.
159,Thank you.,CHRIS RUGABER.
160,"So we, we do tend to look at the longer-term inflation expectations, because that’s really, we think, what matters for, for inflation.",CHAIR POWELL.
161,"So and, and, you know, the shorter-term ones do tend to move around based on, for example, gasoline prices.",CHAIR POWELL.
162,"So you’ll see if gasoline prices were to spike, you’ll see the shorter-term inflation expectation measures, particularly the surveys, move up.",CHAIR POWELL.
163,"And, and that’s, that’s maybe not a good signal for future inflation if, if gas happens to spike and then go back down again.",CHAIR POWELL.
164,"So we—yes, I think if, if you look at the broad range of longer-term inflation expectations, they’ve moved up.",CHAIR POWELL.
165,"They moved down during the beginning of the pandemic, you know, sort of further exacerbating concerns that we might find ourselves where, for example, the ECB and the Bank of Japan have been, where you have expectations and inflation itself sliding down and you have a really hard time stopping that process once it begins.",CHAIR POWELL.
166,So that was a concern.,CHAIR POWELL.
167,"So it’s, it’s good, actually, to see inflation—longer-term inflation expectations move back up to a range—it’s a range that’s consistent with what our objectives are.",CHAIR POWELL.
168,"These are not precise measures, and that’s—and they, they contain risk premiums of various kinds.",CHAIR POWELL.
169,"And that’s why we look at a broad range of them and tend to look at the movement of that broad range of, of, of indicators, which are from, you know, surveys of economists, surveys of the public, and also market based.",CHAIR POWELL.
170,"It’s, it’s, it’s a wide index, as I’m sure you know.",CHAIR POWELL.
171,"We look at that, and we see them back in the range where they were.",CHAIR POWELL.
172,"And, by the way, they’ve been broadly higher than that, somewhat modestly higher than that, not so many years ago, at a time when inflation was, was, was still anchored at around 2 percent or maybe even a little bit below.",CHAIR POWELL.
173,"So the answer is, yes, I think they are anchored and they’re at a good place right now.",CHAIR POWELL.
174,It’s gratifying to see them having moved up off of their pandemic lows.,CHAIR POWELL.
175,"And, you know, as you know, it’s, it’s fundamental in our framework, our new framework, to, to assure that inflation—longer-term inflation expectations are anchored at a place that is consistent with our goal.",CHAIR POWELL.
176,"We, we think that’s an important reason.",CHAIR POWELL.
177,"If, if inflation expectations are not anchored at a place that’s consistent with your goal, it’s not clear why you would expect to hit your goal over the longer term.",CHAIR POWELL.
178,So it’s important.,CHAIR POWELL.
179,"Okay, now we’ll go to James Politi with the FT. JAMES POLITI.",MICHELLE SMTH.
180,"Chair Powell—thanks, Chair Powell.",MICHELLE SMTH.
181,"Your economic projections today forecast 7 percent growth in 2022, unemployment at 4½ percent, and core inflation of 3 percent.",MICHELLE SMTH.
182,"If those conditions are achieved by the end of the year, would that constitute substantial further progress, in your mind?",MICHELLE SMTH.
183,"And kind of more broadly, when you look at the sort of median forecast for interest rates in 2023 showing not one but two interest rate increases at the time, I mean, is this kind of—can you describe the sort of tone of the—of the discussion in the Committee?",MICHELLE SMTH.
184,And are we really moving towards sort of a post-pandemic stance?,MICHELLE SMTH.
185,"Is there greater confidence that, you know, the recovery will be, you know, a full recovery sooner than expected?",MICHELLE SMTH.
186,"On your first question, the judgment of when we have arrived at substantial further progress is one that the Committee will make.",CHAIR POWELL.
187,And it would not be appropriate for me to lay out particular numbers that do or do not—that do or do not qualify.,CHAIR POWELL.
188,"That is—that is, you know, the process that we’re beginning now at the next meeting.",CHAIR POWELL.
189,"We will begin, meeting by meeting, to, to assess that progress and talk about what we—what we think we’re seeing and, and just do all of the things that you do to sort of clarify your thinking around the process of deciding whether and how to adjust the pace and composition of asset purchases.",CHAIR POWELL.
190,"In terms of the, the, the two hikes—so let me say a couple things first of all, not for the first time, about the—about the dot plot.",CHAIR POWELL.
191,"These are, of course, individual projections.",CHAIR POWELL.
192,"They’re not a Committee forecast, they’re not a plan.",CHAIR POWELL.
193,"And we did not actually have a discussion of whether liftoff is appropriate at any particular year, because discussing liftoff now would be—would be highly premature, wouldn’t make any sense.",CHAIR POWELL.
194,"If you look at the transcripts from five years ago, you’ll see that sometimes people mention their rate path in their interventions.",CHAIR POWELL.
195,Often they don’t.,CHAIR POWELL.
196,"And the last thing to say is, the dots are not a great forecaster of, of future rate moves.",CHAIR POWELL.
197,And that’s not because—it’s just because it’s so highly uncertain.,CHAIR POWELL.
198,"There is no great forecaster of, of future dots.",CHAIR POWELL.
199,"So, so dots to be taken with a—with a big, big grain of salt.",CHAIR POWELL.
200,"However, so let me talk about this, this, this meeting.",CHAIR POWELL.
201,"The Committee spelled out, as you know, in our FOMC statements the conditions that it expects to see before an adjustment in the target range is made.",CHAIR POWELL.
202,"And it’s outcome based, it’s not time based.",CHAIR POWELL.
203,"And, as I mentioned, it’s labor market conditions consistent with maximum employment, inflation at 2 percent and on track to exceed 2 percent.",CHAIR POWELL.
204,"In the projections, it gives some sense of how participants see the economy evolving in their most likely case.",CHAIR POWELL.
205,"And, honestly, the main message I would take away from the SEP is that participants—many, many participants are more comfortable that the economic conditions in the Committee’s forward guidance will be met somewhat sooner than previously anticipated.",CHAIR POWELL.
206,And that would be a welcome development.,CHAIR POWELL.
207,"If such outcomes materialize, it means the economy will have made faster progress toward our goals.",CHAIR POWELL.
208,"So the other thing I’ll say is, rate increases are really not at all the focus of the Committee.",CHAIR POWELL.
209,The focus of the Committee is the current state of the economy.,CHAIR POWELL.
210,"But in terms of our tools, it’s about asset purchases.",CHAIR POWELL.
211,That’s what we’re thinking about.,CHAIR POWELL.
212,"Liftoff is, is well into the future.",CHAIR POWELL.
213,"The conditions for liftoff—we’re very far from maximum employment, for example.",CHAIR POWELL.
214,"It’s, it’s a consideration for the future.",CHAIR POWELL.
215,"So the near-term thing is really—the real near-term discussion, discussion that will begin is really about the, the path of asset purchases.",CHAIR POWELL.
216,"And, as I mentioned, we had a discussion about that today and expect to, in future meetings, continue to think about our progress.",CHAIR POWELL.
217,Thank you.,MICHELLE SMITH.
218,We’ll go to Nancy Marshall-Genzer from Marketplace.,MICHELLE SMITH.
219,"Continuing—Chair Powell, continuing in that vein, when you’re ready, how will you go about signaling the start of tapering when you do decide to do that?",NANCY MARSHALL-GENZER.
220,"So our intention for this process is that it will be orderly, methodical, and transparent.",CHAIR POWELL.
221,"And I can just tell you, we, we, we see real value in communicating well in advance what our thinking is.",CHAIR POWELL.
222,And we’ll try to be clear.,CHAIR POWELL.
223,"And, as I mentioned, we’ll, we’ll give advance notice before announcing a decision to taper.",CHAIR POWELL.
224,"And so all I can say is that we, we think it’s important—we think where the balance sheet’s concerned, a lot of notice, as much transparency as we can give, and as far—as far in advance as we can to give people a chance to adjust their expectations.",CHAIR POWELL.
225,"And, you know, we expect to be in that business until we reach substantial further progress and then have a—have a decision.",CHAIR POWELL.
226,"Again, I have nothing further on time.",CHAIR POWELL.
227,It wouldn’t be appropriate to say.,CHAIR POWELL.
228,We’re going to have to see more data.,CHAIR POWELL.
229,"We’re a ways away from substantial further progress, we think.",CHAIR POWELL.
230,But we’re making progress.,CHAIR POWELL.
231,So you can’t say generally how far in advance you would signal?,NANCY MARSHALL-GENZER.
232,"Again, as we—as we approach that goal, we’ll provide, you know, as much clarity as we can.",CHAIR POWELL.
233,"Great, thank you.",MICHELLE SMITH.
234,Going to Craig Torres at Bloomberg.,MICHELLE SMITH.
235,Craig Torres at Bloomberg.,CRAIG TORRES.
236,"If I were a businessman looking at the forecast today, I would ask how and when the Fed seeks to achieve an average of 2 percent inflation.",CRAIG TORRES.
237,"In other words, does the FOMC have a look-back period?",CRAIG TORRES.
238,"Or does it plan to suppress inflation in outer years because, over the next three years, you’re going to be above inflation?",CRAIG TORRES.
239,So what is your look-back period?,CRAIG TORRES.
240,Does the Committee have one?,CRAIG TORRES.
241,"And if not, why not?",CRAIG TORRES.
242,"And if they don’t, why isn’t this just flexible inflation targeting without an average in a range of 2 to 2¼ percent?",CRAIG TORRES.
243,Thanks.,CRAIG TORRES.
244,"You know, so as part of our year-and-a-half-long process, the review that we did and came out with at the end of that with the—with the new Statement on Longer-Run Goals and Monetary Policy Strategy, we looked carefully at the idea.",CHAIR POWELL.
245,We’ve all read all the literature around different formulas for makeup and things like that.,CHAIR POWELL.
246,"And we concluded—and, you know, I strongly agree—that it’s not wise to, to wed yourself to a particular formulation of that.",CHAIR POWELL.
247,So we did adopt a discretionary—there’s an element of discretion in it.,CHAIR POWELL.
248,"You know, it says that we will seek to—seek inflation that runs moderately above 2 percent for some time.",CHAIR POWELL.
249,"And it’s, it’s meant to create a broad sense that we want inflation to average 2 percent over time.",CHAIR POWELL.
250,"And that under the old—under the old formula, under the old framework, what was happening was, 2 percent was a ceiling because all of the errors were below.",CHAIR POWELL.
251,You were always getting back to 2 percent.,CHAIR POWELL.
252,"So you were bouncing back and forth between 1½ and 2, and we wanted them to be centered around 2.",CHAIR POWELL.
253,"So, so that’s, that’s the approach that we’re taking.",CHAIR POWELL.
254,"And you’re right, it’s not—it’s not a formulaic approach.",CHAIR POWELL.
255,We were clear on that when we announced the framework.,CHAIR POWELL.
256,"Was there another part of your question, Craig?",CHAIR POWELL.
257,"That pretty much answers it, Chair Powell.",CRAIG TORRES.
258,Thank you.,CRAIG TORRES.
259,Thank you.,MICHELLE SMITH.
260,Now we’ll go to Michael Derby.,MICHELLE SMITH.
261,Thanks for taking my question.,MICHAEL DERBY.
262,So I wanted to ask you about the reverse repo usage that we’ve seen lately.,MICHAEL DERBY.
263,I was curious if you are at all concerned about the level of money flowing into the reverse repo facility.,MICHAEL DERBY.
264,And do you believe that the changes in the Fed’s rate control toolkit today will have any impact on that?,MICHAEL DERBY.
265,"And then, in a related question, do you think that Fed asset purchases are taking too many safe assets out of the market right now and creating maybe some dislocations in the money markets?",MICHAEL DERBY.
266,"So on the—on the facility, we think it’s doing its job.",CHAIR POWELL.
267,"We think it’s doing—the reverse repo facility is, is doing what it’s supposed to do, which is to provide a floor under money market rates and keep the federal funds rate well within its—well within its range.",CHAIR POWELL.
268,So we’re not concerned with it.,CHAIR POWELL.
269,"It’s doing—you have an unusual situation where the Treasury General Account is, is shrinking and bill supply is shrinking.",CHAIR POWELL.
270,"And so there’s, there’s downward pressure—we’re buying assets—there’s downward pressure on short-term rates, and that facility is, is doing what we think it’s supposed to do.",CHAIR POWELL.
271,"Sorry, your second question was again?",CHAIR POWELL.
272,"Yeah, I mean, the change in the rate control toolkit, will that have any impact on—do you think that will reduce the, the amount of money coming into reverse repos?",MICHAEL DERBY.
273,"Will that have any impact on money market conditions that, you know, beyond the fed funds rate setting?",MICHAEL DERBY.
274,It could have some impact.,CHAIR POWELL.
275,I think we’ll have to see empirically.,CHAIR POWELL.
276,"But it’s designed to keep the federal funds rate, you know, within the range.",CHAIR POWELL.
277,"And I do think it could have some effect on, on broader money market conditions below as it relates to, you know, the very low rates and the downward pressures.",CHAIR POWELL.
278,"And will it—do think it will lower uptake on the reverse repo facility, or that’s just not even really a focus of what the change was?",MICHAEL DERBY.
279,"It’s not, honestly.",CHAIR POWELL.
280,"And, you know, the funny thing, you would think that it would, but we’ll have to see.",CHAIR POWELL.
281,"It’s, it’s possible that that would not be the case.",CHAIR POWELL.
282,That’s going to be an empirical question.,CHAIR POWELL.
283,"Okay, cool.",MICHAEL DERBY.
284,Thank you.,MICHAEL DERBY.
285,"We’ll go to Jeanna Smialek, the New York Times.",MICHELLE SMITH.
286,"Hey, Chair Powell.",JEANNA SMIALEK.
287,Thank you for taking our questions.,JEANNA SMIALEK.
288,"I was wondering if you could follow up a little bit on your response to Rachel at the very beginning and talk a little bit about how we should understand what full employment means in a world that, as you mentioned, is pretty roiled.",JEANNA SMIALEK.
289,"All the data is pretty—has been pretty roiled by the pandemic, and we’re not really sure where EPOP is going to settle in, we’re not sure where participation is going to settle in.",JEANNA SMIALEK.
290,"And wages are already looking, you know, decent.",JEANNA SMIALEK.
291,"So I guess I wonder what full employment means in this context and, and sort of how you’re thinking about those wage data.",JEANNA SMIALEK.
292,Yeah.,CHAIR POWELL.
293,"As, as you well know, there isn’t one indicator we can look to, and there’s no one number that we can therefore point to.",CHAIR POWELL.
294,"We look at a range of indicators, and it’s a very broad range, you can count to a high number just quickly—but, but, certainly, it will include things like unemployment and participation and wages and many different flavors of that.",CHAIR POWELL.
295,So how do we think about it?,CHAIR POWELL.
296,A couple of things.,CHAIR POWELL.
