,Sentences,Speaker
56,"I mean, our job is to do the best we can for the U.S. economy, to do what we can to promote our mandate of maximum employment and price stability, and although we must be accountable to the Congress over the longer term, in the short term, it’s very important that the Fed be free from political pressures.",CHAIRMAN BERNANKE.
57,"And therefore, we are going to make our decisions based on what’s good for the economy, and we’re not going to take any politics into account.",CHAIRMAN BERNANKE.
58,expansionary policies might be contributing to inflation risk.,CHAIRMAN BERNANKE.
59,I would simply point to the record.,CHAIRMAN BERNANKE.
60,"If you look back for the last five years, inflation—although it’s been volatile because of commodity price fluctuations—has averaged about 2 percent, which is close to a reasonable definition of price stability, whereas the area where we have fallen short, obviously, is on the unemployment side.",CHAIRMAN BERNANKE.
61,"So I think that criticisms based on the concern about inflation have so far, at least, not proved to be very valid.",CHAIRMAN BERNANKE.
62,Was the letter appropriate?,STEVE LIESMAN.
63,"Well, I’m not going to comment on that.",CHAIRMAN BERNANKE.
64,"I—we listen to everybody’s input, and the most important thing is that we are free to make the decision based on the interest of the American people, what’s in the interest of the economy, and that’s what we’re going to do.",CHAIRMAN BERNANKE.
65,Has the Fed discussed the idea of nominal GDP targeting?,BINYAMIN APPELBAUM.
66,And what are your views on the advantages and disadvantages of that approach?,BINYAMIN APPELBAUM.
67,"So the Fed’s mandate is, of course, a dual mandate.",CHAIRMAN BERNANKE.
68,"We have a mandate for both employment and for price stability, and we have a framework in place that allows us to communicate and to think about the two sides of that mandate.",CHAIRMAN BERNANKE.
69,"We talked today—or yesterday, actually—about nominal GDP as an indicator, as an information variable, as something to add to the list of variables that we think about, and it was a very interesting discussion.",CHAIRMAN BERNANKE.
70,"However, we think that within the existing framework that we have, which looks at both sides of the mandate, not just some combination of the two, we can communicate whatever we need to communicate about future monetary policy.",CHAIRMAN BERNANKE.
71,So we are not contemplating at this mandate approach that we’ve been using until this point.,CHAIRMAN BERNANKE.
72,"Chairman, you’ve said in the past you understand some of the anger on display with the Occupy Wall Street protesters.",JENNIFER LIBERTO.
73,"And a lot of the anger is directed at the Fed, with some protesters saying that the Fed is part of the problem, that the Fed preserves the financial system and promotes income inequality.",JENNIFER LIBERTO.
74,Can—are the protesters right?,JENNIFER LIBERTO.
75,Is the Fed part of the problem?,JENNIFER LIBERTO.
76,"And, secondarily, can the Fed do anything to promote a more equitable economy?",JENNIFER LIBERTO.
77,"Well, as I’ve said before, I certainly understand that many people are dissatisfied with the state of the economy.",CHAIRMAN BERNANKE.
78,I’m dissatisfied with the state of the economy.,CHAIRMAN BERNANKE.
79,Unemployment is far too high.,CHAIRMAN BERNANKE.
80,"Inequality, which is not a new phenomenon, has been going on—increases in inequality have been going on for at least 30 years, but obviously as that has continued, we now have a more unequal society than we’ve had in the past.",CHAIRMAN BERNANKE.
81,"So again, I fully sympathize with the notion that the economy is not performing the way we would like it to be, and in that respect, the concerns that people express across the spectrum are understandable.",CHAIRMAN BERNANKE.
82,I think that the concerns about the Fed are based on misconceptions.,CHAIRMAN BERNANKE.
83,"The Federal Reserve was involved, obviously, in trying to stabilize the financial system in 2008 and 2009.",CHAIRMAN BERNANKE.
84,"A very simplistic interpretation of that was that we were doing that because we wanted to preserve, you know, bankers’ salaries.",CHAIRMAN BERNANKE.
85,That is obviously not the case.,CHAIRMAN BERNANKE.
86,What we were doing is trying to protect the financial system in order to prevent a serious collapse of both the financial system and the American economy.,CHAIRMAN BERNANKE.
87,We needed to take those steps.,CHAIRMAN BERNANKE.
88,"If we hadn’t taken them, the consequences would have been dire.",CHAIRMAN BERNANKE.
89,"And not everybody understands that, and therefore they sometimes misunderstand our motives.",CHAIRMAN BERNANKE.
90,"Our motives are strictly to do what’s in the interest of proved successful, were very much in the interest of the broad public.",CHAIRMAN BERNANKE.
91,"With respect to the current economy, as I described earlier, we are currently continuing with our accommodative monetary policy.",CHAIRMAN BERNANKE.
92,We are trying to do our best to support economic growth and job creation.,CHAIRMAN BERNANKE.
93,"I think it would be helpful if we could get assistance from some other parts of the government to work with us, to help create more jobs.",CHAIRMAN BERNANKE.
94,"But certainly, we are doing our part to try to create more jobs and more opportunities in America.",CHAIRMAN BERNANKE.
95,"With respect to inequality, I think the best way to address inequality is to create jobs.",CHAIRMAN BERNANKE.
96,It gives people opportunities.,CHAIRMAN BERNANKE.
97,"It gives people a chance to earn income, gain experience, and to ultimately earn more.",CHAIRMAN BERNANKE.
98,But that’s an indirect approach; that’s really the only way the Fed can address inequality per se.,CHAIRMAN BERNANKE.
99,Jon Hilsenrath from the Wall Street Journal.,JON HILSENRATH.
100,"Mr. Chairman, the Fed’s forecast for 2013 shows the unemployment rate finishing the year between 7.8 and 8.2 percent.",JON HILSENRATH.
101,The statement says that short-term rates will stay near their current levels at least through mid-2013.,JON HILSENRATH.
102,Does that suggest that the Fed could conceive of raising short-term interest rates before unemployment even gets to 8 percent or much lower?,JON HILSENRATH.
103,"And if not, could you explain how people should interpret those two messages?",JON HILSENRATH.
104,"Well, the statement says “at least” mid-2013.",CHAIRMAN BERNANKE.
105,"So, clearly, it could well be some point beyond that, and markets are currently anticipating a somewhat later liftoff.",CHAIRMAN BERNANKE.
106,One of the things we discussed yesterday in our communications discussion was how we might further clarify that part of the statement and try to provide more information about what conditions would prevail at the time that we would be considering raising rates.,CHAIRMAN BERNANKE.
107,"But we haven’t come to that point yet, but we certainly would like to provide more clarity about that.",CHAIRMAN BERNANKE.
108,"But again, necessarily move in mid-2013 with those conditions prevailing that you described.",CHAIRMAN BERNANKE.
109,Pedro DaCosta from Reuters.,PEDRO DACOSTA.
110,"Mr. Chairman, what is your appetite for a renewed push into large-scale mortgage-backed securities purchases?",PEDRO DACOSTA.
111,"The Fed had stated the intention to move the structure of its balance sheet more to its original, you know, Treasuries-only composition.",PEDRO DACOSTA.
112,"But recently, it revived the MBS program through the reinvestments, and folks like Governor Tarullo and William Dudley have raised the possibility of further large-scale asset purchases on the MBS side.",PEDRO DACOSTA.
113,Could you comment on your views on that particular proposal?,PEDRO DACOSTA.
114,"Yes, I’ll be glad to.",CHAIRMAN BERNANKE.
115,"You were absolutely correct—first, that ultimately we would like to return our portfolio to Treasuries only.",CHAIRMAN BERNANKE.
116,That may be some time down the road at this point.,CHAIRMAN BERNANKE.
117,"You’re also correct that as part of our policy action at the last meeting, we began to reinvest mortgage-backed securities and agency debt back into  mortgage-backed securities, thereby providing some additional support for the mortgage market.",CHAIRMAN BERNANKE.
118,The housing sector is a very important sector.,CHAIRMAN BERNANKE.
119,It’s—the problems in that sector are clearly a big reason why our economy is not recovering more quickly.,CHAIRMAN BERNANKE.
120,So I do think that purchases of mortgage-backed securities is a viable option.,CHAIRMAN BERNANKE.
121,It’s certainly something we would consider if conditions were appropriate.,CHAIRMAN BERNANKE.
122,"So the answer is yes, we would certainly look at that.",CHAIRMAN BERNANKE.
123,"Thank you, Mr. Chairman.",GREG ROBB.
124,"Greg Robb, MarketWatch.com.",GREG ROBB.
125,"At the moment now, banks are holding hundreds of billions of dollars in excess reserves, and at the same time, corporations seem to be holding lots of cash on the—and foreigners—at the same time, foreigners keep investing a lot of money in the United States.",GREG ROBB.
126,The current account deficit know that U.S. companies don’t about investing in the U.S.?,GREG ROBB.
127,"Well, most of the—a great deal of the investment in the U.S. takes the form of purchases of U.S. government debt in Treasury securities.",CHAIRMAN BERNANKE.
128,"And that, in turn, reflects the desire for the liquidity and safety provided by the U.S. Treasury market.",CHAIRMAN BERNANKE.
129,"For example, as you know, two of the largest holders of U.S. Treasury securities are China and Japan, who hold those securities primarily as foreign exchange reserves and, in the case of China, in an effort to keep their exchange rate from appreciating too quickly.",CHAIRMAN BERNANKE.
130,"So, I was—while it’s good that foreign central banks and so on have the confidence to buy U.S. Treasuries, it’s not quite the same as investing in plant and equipment.",CHAIRMAN BERNANKE.
131,"We’ve seen a little bit of improvement there, but it’s still obviously too low to be consistent with a full employment economy.",CHAIRMAN BERNANKE.
132,"Peter Barnes, Fox Business.",PETER BARNES.
133,"Sir, could you comment on the failure of MF Global, which is a primary dealer?",PETER BARNES.
134,"And specifically, the Financial Times is reporting that the leverage ratio at MF Global was 40 to 1.",PETER BARNES.
135,Were you aware of that?,PETER BARNES.
136,Did the Fed approve of that?,PETER BARNES.
137,"Is that an acceptable leverage ratio, particularly since the financial crisis?",PETER BARNES.
138,Certainly.,CHAIRMAN BERNANKE.
139,The New York Federal Reserve Bank approved MF Global to be a primary dealer; I believe it was in February of this year.,CHAIRMAN BERNANKE.
140,"At that time, the company met the criteria that had been set forth in terms of management, financial condition, capacity, and so on to qualify to be a primary dealer.",CHAIRMAN BERNANKE.
141,We have set those standards in a way that would allow smaller firms like MF Global to participate in the primary dealer market.,CHAIRMAN BERNANKE.
142,"But I would like to emphasize, I guess, a couple of points.",CHAIRMAN BERNANKE.
143,"First, we are not the regulators of MF Global.",CHAIRMAN BERNANKE.
144,"That’s done by the SEC and the CFTC, so we do not have ongoing insight into developments within the company.",CHAIRMAN BERNANKE.
145,"And secondly, again, making them a primary dealer did not statement pretty much to that effect.",CHAIRMAN BERNANKE.
146,"So, they were a primary dealer, we stopped trading with them before they failed, and we’ve suffered no losses or other consequences from our transactions with the company.",CHAIRMAN BERNANKE.
147,"Again, in terms of your question about leverage and financial condition, the company declined very, very quickly based on, apparently, a small number of large bets.",CHAIRMAN BERNANKE.
148,"As far as I know we were not aware of that, but again, to emphasize, we were not—we are not the overseers, the regulators of that company.",CHAIRMAN BERNANKE.
149,Can I just ask whether you see it as an isolated case or whether this is the start of something broader?,PEDRO DACOSTA.
150,"The question is, Was that an isolated case?",CHAIRMAN BERNANKE.
151,"It appears to be an idiosyncratic case, and we’re monitoring the possible impacts on funding markets and elsewhere.",CHAIRMAN BERNANKE.
152,"And, so far, we’ve not seen any significant impact on financial stability.",CHAIRMAN BERNANKE.
153,"To follow up on that question, should the Fed be, on an ongoing basis, monitoring its primary dealers?",JON HILSENRATH.
154,"The question is, Should the Fed be monitoring its primary dealers?",CHAIRMAN BERNANKE.
155,Only if the Fed is the supervisor.,CHAIRMAN BERNANKE.
156,"In this case, the combination of a  broker–dealer and a futures commission merchant imply that the SEC and the CFTC are the appropriate supervisors.",CHAIRMAN BERNANKE.
157,"They would not have qualified—this company would not have qualified as a SIFI under the provisional guidance issued by the FSOC, so there’s no basis at this point for the Fed to be the overseer of that, of those companies.",CHAIRMAN BERNANKE.
158,Neil Irwin with the Washington Post.,NEIL IRWIN.
159,"Mr. Chairman, this is the third straight set of economic projections you’ve released that have downgraded forecasts for growth and for employment.",NEIL IRWIN.
160,"I wonder, is there some systematic error, some blind spot that’s behind you got wrong the last few projections?",NEIL IRWIN.
161,"Well, it’s a perfectly fair question.",CHAIRMAN BERNANKE.
162,"And, you know, we spend a lot of time reviewing those errors.",CHAIRMAN BERNANKE.
163,"The staff, in particular, presents us with information on forecast errors and on revisions, et cetera, and so we look at that very carefully.",CHAIRMAN BERNANKE.
164,"I think it’s clear that—in retrospect, that the severity of the financial crisis and a number of other problems, including the dysfunction of the housing market, have been more severe and more persistent than we initially believed, and that, together with a number of other phenomena like deleveraging by the household sector and so on, has slowed the pace of recovery.",CHAIRMAN BERNANKE.
165,"So, yes, we have again downgraded the medium-term forecast.",CHAIRMAN BERNANKE.
166,"Evidently, the forces—you know, the drags on the recovery were stronger than we thought.",CHAIRMAN BERNANKE.
167,"I would add, however, though, that although I think it’s very important to look at the fundamental factors affecting the recovery, there’ve been some elements of bad luck.",CHAIRMAN BERNANKE.
168,"For example, this year, the combination of the natural disaster in Japan which had global impacts in terms of growth, oil price increases, the European debt crisis, which was not anticipated to be as severe and create as much volatility as it has in financial markets—all those things have been negatives for growth, and they do explain at least part of the downward revision.",CHAIRMAN BERNANKE.
169,Michael McKee with Bloomberg Television.,MICHAEL MCKEE.
170,Many Americans wonder what the Fed has actually accomplished with its monetary policy actions since about QE2.,MICHAEL MCKEE.
171,"Fed officials like to talk about the effect they’ve had on interest rates, but the economy seems insensitive to interest rates these days.",MICHAEL MCKEE.
172,Can you explain what you have managed to accomplish?,MICHAEL MCKEE.
173,Can you tell us whether you feel your mandate requires you to do anything you can think of on an ongoing basis until some targets are met?,MICHAEL MCKEE.
174,And can you explain to the average average American doesn’t see some sort of improvement in the economy?,MICHAEL MCKEE.
175,"No, it’s a fair question.",CHAIRMAN BERNANKE.
176,I would first say that monetary policy is having effects on the economy.,CHAIRMAN BERNANKE.
177,"And we’ve talked about the effects on asset prices, but we have continued to analyze the effects of changes in interest rates, for example, on decisions like investment or car purchases.",CHAIRMAN BERNANKE.
178,"One area where monetary policy has been blunted—the effects have been blunted—has been the mortgage market, where very tight credit standards have prevented many people from purchasing or refinancing their homes, and therefore the low mortgage rates that we’ve achieved have not been as effective as we had hoped.",CHAIRMAN BERNANKE.
179,"So, monetary policy may be somewhat less powerful in the current context than it has been in the past, but nevertheless, it is affecting economic growth and job creation.",CHAIRMAN BERNANKE.
180,"If you ask about the accomplishments, I would first of all mention a very important one, which is that we have kept inflation close to 2 percent, on average, which both has avoided the problems of high inflation but also very importantly has avoided the risk of deflation.",CHAIRMAN BERNANKE.
181,"And we’ve seen in other countries, in other contexts, that deflation can be a very pernicious problem and very difficult to get out of once you are there.",CHAIRMAN BERNANKE.
182,"So we have been able to achieve, on average, stable prices.",CHAIRMAN BERNANKE.
183,"With respect to growth, I think that our policies, including the cutting of rates to zero in December 2008 and the first round of asset purchases in the fall of ’08 and in the spring of ’09, were very important for helping to explain why the economy stopped contracting and began to grow again in the middle of 2009.",CHAIRMAN BERNANKE.
184,I think there’s a lot of evidence that that did promote growth and job creation.,CHAIRMAN BERNANKE.
185,"I would argue that we’ve also been successful with some of the later actions that we’ve taken, although it’s early to say for things like the maturity extension program, but we And our best estimates are that—absent the support of monetary policy, that the economy would be in a much deeper ditch and that unemployment would be much higher than it is.",CHAIRMAN BERNANKE.
186,"That being said, you know, again, people rightly recognize that we have not yet gotten the economy back to where we want it to be, and their dissatisfaction is perfectly understandable.",CHAIRMAN BERNANKE.
187,"Yes, I do think that with—you know, that we do need to do whatever we can to move the economy towards price stability and maximum employment.",CHAIRMAN BERNANKE.
188,We’ll continue to do that so long as the tools that we have are efficacious and that they don’t have costs or risks or negative side effects that are worse than the benefits.,CHAIRMAN BERNANKE.
189,We’ll always be making that evaluation.,CHAIRMAN BERNANKE.
190,Greg Ip with the Economist.,GREG IP.
191,"In response to Pedro’s question, you said you would consider more MBS purchases when the conditions were appropriate.",GREG IP.
192,"Could you elaborate on what conditions would be appropriate to do additional large-scale asset purchases, what your reaction function is right now?",GREG IP.
193,"Well, I don’t think I can be as precise as you would like.",CHAIRMAN BERNANKE.
194,I—the MBS purchases and Treasury securities purchases are one set of tools that we have.,CHAIRMAN BERNANKE.
195,"The other set of tools that we have are communication tools, which essentially tie interest rate decisions to economic conditions or to time.",CHAIRMAN BERNANKE.
196,"Those are—with interest rates close to zero, those are basically the two tools that we have, and we need to continue to work on how best to use them and in what combination to use them to achieve our objectives.",CHAIRMAN BERNANKE.
197,"In terms of when we would use these, I think all I can say is that the Committee will have to look at the outlook, and if it judges that we are falling sufficiently far short of our objectives in terms of inflation falling at or below its target and growth being insufficient, and that we believe that monetary stimulus would be beneficial, you know, then the Committee obviously would try at the outlook.",CHAIRMAN BERNANKE.
198,"But we remain prepared to take action as appropriate to make sure the recovery continues, to make sure that we have stable prices in the U.S.   JOSHUA ZUMBRUN.",CHAIRMAN BERNANKE.
199,Josh Zumbrun from Bloomberg.,CHAIRMAN BERNANKE.
200,"Your colleague Daniel Tarullo phrased this as, “Further action would be required in the absence of favorable developments.”  Does that mean that, looking at the forecast tables we have here today, that if we don’t see improvement from what’s in those tables, that further action would be required?",CHAIRMAN BERNANKE.
201,"Again, I can’t speak for my colleagues on the Committee.",CHAIRMAN BERNANKE.
202,"I will say that that forecast we have is satisfactory in one dimension, in the sense that inflation remains low and stable, but it is very unsatisfactory in terms of the rate of growth of the economy, the rate at which unemployment comes down.",CHAIRMAN BERNANKE.
203,"So I think the judgment we’re going to have to make is, do the tools we have—are those tools likely to be sufficiently effective?",CHAIRMAN BERNANKE.
204,Or do they bear costs and risks that would make them less effective or not worth using?,CHAIRMAN BERNANKE.
205,So it’s a judgment we’re going to have to continue to make.,CHAIRMAN BERNANKE.
206,We’re going to have to continue to evaluate the outlook.,CHAIRMAN BERNANKE.
207,"But again, I really can’t speak for my colleagues until we have looked at the entire array of data and made a decision about that.",CHAIRMAN BERNANKE.
208,"John Berry, Fiscal Times.",JOHN BERRY.
209,"In the European debt deal that may or may not come to pass, it’s been said that the banks operating there—the big banks—have all agreed that a 9 percent Tier 1 capital ratio is appropriate.",JOHN BERRY.
210,A lot of U.S. banks have been arguing that they can’t afford to do that.,JOHN BERRY.
211,"It will reduce lending, but it would also put them at a competitive disadvantage internationally.",JOHN BERRY.
212,"With that happening in Europe, do you think it’s appropriate that the big banks in the U.S. should accept such a Tier 1 capital requirement, and how does that development stand at this point?",JOHN BERRY.
213,"implementing Basel III, which has a basic requirement including a buffer of 7 percent, and then additional surcharges for the largest institutions.",JOHN BERRY.
214,We think that’s an appropriate framework.,JOHN BERRY.
215,"I’m not sure that the 9 percent that Europeans are talking about is really comparable to this, to the capital requirements that we are imposing, or will be imposing, on U.S. banks.",JOHN BERRY.
216,"For example, the composition of their capital is not, as far as I understand, purely common equity.",JOHN BERRY.
217,I do not know what risk weights are being applied to the assets.,JOHN BERRY.
218,So there are a number of questions of comparability.,JOHN BERRY.
219,"My expectation and hope is that—over the medium term, that the Europeans who agreed to the Basel III conditions will ensure that their banks meet the Basel III standards over time.",JOHN BERRY.
220,"Of course, that’s being phased in over a number of years so as not to jeopardize in any way the recovery.",JOHN BERRY.
221,"But, over the remainder of this decade, we anticipate implementing all of the key elements of Basel III in the United States.",JOHN BERRY.
222,Luca DiLeo with Dow Jones.,LUCA DILEO.
223,"Mr. Chairman, you’ve partly addressed this, but there’s something I still fail to understand.",LUCA DILEO.
224,"Given that your forecast is still so gloomy for employment through 2014, given that you’re not worried about inflation, and given that you said that MBS is a viable option, why not act today?",LUCA DILEO.
225,"So, as you point out, our forecast is not a very satisfactory one in the sense that unemployment is very high and growth is very slow.",CHAIRMAN BERNANKE.
226,We have taken a lot of actions.,CHAIRMAN BERNANKE.
227,"Let me be very clear that the Federal Reserve’s monetary policy is highly accommodative now—we brought rates close to zero, we have done $2 trillion worth of asset purchases, we have made commitments about rates, we’ve extended the maturity of our portfolio—so we have taken a lot of steps, including steps at the last two meetings, so we are being very aggressive in providing monetary accommodation.",CHAIRMAN BERNANKE.
228,"I was asked before about observe, you know, how the economy evolves.",CHAIRMAN BERNANKE.
229,"You know, what we have is a projection; there’s a lot of uncertainty there.",CHAIRMAN BERNANKE.
230,"And so it will be very important to see, you know, what actually happens in terms of financial market conditions and economic growth.",CHAIRMAN BERNANKE.
231,"So, but we are prepared to take further action.",CHAIRMAN BERNANKE.
232,"We’ve already taken quite a bit of action, but we’re prepared to do more, and we have the tools to do more if that’s appropriate.",CHAIRMAN BERNANKE.
233,"Again, while I do not shirk the responsibility of the Fed having to do what it can to meet its mandate, obviously, a broad range of policies can affect growth and employment, and I hope that there will be a range of actions that will complement and supplement the Federal Reserve’s efforts.",CHAIRMAN BERNANKE.
234,"Hi, Jim Puzzanghera from the LA Times.",JIM PUZZANGHERA.
235,You mentioned before the streak of bad luck that struck the economy earlier this year.,JIM PUZZANGHERA.
236,"With the latest developments in Europe this week, where the debt deal seemingly was done and now the rug was pulled out, are you getting the sense that this economy just can’t catch a break?",JIM PUZZANGHERA.
237,And how would you advise average Americans to deal with these continued shocks to the economy and to the financial markets?,JIM PUZZANGHERA.
238,"Well, I don’t want to make excuses.",CHAIRMAN BERNANKE.
239,"Again, we did overestimate the pace of recovery for some fundamental reasons having to do with, as I mentioned, the time taken to achieve financial repair, the state of the housing market, and so on.",CHAIRMAN BERNANKE.
240,"But that being said, as I indicated earlier, there has been a certain amount of bad luck, and I think the volatility in financial markets associated with the European situation has been—along with volatility associated with the U.S. fiscal conditions, has been a drag on recovery.",CHAIRMAN BERNANKE.
241,I think it’s part of the reason why the second half of 2011 was less strong than we anticipated when I was here at the last press conference in June.,CHAIRMAN BERNANKE.
242,So there has been that concern.,CHAIRMAN BERNANKE.
243,It’s showing up in Americans’ was in the depths of recession; that’s very discouraging.,CHAIRMAN BERNANKE.
244,"To some extent, at least, it will be a drag on consumer’s willingness to spend and to invest.",CHAIRMAN BERNANKE.
245,"My best advice to Americans is to continue to live your lives, though, and to continue to think about your personal situation and try to make smart decisions based on your own financial position.",CHAIRMAN BERNANKE.
246,"Clearly, Americans are trying to improve their balance sheets; they’re trying to pay down debt.",CHAIRMAN BERNANKE.
247,"That’s, of course, important.",CHAIRMAN BERNANKE.
248,"At the same time, you want to make smart decisions, you want to make good investments, you want to budget properly.",CHAIRMAN BERNANKE.
249,"So financial literacy is a big part of this, and lack of financial literacy was one of the things that got us into this mess in the first place.",CHAIRMAN BERNANKE.
250,So I would advise people to try to be smart about their finances.,CHAIRMAN BERNANKE.
251,"Unfortunately, we can’t disassociate ourselves from Europe; the things that are happening there do affect us, and that’s an unfortunate fact.",CHAIRMAN BERNANKE.
252,I hope very much that the Europeans will find a set of solutions that will allow markets to calm down and take off some of the headwinds from the U.S. economy.,CHAIRMAN BERNANKE.
253,Robin Harding from the Financial Times.,ROBIN HARDING.
254,"Mr. Chairman, could you explain the menu of options that the Committee has for improving its communication about when it might raise interest rates and what the conditions are in which it might do that?",ROBIN HARDING.
255,"For example, might it makes sense for the Fed to publish a forecast of its own future interest rates, and what’s the advantages and disadvantages of that?",ROBIN HARDING.
256,Thank you.,ROBIN HARDING.
