Sentence,label,price_change
"So builders are, you know, struggling to keep up with the demand, clearly.",MINOR_DECREASE,-0.2150000000001455
"And, you know, my hope would be that, over time, housing builders can react to this demand and, and come up with more supply and workers will come back to work in that industry.",MINOR_DECREASE,-0.5120000000006257
"So, you know, it is—it’s not an unalloyed good to have prices going up this much, and we’re watching it very carefully.",MAJOR_DECREASE,-3.006000000000313
We don’t see bad loans and unsustainable prices and that kind of thing.,MINOR_DECREASE,-0.2030000000004292
"So I think there are a number of—a number of things going on there: the tension between a high level of unemployment and yet many, many companies saying they can’t find—an elevated number of companies saying that they can’t find workers.",MINOR_DECREASE,-1.0029999999997017
"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.",MINOR_DECREASE,-0.0060000000003128
"So my guess is, it will come back to this economy where we have, you know, equilibrium between labor supply and labor demand.",MINOR_INCREASE,1.4909999999999854
"So I actually have a couple things I’d like to say about inflation, including addressing your question.",MINOR_INCREASE,0.4849999999996726
So let me start with just saying that we’re very strongly committed to achieving our objectives of maximum employment and price stability.,MINOR_DECREASE,-0.293999999999869
"Our, our price stability goal is 2 percent inflation over the longer run, and we believe that having inflation average 2 percent over time will help anchor long-term inflation expectations at 2 percent.",MINOR_DECREASE,-0.0090000000000145
"With inflation having run persistently below 2 percent for some time, the Committee seeks inflation moderately above inflation for two times—above 2 percent for some time.",MINOR_DECREASE,-0.1880000000001018
"In the United States, fiscal and monetary policy continue to provide strong support: Vaccinations are now widespread, and the economy is beginning to move ahead with real momentum.",MINOR_INCREASE,0.0120000000006257
"During this time of reopening, we are likely to see some upward pressure on prices, and I’ll discuss why.",MINOR_INCREASE,0.0150000000003274
"In an episode of one-time price increases as the economy reopens is not the same thing as, and is not likely to lead to, persistently higher year-over-year inflation into the future—inflation at levels that are not consistent with our goal of 2 percent inflation over time.",MINOR_DECREASE,-0.293999999999869
"If, if, contrary to expectations, inflation were to move persistently and materially above 2 percent in a manner that threatened to move longer-term inflation expectations materially above 2 percent, we would use our tools to bring inflation and expectations down to mandate-consistent levels.",MINOR_DECREASE,-0.0630000000001018
And we know that our job is to achieve 2 percent inflation over time.,MINOR_DECREASE,-0.0480000000006839
"So let me talk quickly about the two reasons—two, or you could say three, but really two main reasons why we think inflation will move up in the near term.",MINOR_DECREASE,-0.2969999999995707
Twelve-month measures of inflation are likely to move well above 2 percent over the next few months as the very low inflation readings recorded in March and April of last year drop out of the calculation.,MINOR_DECREASE,-0.4969999999993888
"You saw it in the March CPI reading, and you’ll see it later this week in the PCE price data.",MINOR_DECREASE,-0.2029999999995198
These base effects will contribute about 1 percentage point to headline inflation and about 0.7 percentage point to core inflation in April and May.,MINOR_DECREASE,-0.1939999999995052
They carry no implication for the rate of inflation in later periods.,MINOR_DECREASE,-0.5510000000003856
"We think of bottlenecks as things that, in their nature, will be resolved as workers and businesses adapt, and we think of them as not calling for a change in monetary policy since they’re temporary and expected to resolve themselves.",NO_CHANGE,0.0
"It’s much harder to predict with confidence the amount of time it will take to resolve the bottlenecks, or for that matter, the temporary effects that they will have on prices in the meantime.",MINOR_INCREASE,1.0060000000003129
"And we are, we are focused—as you’ve seen, for many years, we’ve been focused on inflation deviating below 2 percent, and we used our tools aggressively to keep it back up at 2 percent.",MINOR_INCREASE,0.4909999999990759
"If, if we see inflation moving materially above 2 percent in a persistent way that risks inflation expectations drifting up, then we will use our tools to guide inflation and expectations back down to 2 percent.",MINOR_DECREASE,-0.5150000000003274
"It’s not one really good employment reading, which is what we got in March.",MINOR_DECREASE,-0.4399999999995998
"We’re 8½ million jobs below where we were in February of 2020, and that doesn’t account for growth in the labor force and growth in the economy, that trend we were on.",MINOR_DECREASE,-0.248000000000502
"I mean, there are always—there are always relative prices going up and down within inflation.",MINOR_DECREASE,-0.5120000000006257
Relative prices are always moving up and down.,MAJOR_INCREASE,1.7150000000001455
"Inflation expectations before the pandemic hit—and here we think of survey, market based—survey being either households or, or economists and, and market based.",MINOR_INCREASE,0.2969999999995707
"You look at all of those, and I would say that they were at the low end of what would have been consistent with a 2 percent inflation target, particularly our 2 percent inflation target, which calls for 2 percent average inflation.",MINOR_DECREASE,-0.0030000000006111
"Inflation expectations actually went down a bit at the beginning of the pandemic, and now they’ve just moved back up to levels broadly—that, that are where they were in 2018, or in some cases 2014, and, I would say, more consistent with our mandate.",MINOR_INCREASE,0.451999999999316
We want inflation to run a little bit higher than it has been running for the last quarter of a century.,MAJOR_DECREASE,-2.706000000000131
"And for that, we need to see inflation expectations that are consistent with that, really well anchored at 2 percent.",MINOR_INCREASE,1.5119999999997162
"We monitor inflation expectations very, very carefully, as you would obviously know.",MINOR_DECREASE,-0.6999999999998181
"You know, we’re, we’re—inflation measures are always going to be a bit volatile.",MINOR_DECREASE,-0.1939999999995052
"We had it—we were in a deep, deep hole a year ago, and now, with a lot of help from fiscal policy, some additional help from monetary policy, and, you know, a great deal of help from vaccination, we’re seeing a strong rebound in activity.",MINOR_DECREASE,-0.5
"And what’s happening is, it’s, it’s—demand can be spurred with fiscal transfers and—the saved-up fiscal transfers and, and people going back to work and things like that.",MINOR_INCREASE,0.191000000000713
"I know many people just look at asset prices, and they look at some of the things that are going on in the—in the equity markets, which, which I think do reflect froth in the equity markets.",NO_CHANGE,0.0
"So one of the areas is asset prices, and I would say some of the asset prices are high.",MINOR_DECREASE,-0.2970000000004802
"I won’t say it has nothing to do with monetary policy, but it also—it has a tremendous amount to do with vaccination and reopening of the economy.",MAJOR_DECREASE,-11.178999999999178
Asset prices was one.,MAJOR_INCREASE,2.5090000000000146
"There were real concerns, of course, with high levels of unemployment and loss of wages and all of that, that the—that the household sector would, would, would weaken dramatically.",MAJOR_INCREASE,2.754000000000815
"And it’s—by the way, I think it’s appropriate and important for financial conditions to remain accommodative to support economic activity.",MAJOR_DECREASE,-1.7969999999995707
"As, as you know, at the very beginning of the financial—of the—of this recent crisis, there was such a demand for selling Treasuries, including by foreign central banks, that, really, the dealers couldn’t handle the volume.",MAJOR_INCREASE,2.0150000000003274
"We, we have tried to create accommodative financial conditions to support economic activity, and we did that.",MINOR_INCREASE,1.0120000000006255
"Millions of workers are losing their jobs: Next week’s jobs report is expected to show that the unemployment rate, which was at 50-year lows just two months ago, has surged into double digits.",MINOR_DECREASE,-1.4820000000004256
"Overall, economic activity will likely drop at an unprecedented rate in the second quarter.",MINOR_INCREASE,0.706000000000131
"Inflation is also being held down, reflecting weaker demand as well as significantly lower energy prices.",MINOR_INCREASE,0.4849999999996726
"The Federal Reserve’s response is guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system.",MINOR_INCREASE,0.4940000000001419
Last month we quickly lowered our policy interest rate to near zero.,MINOR_INCREASE,0.1970000000001164
We stated then and again today that we expect to maintain interest rates at this level until we’re confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.,MINOR_INCREASE,0.5479999999997744
"Of course, lowering interest rates cannot stop the sharp drop in economic activity caused by closures and other forms of social distancing.",MINOR_INCREASE,0.2629999999999199
"To support the flow of credit to households and businesses, foster smooth market functioning, and promote effective transmission of monetary policy to broader financial conditions, we have been purchasing large amounts of Treasury and agency mortgage-backed securities.",MAJOR_INCREASE,2.9400000000000546
"With enhanced unemployment insurance and the Paycheck Protection Program, we’ve seen an extraordinary, historically large reaction.",MINOR_DECREASE,-0.1430000000000291
"They’ll come with a hefty price tag, but we would come out of this event eventually with—with a stronger economy and with less long-run damage to the economy.",MINOR_DECREASE,-1.0090000000000146
"In addition, you know, we’ve had—we’ve had extensive discussions, as I’ve mentioned—done a lot of thinking about what monetary policy might look like over—in coming months over a range of potential scenarios for the economy.",NO_CHANGE,0.0
"It says: “[The] ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term and poses considerable risks to the economic outlook over the medium term.” So the “medium”—but what we meant by that, “over the medium term”—so, obviously, what we’re talking about is, you know, not right now, in the very near term.",MAJOR_INCREASE,1.7910000000001671
"The first is that, in the near term, we’re going to see, you know, significant declines in economic activity, significant declines in employment, and increases in unemployment.",MINOR_INCREASE,0.7539999999999054
And probably the economic activity will pick up as consumer spending picks up.,MINOR_INCREASE,1.3029999999998836
"So it may take some time for us to get back—it probably will take some time for us to get back to—you know, to a more normal level of unemployment and—and, ultimately, to maximum employment.",MINOR_DECREASE,-0.4549999999999272
"I’ve—I’ve also mentioned now a couple times that we have done a lot of thinking about what monetary policy might look like over coming months, and that would, you know, depend on—on where we are in—in a range of potential economic scenarios.",MAJOR_DECREASE,-1.5479999999997744
"So we’ve said that if—if demand for our facilities is greater than we’ve estimated, then we’ll expand them.",MINOR_DECREASE,-0.6999999999998181
"So we—for that reason, the ultimate demand for the facilities is quite difficult to predict, because there is this announcement effect that really gets the market functioning again.",MINOR_INCREASE,0.1549999999997453
"First, this time, now, is going to be a time of sharp contraction in economic activity, high unemployment.",MAJOR_DECREASE,-6.0
Unemployment moved up.,MINOR_INCREASE,0.6970000000001164
"We’ll see unemployment go down, we’ll see economic activity pick up.",MAJOR_INCREASE,3.300000000000182
"So the—the sooner we get the virus under control, the sooner people can regain that confidence and regain their economic activity.",MAJOR_INCREASE,2.7969999999995707
So unemployment has tended to go up much faster for minorities and for others who are—tend to be at the low end of the income spectrum.,MINOR_DECREASE,-0.5450000000000728
So I don’t know that the demand will be quite as strong as—as it has been for the PPP.,MAJOR_INCREASE,2.443000000000211
So unemployment’s going to go up to a high number in the second quarter—uncertain what the number will be.,MINOR_INCREASE,0.4939999999996871
"When—and that’s because so much economic activity has been shuttered, really, as we take social-distancing measures.",MINOR_DECREASE,-0.7150000000001455
"And once that starts to happen, people will get hired back and unemployment will go back down.",MINOR_DECREASE,-0.0180000000000291
"I think it will take some time for that to happen, for us to get back to anything that resembles maximum employment.",MAJOR_INCREASE,2.5029999999997017
"In terms of inflation, we think that inflation is very closely and strongly related to inflation expectations.",MAJOR_INCREASE,2.199999999999818
"Inflation expect—inflation tended to move down a little bit, as it will when demand is weak.",MINOR_DECREASE,-0.4940000000001419
And—but inflation expectations did not move strongly down here in the United States.,MINOR_INCREASE,0.1880000000001018
"There’s been downward pressure on inflation, really, for several decades now.",MINOR_DECREASE,-0.4790000000002692
"So, I would say, as long as inflation expectations remain anchored, then we shouldn’t see deflation.",MINOR_INCREASE,0.0030000000001564
And the Federal Reserve is strongly committed to maintaining 2 percent inflation over time.,MINOR_DECREASE,-0.2150000000001455
"I think you asked, really, about headline inflation.",NO_CHANGE,0.0
"If—if low energy prices—very low energy prices were to—were to drop headline inflation negative, I—I would hope that people would see through that—and we’ll be monitoring it very carefully—would see through it, though, and look to core, which is a better predictor of future inflation.",MINOR_INCREASE,1.054000000000087
"We’re not—we’re not focused on the level of asset prices in particular, it’s just—markets are trying to price in something that is so uncertain as to be unknowable, which is the path of this virus globally and its effect on the economy.",NO_CHANGE,0.0
"The market is assessing risks, lenders are lending, borrowers are borrowing, asset prices are moving in response to events.",MINOR_DECREASE,-0.2969999999995707
So we think that low interest rates affect the economy through a number of channels in a positive way.,MINOR_DECREASE,-0.5
"Lower interest rates support economic activity through channels that we—overall, through channels that we understand reasonably well.",MINOR_DECREASE,-0.4970000000002983
"They do—they do raise asset prices, including the value of your home.",MINOR_DECREASE,-1.199999999999818
"But for people who are really, really just relying on their bank savings account earnings, this is—you know, that’s—that’s—you’re not going to benefit from low interest rates.",MINOR_INCREASE,0.6659999999997126
"Low interest rates support employment, they support economic activity, and those are our mandates.",MINOR_INCREASE,0.4490000000005238
"Of course, he’s best known for leading the fight to tame the double-digit inflation that he inherited as Chair, thus laying the foundation for the prosperity and price stability we enjoy today.",NO_CHANGE,0.0
"As always, we base our decisions on judgment of how best to achieve the goals Congress has given us: maximum employment and price stability.",NO_CHANGE,0.0
"With our decisions through the course of the past year, we believe that monetary policy is well positioned to serve the American people by supporting continued economic growth, a strong job market, and inflation near our symmetric 2 percent goal.",NO_CHANGE,0.0
"Household spending has been strong, supported by a healthy job market, rising incomes, and solid consumer confidence.",MINOR_INCREASE,0.1990000000000691
"As has been the case for some time, sluggish growth December 11, 2019 abroad and trade developments have been weighing on those sectors.",MINOR_DECREASE,-0.1990000000000691
"And with a strong household sector and supportive monetary and financial conditions, we expect moderate growth to continue.",NO_CHANGE,0.0
"As seen from FOMC participants’ most recent projections, the median expectation for real GDP growth slows slightly over the next few years but remains near 2 percent.",NO_CHANGE,0.0
"The unemployment rate has been near half-century lows for well more than a year, and the pace of job gains remains solid.",MINOR_DECREASE,-0.3009999999999309
Employment gains have been broad based across all racial and ethnic groups and all levels of education.,NO_CHANGE,0.0
These developments underscore for us the importance of sustaining the expansion so that the strong job market reaches more of those left behind.,NO_CHANGE,0.0
We expect the job market to remain strong.,NO_CHANGE,0.0
The median of participants’ projections for the unemployment rate remains below 4 percent over the next several years.,NO_CHANGE,0.0
Inflation continues to run below our symmetric 2 percent objective.,NO_CHANGE,0.0
"Over the 12 months through October, total PCE inflation was 1.3 percent, and core inflation—which excludes volatile food and energy prices and is a better indicator of future inflation—was 1.6 percent.",MAJOR_DECREASE,-0.499000000000251
"While low and stable inflation is certainly a good thing, inflation that runs persistently below our objective can lead to an unhealthy dynamic in which longer-term inflation expectations drift down, pulling actual inflation even lower.",MAJOR_DECREASE,-0.5
"In turn, interest rates would be lower as well and closer to their effective lower bound.",NO_CHANGE,0.0
"As a result, the scope for interest rate reductions to support the economy in a future downturn would be diminished, resulting in worse economic outcomes December 11, 2019 for American families and businesses.",NO_CHANGE,0.0
"Against the backdrop of a strong economy and supportive Chair Powell’s Press Conference FINAL monetary policy, we expect inflation will rise to 2 percent.",MINOR_DECREASE,-0.1999999999998181
We’re strongly committed to achieving our symmetric 2 percent inflation goal.,NO_CHANGE,0.0
"Over the course of the past year, our views about the path of interest rates that would best achieve our employment and inflation objectives changed significantly, as the economy faced some important challenges from weaker global growth and trade developments.",NO_CHANGE,0.0
"As the year progressed, we adjusted the stance of monetary policy to cushion the economy from these developments and to provide some insurance against the associated risks.",NO_CHANGE,0.0
"In addition, inflation pressures were unexpectedly muted, strengthening the case for a more supportive stance of policy.",MINOR_INCREASE,0.3000000000001819
"The medians of participants’ projections for economic growth, the unemployment rate, and inflation are little changed from a year ago, aside from a lower inflation projection for 2019.",MINOR_DECREASE,-0.3000000000001819
"Of course, that is the function of monetary policy—to adjust interest rates to promote employment and price stability in response to forces acting on the economy.",NO_CHANGE,0.0
"We believe that the current stance of monetary policy will support sustained growth, a strong labor market, and inflation near our symmetric 2 percent objective.",MINOR_DECREASE,-0.4000000000000909
"As long as incoming information about the economy remains broadly consistent with this outlook, the current stance of monetary policy likely will remain appropriate.",NO_CHANGE,0.0
"Finally, I wanted to note that we’ve been purchasing Treasury bills and conducting repurchase operations, consistent with the plan we announced in December.1 These technical operations are aimed at maintaining an ample level of reserves and addressing money market pressures that could adversely affect the implementation of monetary policy.",NO_CHANGE,0.0
"Well, that’s—what’s happening there is the fact that the relationship between resource utilization, or unemployment, and inflation has just gotten weaker and weaker over the years.",MAJOR_INCREASE,0.8000000000001819
"If you go back 50 years, you would have seen that, when there was—when labor markets were tight and unemployment was low, inflation moved right up.",NO_CHANGE,0.0
"And then as the Fed got control of inflation, the connection got weaker and weaker and weaker, to the point where there’s still a connection, but it’s—it’s a very faint one.",MAJOR_INCREASE,0.5
"And we believe that policy is somewhat Chair Powell’s Press Conference FINAL accommodative, and we think that that’s the appropriate place for policy to be in order to drive up inflation.",MAJOR_INCREASE,0.5
"I mean, we—the—again, the relationship between slack in the economy and inflation is weak, has been weak.",NO_CHANGE,0.0
"The same thing is true, but much less true, of inflation, the relationship between—in a way, the wage Phillips curve has a higher coefficient than the price Phillips curve does.",MAJOR_DECREASE,-1.0
"What’s different is, you have a very different—you have very different structural characteristics in the economy, particularly around inflation.",MAJOR_DECREASE,-0.6999999999998181
"So now, as you can see, inflation is barely moving up, notwithstanding that unemployment is at 50-year lows and expected to remain there.",NO_CHANGE,0.0
"And, by the way, this is—it’s a good thing that, you know, we think we can—I think we’ve learned that unemployment can remain at quite low levels for an extended period of time without unwanted upward pressure on inflation.",MAJOR_INCREASE,1.699999999999818
"In fact, we need some upward pressure on inflation to get back to 2 percent.",MAJOR_INCREASE,0.500999999999749
"And the purpose of all this, let’s remember, is to assure that our monetary policy decisions will be transmitted to the federal funds rate, which in turn affects other short-term rates.",MINOR_INCREASE,0.0009999999997489
"And in order to move rates up, I would want to see inflation that’s persistent and that’s significant—a significant move-up in inflation that’s also persistent before raising rates to address inflation concerns.",MAJOR_DECREASE,-0.5
It happens to be my view that that’s what it would take to want to move interest rates up in order to deal with inflation.,NO_CHANGE,0.0
"I think what you’re seeing is, you’ve got a full year of the median being flat, which is, we think, accommodative, modestly accommodative, and inflation not moving up very much, as we’ve discussed.",MAJOR_DECREASE,-0.8000000000001819
"And that underscores, I think, the challenge of getting inflation to move up.",MAJOR_INCREASE,1.300000000000182
"The Committee has wanted inflation to be at 2 percent, squarely at 2 percent, for—ever since I arrived in 2012.",MAJOR_DECREASE,-0.5
"And it hasn’t happened, and it’s just—it’s because there are disinflationary forces around the world, and they’ve been stronger than, I think, people understood them to be.",NO_CHANGE,0.0
"I will also say to you that a number of people wrote down, and you can’t see this at this level of detail, but—today—but a number of people did write down overshoots of inflation as appropriate—under appropriate policy.",MINOR_DECREASE,-0.0009999999997489
"Well, it’s just that there is still, empirically, by many, many different—by the work of many different analysts, there is a relationship between resource utilization, by which I mean unemployment, and inflation.",MAJOR_INCREASE,0.8009999999999309
That means that we can run at low levels of unemployment and have a historically good—in some dimensions—labor market without having to worry about inflation.,MINOR_DECREASE,-0.3000000000001819
"It also means, though, that it’s not easy to move inflation up.",MINOR_DECREASE,-0.1999999999998181
It’s been very challenging to get inflation to be at target.,NO_CHANGE,0.0
"And I would also point out that this year, which has been a good year for the economy, inflation—core inflation is actually running at 1.6 percent, whereas it ran close to 2 percent most of last year.",NO_CHANGE,0.0
"And so the—the changes that we’re looking at to the framework are—I think they take all of that on board, and—but they’re—what they’re—what they are designed to do is to strengthen the credibility of that—of that inflation target, but only if followed by policy.",MINOR_DECREASE,-0.1999999999998181
"Ultimately, it will take time to establish—to move inflation expectations up from where they are, which appears to be a bit below 2 percent, will not happen overnight.",MAJOR_INCREASE,0.5
"You know, the Fed has great inflation credibility, but inflation expectations are anchored at about their 25-year average, which is a few ticks below 2 percent.",MAJOR_INCREASE,1.0
"And you’re right, though, that we’ve talked here a lot about inflation.",MAJOR_INCREASE,0.5
"And I think that the—I think, more broadly, over a period of years—many years—we’ve been learning that the natural rate of unemployment is lower.",NO_CHANGE,0.0
"It’s just been—it’s in estimates not just at the Fed, but among—broadly among economists—labor economists have seen that the connection—that we can sustain much lower levels of unemployment than had been thought.",NO_CHANGE,0.0
"And, as I mentioned, that’s a good thing because that means we—we don’t have to worry so much about inflation.",MAJOR_INCREASE,0.500999999999749
"I—you know, the Fed Listens events are about inflation to a much lesser extent than they are about maximum employment.",MINOR_DECREASE,-0.0009999999997489
"If you’ve—if you’ve listened to or attended any of those, the discussion—we always focus on inflation as well, but the discussion is really around what’s happening in low- and moderate-income communities and among small businesses.",MINOR_INCREASE,0.0009999999997489
But it was help to get—helpful to get it in the context of a monetary policy review.,MAJOR_INCREASE,0.5
And I think that the fact that these communities have so much—such high levels of unemployment and low levels of labor force participation tells you that there is slack out there.,NO_CHANGE,0.0
"And I think that does also inform our understanding of what we mean by “maximum employment.” And it’s been a very positive—I would say that the Fed Listens events have been—have been extraordinarily positive, and they’re certainly something we’ll repeat.",MINOR_DECREASE,-0.0009999999997489
"You know, I—I think we have kind of internalized—and this isn’t—this isn’t news for today, this is something we’ve been saying for, you know, for several years—you’ve seen us moving down our estimates of the—of maximum employment.",MINOR_DECREASE,-0.1999999999998181
"In fact, it’s already—it’s already understood, I think, that—that there’s more—even though we’re at 3½ percent unemployment, there’s actually more slack out there, in a sense.",MINOR_INCREASE,0.0009999999997489
"And—and the risks of, you know, using accommodative monetary policy, our tool, to explore that are relatively low.",MINOR_INCREASE,0.1999999999998181
"Well, we did, actually—if you look at the statement, you’ll notice that we—we did call out global developments and muted inflation pressures later in the statement.",MINOR_DECREASE,-0.3000000000001819
"We had an economy growing at 3 percent, we had inflation at 2 percent, and we had a trillion and a half dollars’ worth of stimulus arriving, and the federal funds rate was 1.4 percent.",MAJOR_DECREASE,-0.5
"Just look at the IMF’s forecasts of growth from, you know, the spring of 2018 and compare them to now.",NO_CHANGE,0.0
"Monetary policy is not the right tool to react in the very short term to volatility and, you know, things that can change back and forth and back and forth as this has December 11, 2019 happened, as is probably typical of a—of a large complex negotiation.",MAJOR_INCREASE,0.5
"And what it is is, it’s an expression of the thinking about individual Committee members about appropriate monetary policy and the path of the economy.",MAJOR_DECREASE,-0.7009999999995671
"At this meeting, we talked about the way monetary policy affects different groups in the economy.",MINOR_INCREASE,0.0009999999997489
"And those things—many of those things would wind up as changes, if you will, modifications to the “Statement of Longer-Run Goals and Monetary Policy Strategy.” I think that process will take until the middle December 11, 2019 of the year where—but we want to approach it very thoroughly and very carefully.",MAJOR_INCREASE,0.499000000000251
You know—and if you define going anywhere as a 4 percent inflation target—let me talk about the 4 percent inflation target.,MINOR_INCREASE,0.200999999999567
We want to—we want to have this be a successful exercise where we meaningfully improve our monetary policy framework.,NO_CHANGE,0.0
"For instance, one would be that productivity has just been low.",MAJOR_DECREASE,-0.5
So wages should go up to cover inflation and productivity.,MINOR_DECREASE,-0.3000000000001819
"Productivity has been low, and that—that is very likely to be holding back wages.",MINOR_INCREASE,0.3000000000001819
"And, again, at the end of the day, that probably has most to do with productivity.",MAJOR_DECREASE,-1.0
"And now, unemployment has been in the threes for a year and a half, and we still see wage inflation, as you mentioned.",NO_CHANGE,0.0
"Our decision reflects our assessment that a gradual removal of monetary policy accommodation will sustain a strong labor market while fostering a return of inflation to 2 percent, consistent with the maximum employment and price stability objectives assigned to us by law.",MINOR_DECREASE,-0.1289999999999054
"Following a slowdown in the first quarter, economic growth stepped up to a solid 3¼ percent pace in the second and third quarters of the year.",NO_CHANGE,0.0
"While changes in tax policy will likely provide some lift to economic activity in coming years, the magnitude and timing of the macroeconomic effects of any tax package remain uncertain.",MAJOR_INCREASE,0.3789999999999054
"The unemployment rate has declined further in recent months and, at 4.1 percent in November, was modestly below the median of FOMC participants’ estimates of its longer-run normal level.",MAJOR_INCREASE,0.6210000000000946
We expect that the job market will remain strong in the years Chair Yellen’s Press Conference FINAL ahead.,MINOR_INCREASE,0.1190000000001418
