,Sentences,Speaker
29,Our ability to achieve maximum employment in the years ahead depends importantly on having longer-term inflation expectations well anchored at 2 percent.,CHAIR POWELL.
30,"As the Committee reiterated in today’s policy statement, with inflation running persistently below 2 percent, we will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",CHAIR POWELL.
31,We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved.,CHAIR POWELL.
32,"With regard to interest rates, we continue to expect it will be appropriate to maintain the current 0 to ¼ percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee’s assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.",CHAIR POWELL.
33,I would note that a transitory rise in inflation above 2 percent this year would not meet this standard.,CHAIR POWELL.
34,"In addition, we will continue to increase our holdings of Treasury securities by at least $80 billion per month and of agency mortgage-backed securities by at least $40 billion per month until substantial further progress has been made toward our maximum-employment and price-stability goals.",CHAIR POWELL.
35,The increase in our balance sheet since March 2020 has materially eased financial conditions and is providing substantial support to the economy.,CHAIR POWELL.
36,"The economy is a long way from our goals, and it is likely to take some time for substantial further progress to be achieved.",CHAIR POWELL.
37,and the size of the balance sheet to our employment and inflation goals.,CHAIR POWELL.
38,This outcome-based guidance will ensure that the stance of monetary policy remains highly accommodative as the recovery progresses.,CHAIR POWELL.
39,"To conclude, we understand that our actions affect communities, families, and businesses across the country.",CHAIR POWELL.
40,Everything we do is in service to our public mission.,CHAIR POWELL.
41,We at the Fed will do everything we can to support the economy for as long as it takes to complete the recovery.,CHAIR POWELL.
42,Thank you.,CHAIR POWELL.
43,I look forward to your questions.,CHAIR POWELL.
44,"Thank you, Mr.",MICHELLE SMITH.
45,Chair.,MICHELLE SMITH.
46,First we’ll go Paul Kiernan.,MICHELLE SMITH.
47,"Hi, Chairman Powell.",PAUL KIERNAN.
48,Thanks for doing this.,PAUL KIERNAN.
49,"I guess, since I’m first, I’ll go ahead and re-up Howard’s question from the last press conference:  Is it time to start talking about talking about tapering yet?",PAUL KIERNAN.
50,Have you and your colleagues had any conversations to this effect?,PAUL KIERNAN.
51,Thanks.,PAUL KIERNAN.
52,Thank you.,CHAIR POWELL.
53,"So, no, it is not time yet.",CHAIR POWELL.
54,"We’ve said that we would let the public know when it is time to have that conversation, and we said we’d do that well in advance of any actual decision to taper our asset purchases, and we will do so.",CHAIR POWELL.
55,"In the meantime, we’ll be monitoring progress toward our goals.",CHAIR POWELL.
56,We first articulated this “substantial further progress” test at our December meeting.,CHAIR POWELL.
57,Economic activity and hiring have just recently picked up after slowing over the winter.,CHAIR POWELL.
58,And it will take some time before we see substantial further progress.,CHAIR POWELL.
59,Thank you.,PAUL KIERNAN.
60,Thank you.,MICHELLE SMITH.
61,Jonnelle at Reuters.,MICHELLE SMITH.
62,"going on with the virus, and what if we don’t reach a level of herd immunity, per se.",MICHELLE SMITH.
63,"So, in your scenario, thinking about the outlook and the economy, do you have some model where you might start to still normalize policy even if there’s like a baseline of infection still going on?",MICHELLE SMITH.
64,"Or how can you, you know, talk about how you’re weighing those things?",MICHELLE SMITH.
65,"Yes, so we have to leave questions about herd immunity and what that looks like to the health experts, but, but I would certainly say that what matters the most to the economic recovery continues to be controlling the virus.",CHAIR POWELL.
66,The economy can’t fully recover until people are confident that it’s safe to resume activities involving crowds of people.,CHAIR POWELL.
67,"There may be people who are around the edges of the labor force who won’t come back in unless they feel really comfortable going back to their old jobs, for example, and there, there may be parts of the economy that will—that just won’t be able to, to really fully reengage until the pandemic is decisively behind us.",CHAIR POWELL.
68,"But, you know, we’ve articulated particular guidance for tapering our asset purchases and for lifting off and raising interest rates.",CHAIR POWELL.
69,"So for, for asset purchases, we’ve said that we would continue at the current pace of asset purchases until we see substantial further progress toward our goals.",CHAIR POWELL.
70,"So—and that is, that is what it is, substantial further progress.",CHAIR POWELL.
71,"For interest rates, as I—as I said a moment ago, we want to see labor market conditions consistent with maximum employment, we want to see inflation at 2 percent, and we want to see it on track to exceed 2 percent.",CHAIR POWELL.
72,So those are our tests.,CHAIR POWELL.
73,We don’t have an independent test to do with the virus.,CHAIR POWELL.
74,"I will say, though, as I—as I started with, you know, the, the path of the virus is going to have an effect on our ability to achieve both of those tests.",CHAIR POWELL.
75,Great.,MICHELLE SMITH.
76,Thank you.,MICHELLE SMITH.
77,Jeanna.,MICHELLE SMITH.
78,you could talk a little bit about that test for raising interest rates that you just elaborated.,MICHELLE SMITH.
79,You’ve obviously made it very clear that you want to see improvements in the real economy and the real data and not in just sort of expectations data before making that move.,MICHELLE SMITH.
80,But I guess I wonder what happens if inflation expectations were to move up before you see some sort of return to full employment.,MICHELLE SMITH.
81,"You know, it seems like a lot of sort of the stability in inflation has been tied to the fact that those have been so low and stable, and I guess I wonder how, how your reaction would be—sort of how your reaction to that is, is—how you’re thinking about that.",MICHELLE SMITH.
82,Right.,CHAIR POWELL.
83,"So it seems unlikely, frankly, that we would see inflation moving up in a persistent way that would actually move inflation expectations up while there was still significant slack in the labor market.",CHAIR POWELL.
84,"I won’t say that it’s impossible, but it, it seems—it seems unlikely.",CHAIR POWELL.
85,It’s much more likely that we would—having achieved maximum-employment conditions—we’d also be seeing 2 percent inflation and be on track to see inflation moving above 2 percent.,CHAIR POWELL.
86,They tend to move together.,CHAIR POWELL.
87,"So that’s not to say inflation won’t—might not move up, but for inflation to move up in a persistent way that, that really starts to move inflation expectations up, that would have to—that would take some time.",CHAIR POWELL.
88,"And you would think that, that it would be quite likely that, that we’d be in very strong labor markets for that to be happening.",CHAIR POWELL.
89,"If it—if that actually were to happen, though, there is a—there’s a paragraph in the—in the Statement on Longer-Run Goals and Monetary Policy Strategy which says that when the two goals are somewhat in conflict, we weigh various factors, including the, the time it would take to get back and [so] forth.",CHAIR POWELL.
90,"So we do—it doesn’t really tell you what to do, but it tells you that we will weigh those two factors and how far we are away from them and how long it would take to reach them were we to reach that sort of pretty unlikely state.",CHAIR POWELL.
91,Thank you.,STEVE LIESMAN.
92,"Mr. Chairman, I want to follow up on Jonnelle’s question, and I wonder if you can help us understand better your thinking about how COVID infection rates and the virus calibrate with monetary policy.",STEVE LIESMAN.
93,"As you recall, we had a major resurgence in the virus last fall.",STEVE LIESMAN.
94,"And I’m wondering, would you need to be assured that there wasn’t such a resurgence coming before you began—I mean, for lack of a better term—thinking about thinking about tapering?",STEVE LIESMAN.
95,And what kind of comfort level would you need?,STEVE LIESMAN.
96,"Would it be something that would be declared from the CDC or the, or the World Health Organization—for example, downgrading the virus from a pandemic—before you have the comfort level to reverse course on policy?",STEVE LIESMAN.
97,Thank you.,STEVE LIESMAN.
98,Yes.,CHAIR POWELL.
99,"We, we really have—just articulated the goals that I’ve—that I’ve just mentioned a couple of times, which is substantial further progress toward our goals before we taper.",CHAIR POWELL.
100,"Now, that’s very likely—for us to achieve that, it’s very likely going to be the case that we’ve also made really significant progress on controlling the virus through vaccination and, and other—it, it—you know, those two things should more or less coexist.",CHAIR POWELL.
101,"We haven’t articulated a separate test for a state of the virus that we’d like to achieve because we’re not—you know, we’re not experts in that area.",CHAIR POWELL.
102,"We’re, we’re really focused on the economic outcomes, and, again, my, my guess is that we—it’s very likely, it seems to me, that for us to achieve the economic outcomes, we would need to taper or to raise interest rates.",CHAIR POWELL.
103,"We would also have to have made very substantial progress in getting the virus under control—not, not necessarily fully under control.",CHAIR POWELL.
104,"There is a, a possibility, of course, that we will, will have ongoing outbreaks over the summer and various regional outbreaks and potentially next winter progress toward our goals as we think about tapering asset purchases.",CHAIR POWELL.
105,Thank you.,STEVE LIESMAN.
106,Thank you.,MICHELLE SMITH.
107,Victoria.,MICHELLE SMITH.
108,"Hi, Chair Powell.",VICTORIA GUIDA.
109,"I wanted to ask, you’ve talked a lot during this crisis about the need to have a lot of help from fiscal policy and monetary policy to make sure that there’s not long-term scarring in the economy.",VICTORIA GUIDA.
110,"And I was just wondering, you know, given all of the policies that have been put in place, do you expect there to still be some long-term scarring?",VICTORIA GUIDA.
111,"And, if so, you know, what are you most worried about?",VICTORIA GUIDA.
112,Where are you most worried about that showing up?,VICTORIA GUIDA.
113,"So I would say that we were very worried about scarring, both in the labor market from people being out of—out of the labor market for an extended period of time.",CHAIR POWELL.
114,The evidence is clear that it becomes much more difficult if you’re out for a long time to get back in and get back to the life that you had.,CHAIR POWELL.
115,"Same thing with these small businesses, many of which are the work of generations.",CHAIR POWELL.
116,Were we going to wipe out many of those unnecessarily?,CHAIR POWELL.
117,That was a big concern.,CHAIR POWELL.
118,"I would say that, so far, you know, here we are in late April of 2021.",CHAIR POWELL.
119,We haven’t experienced that level of scarring either in the labor market or among smaller businesses.,CHAIR POWELL.
120,"So we’re not living that, that downside case that we were very concerned about a year ago.",CHAIR POWELL.
121,"Notwithstanding that, we’re a long way from full employment.",CHAIR POWELL.
122,"We’re—you know, payroll jobs are 8.4 million below where they were in February of 2020.",CHAIR POWELL.
123,We’ve got a long ways to go.,CHAIR POWELL.
124,"And also, it’s going to be a different economy.",CHAIR POWELL.
125,"deploying better technology and perhaps fewer people, including in some of the service industries that have been employing a lot of people.",CHAIR POWELL.
126,"You know, it, it may well be—it seems quite likely that a number of the people who, who had those service-sector jobs will struggle to find the same job and may need time to find work and get back to the working life they had.",CHAIR POWELL.
127,These were people who were working in February of 2020.,CHAIR POWELL.
128,They clearly want to work.,CHAIR POWELL.
129,So those people are going to need—they’re going to need help.,CHAIR POWELL.
130,"And so, while I would say we haven’t seen really highly elevated levels of unemployment for—you know, up in the teens that we thought we might have for an extended period of time, we’ve still got a lot of people who are out to—out of work.",CHAIR POWELL.
131,"We want to get them back to work as quickly as possible, and that’s really one of the things we’re trying to achieve with our policy.",CHAIR POWELL.
132,Thank you.,MICHELLE SMITH.
133,Rachel Siegel.,MICHELLE SMITH.
134,"Thank you, Michelle, and thank you, Chair Powell, for taking our questions.",RACHEL SIEGEL.
135,"The housing market in many American cities is seeing booming prices, bidding wars, and all-cash offers well above asking price.",RACHEL SIEGEL.
136,And this is happening at the same time that housing is becoming much more expensive for lower-income Americans and people who are still struggling from the pandemic.,RACHEL SIEGEL.
137,"Do you have concerns that there are localized housing bubbles or that there’s the potential for that, and what is the Fed doing to monitor or address this?",RACHEL SIEGEL.
138,Thank you.,RACHEL SIEGEL.
139,"So we do monitor the housing market very carefully, of course.",CHAIR POWELL.
140,"And I would say that, before the pandemic, it’s a very different housing market than it was before the Global Financial Crisis.",CHAIR POWELL.
141,And one of the main differences was that households were in very good were people with pretty high credit scores.,CHAIR POWELL.
142,"There wasn’t the subprime—you know, low-doc, no-doc lending practices were not there.",CHAIR POWELL.
143,So we don’t have that kind of thing where we have a housing bubble where people are overlevered and owning a lot of houses.,CHAIR POWELL.
144,"There’s no question, though, that housing prices are going up, and so we’re watching that carefully.",CHAIR POWELL.
145,"It’s, it’s partly because there’s, there’s clearly strong demand, and there’s just not a lot of supply right now.",CHAIR POWELL.
146,"So builders are, you know, struggling to keep up with the demand, clearly.",CHAIR POWELL.
147,Inventories are tremendously low.,CHAIR POWELL.
148,"We’re, we’re all hearing those stories.",CHAIR POWELL.
149,"And if you’re—if you’re an entry level housing buyer, this is—this is a problem, because it just is going to be that much harder for people to get that first house, and that’s a problem.",CHAIR POWELL.
150,"I mean, we—it’s part of a strong economy, with people having money to spend and wanting to invest in housing.",CHAIR POWELL.
151,"So, in that sense, it’s good.",CHAIR POWELL.
152,It’s clearly the strongest housing market that we’ve seen since the Global Financial Crisis.,CHAIR POWELL.
153,"And, you know, my hope would be that, over time, housing builders can react to this demand and, and come up with more supply and workers will come back to work in that industry.",CHAIR POWELL.
154,"So, you know, it is—it’s not an unalloyed good to have prices going up this much, and we’re watching it very carefully.",CHAIR POWELL.
155,"I don’t see the kind of financial stability current concerns, though, that really do reside around the housing sector.",CHAIR POWELL.
156,"So many of the financial crackups in all countries, all western countries, that have happened in the last 30 years have been around housing.",CHAIR POWELL.
157,We don’t—we really don’t see that here.,CHAIR POWELL.
158,We don’t see bad loans and unsustainable prices and that kind of thing.,CHAIR POWELL.
159,Thank you.,MICHELLE SMITH.
160,"Chris Rugaber, Associated Press.",MICHELLE SMITH.
161,market.,MICHELLE SMITH.
162,"Do you—do you see things, such as in the Beige Book—you saw in the Beige Book anecdotes about businesses not able to find workers, [inaudible] back to the labor market for fear of getting sick, childcare concerns, and so forth.",MICHELLE SMITH.
163,Do you see these as also just sort of temporary bottlenecks that won’t have much effect on the long-term health of the labor market?,MICHELLE SMITH.
164,Or how are you thinking about these kinds of issues?,MICHELLE SMITH.
165,"Chris, you were breaking up a little there, but I think I did get your question.",CHAIR POWELL.
166,"So I think there are a number of—a number of things going on there:  the tension between a high level of unemployment and yet many, many companies saying they can’t find—an elevated number of companies saying that they can’t find workers.",CHAIR POWELL.
167,"So, what’s really going on there?",CHAIR POWELL.
168,"It, it should be a number of different things.",CHAIR POWELL.
169,There are workers who don’t actually have the specific skills that the employers are looking for.,CHAIR POWELL.
170,There may be geographical differences.,CHAIR POWELL.
171,"It, it may also be that, for example, there—one big factor would be, schools aren’t open yet, so there are still people who are at home taking care of their children and would like to be back in the workforce but can’t be yet.",CHAIR POWELL.
172,"There are people afraid of—there are virus fears that are weighing on people, so some—some people don’t want to go back to work.",CHAIR POWELL.
173,There are also a significant number of people who say they’ve retired—a large number of people that say that they’re retired.,CHAIR POWELL.
174,"Now, it’s hard to say whether they will come back in as the labor market strengthens and as COVID, you know, becomes a—in the rearview mirror, in the history books, if you will.",CHAIR POWELL.
175,"So—but clearly there’s something going, going on out there, as, as many companies are reporting labor shortages.",CHAIR POWELL.
176,"We don’t see wages moving up yet, and presumably we would see think—so what will happen—what we saw during the last expansion, and it may be a different expansion, we don’t know, but, but what we saw was that labor supply generally showed up.",CHAIR POWELL.
177,"In other words, if you were worried about there—about running out of workers, it seemed like we never did.",CHAIR POWELL.
178,"You know, labor force participation held up.",CHAIR POWELL.
179,People came in the labor force.,CHAIR POWELL.
180,They stayed in the labor force longer than expected.,CHAIR POWELL.
181,"So my guess would be that you will see people coming back into the labor force, and these jobs will be—the labor market will reach equilibrium.",CHAIR POWELL.
182,Maybe pay will go up.,CHAIR POWELL.
183,"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.",CHAIR POWELL.
184,"So my guess is, it will come back to this economy where we have, you know, equilibrium between labor supply and labor demand.",CHAIR POWELL.
185,"It may take some months, though.",CHAIR POWELL.
186,Thank you.,MICHELLE SMITH.
187,Heather Scott.,MICHELLE SMITH.
188,Could I do a quick follow-up?,CHRIS RUGABER.
189,I’m sorry.,MICHELLE SMITH.
190,Go ahead.,MICHELLE SMITH.
191,"Go ahead, Chris.",MICHELLE SMITH.
192,Well [extended pause] MICHELLE SMITH.,CHRIS RUGABER.
193,"We, we lost you, Chris.",CHRIS RUGABER.
194,Let’s go on to Heather.,CHRIS RUGABER.
195,Thank you.,HEATHER SCOTT.
196,"Good afternoon, Chair Powell.",HEATHER SCOTT.
197,"I wanted to ask you, you know, you’ve been hearing, of course, these concerns raised by Larry Summers and others about inflation and the fact that they think the Fed might be—might let things get out of hand with the new policy stance.",HEATHER SCOTT.
198,"So my question is, can you tell us, what is different this time versus previous periods like in the ’60s when inflation got out of control?",HEATHER SCOTT.
199,"Why are you confident with, doesn’t go too far above the 2 percent target?",HEATHER SCOTT.
200,Thanks for your question.,CHAIR POWELL.
201,"So I actually have a couple things I’d like to say about inflation, including addressing your question.",CHAIR POWELL.
202,So let me start with just saying that we’re very strongly committed to achieving our objectives of maximum employment and price stability.,CHAIR POWELL.
203,"Our, our price stability goal is 2 percent inflation over the longer run, and we believe that having inflation average 2 percent over time will help anchor long-term inflation expectations at 2 percent.",CHAIR POWELL.
204,"With inflation having run persistently below 2 percent for some time, the Committee seeks inflation moderately above inflation for two times—above 2 percent for some time.",CHAIR POWELL.
205,"So, with a, a little bit of context, we’re, we’re making our way through an unprecedented series of events, really, in which a synchronized global shutdown is now giving way to widespread reopening of economies in many places around the world.",CHAIR POWELL.
206,"In the United States, fiscal and monetary policy continue to provide strong support:  Vaccinations are now widespread, and the economy is beginning to move ahead with real momentum.",CHAIR POWELL.
207,"During this time of reopening, we are likely to see some upward pressure on prices, and I’ll discuss why.",CHAIR POWELL.
208,But those pressures are likely to be temporary as they are associated with the reopening process.,CHAIR POWELL.
209,"In an episode of one-time price increases as the economy reopens is not the same thing as, and is not likely to lead to, persistently higher year-over-year inflation into the future—inflation at levels that are not consistent with our goal of 2 percent inflation over time.",CHAIR POWELL.
210,"Indeed, it is the Fed’s job to make sure that that does not happen.",CHAIR POWELL.
211,"If, if, contrary to expectations, inflation were to move persistently and materially above 2 percent in a manner that threatened to move longer-term inflation expectations materially above 2 percent, we would use our tools to bring a principal difference from—we’re all very familiar at the Fed with the history of the 1960s and ’70s, of course.",CHAIR POWELL.
212,And we know that our job is to achieve 2 percent inflation over time.,CHAIR POWELL.
213,"We’re committed to that, and we will use our tools to do that.",CHAIR POWELL.
214,"So that’s a very different situation than you had back in the 1960s—or many, many differences, actually.",CHAIR POWELL.
215,"So let me talk quickly about the two reasons—two, or you could say three, but really two main reasons why we think inflation will move up in the near term.",CHAIR POWELL.
216,The first is the base effects.,CHAIR POWELL.
217,Twelve-month measures of inflation are likely to move well above 2 percent over the next few months as the very low inflation readings recorded in March and April of last year drop out of the calculation.,CHAIR POWELL.
218,That process has already started to show up.,CHAIR POWELL.
219,"You saw it in the March CPI reading, and you’ll see it later this week in the PCE price data.",CHAIR POWELL.
220,These base effects will contribute about 1 percentage point to headline inflation and about 0.7 percentage point to core inflation in April and May.,CHAIR POWELL.
221,"So, significant increases, and they’ll disappear over the following months.",CHAIR POWELL.
222,And they’ll be transitory.,CHAIR POWELL.
223,They carry no implication for the rate of inflation in later periods.,CHAIR POWELL.
224,So that’s base effects.,CHAIR POWELL.
225,The other big one I would talk about is bottlenecks.,CHAIR POWELL.
226,"So this is what we’re seeing in supply chains in various industries, and we’re, we’re in close touch with all of these industries.",CHAIR POWELL.
227,"You know, the Fed has a network of contacts that is unequaled in businesses and in nonprofits for that matter, too.",CHAIR POWELL.
228,So what do we mean by a bottleneck?,CHAIR POWELL.
229,"A bottleneck really is a temporary blockage or restriction in the supply chain for, for a particular good or goods, something that slows down the process of producing goods and delivering them to the market.",CHAIR POWELL.
230,"We think of bottlenecks as things that, in their nature, will be resolved as workers and businesses adapt, and we think of them as not calling for a change in monetary policy since they’re temporary and It’s much harder to predict with confidence the amount of time it will take to resolve the bottlenecks, or for that matter, the temporary effects that they will have on prices in the meantime.",CHAIR POWELL.
231,"So, you know, I’ll just sum up and say, we understand our job.",CHAIR POWELL.
232,We will do our job.,CHAIR POWELL.
233,"And we are, we are focused—as you’ve seen, for many years, we’ve been focused on inflation deviating below 2 percent, and we used our tools aggressively to keep it back up at 2 percent.",CHAIR POWELL.
234,"If, if we see inflation moving materially above 2 percent in a persistent way that risks inflation expectations drifting up, then we will use our tools to guide inflation and expectations back down to 2 percent.",CHAIR POWELL.
235,No one should doubt that we will do that.,CHAIR POWELL.
236,This is not what we expect.,CHAIR POWELL.
237,"But no one should doubt that, in the event, we would be prepared to use our tools.",CHAIR POWELL.
238,Thank you.,MICHELLE SMITH.
239,James Politi.,MICHELLE SMITH.
240,"Chair Powell, you said a few weeks ago that it would—thank you, Chair Powell.",JAMES POLITI.
241,You said a few weeks ago that it would take a string of months of job creation of about a million to achieve progress towards your goal.,JAMES POLITI.
242,"Can you define what your, what your definition of “a string of months” is more specifically?",JAMES POLITI.
243,"And, on inflation, the FOMC said the rise in inflation we’re beginning to see largely reflects transitory factors, as you just described.",JAMES POLITI.
244,"But why use the word “largely,” and what are the factors driving higher prices that may not be transitory, based on the initial data that you’re seeing?",JAMES POLITI.
245,"So, what is “a string”?",CHAIR POWELL.
246,What do I mean by “a string”?,CHAIR POWELL.
247,"Well, I would say, what we have right now is one really good—I can tell you what it’s not.",CHAIR POWELL.
248,"It’s not one really good employment reading, which is what we got in March.",CHAIR POWELL.
249,We got close to a million jobs in March and a very strong labor market reading.,CHAIR POWELL.
250,"And I was just suggesting that we’d want to see doesn’t account for growth in the labor force and growth in the economy, that trend we were on.",CHAIR POWELL.
251,"So we have—we’re a long way from our, our goals.",CHAIR POWELL.
252,"And we don’t have to get all the way to our goals to taper asset purchases, we just need to make substantial further progress.",CHAIR POWELL.
253,It’s going to take some time.,CHAIR POWELL.
254,"On, on “largely,” there are a bunch of factors.",CHAIR POWELL.
255,I was really thinking—we were thinking of the base effects and also the energy effects.,CHAIR POWELL.
256,I wasn’t meaning to say there are some real effects.,CHAIR POWELL.
257,"I mean, there are always—there are always relative prices going up and down within inflation.",CHAIR POWELL.
258,"You know, there’s a basket for CPI or PCE.",CHAIR POWELL.
259,"There are, you know, many, many, many factors that go into it.",CHAIR POWELL.
260,Relative prices are always moving up and down.,CHAIR POWELL.
261,"This, this—we think it’s, it’s very fair to say that the increases we see and, frankly, are about to see later this week are largely due to base effects.",CHAIR POWELL.
262,"It would have been more contentious to say “entirely due to base effects” because there are some things that are always going up, and so we just said “largely.” MICHELLE SMITH.",CHAIR POWELL.
263,[Inaudible] CATARINA SARAIVA.,CHAIR POWELL.
264,"Hi, Chair Powell.",CHAIR POWELL.
265,Thanks for taking our questions.,CHAIR POWELL.
266,"Over the past decade, the Fed has invested significant resources in large-scale bank supervision—has completely overhauled that approach.",CHAIR POWELL.
267,And it’s even created a special committee that looks horizontally across the largest banks to find common risks.,CHAIR POWELL.
268,Did the Fed not see that multiple banks had large exposures to Archegos?,CHAIR POWELL.
269,"If not, why not?",CHAIR POWELL.
270,"And then, what regulatory changes would you like to see implemented to change that going forward?",CHAIR POWELL.
271,"We’re, we, we supervise banks to make sure that they have risk-management systems in place so that they can spot these things.",CHAIR POWELL.
272,"We don’t manage their companies for them or, or try to manage individual risks.",CHAIR POWELL.
273,In the grand scheme of these large would have really created trouble for any of those institutions.,CHAIR POWELL.
274,"What was troubling, though, was that this could happen in a business for a number of firms that is thought to be—to carry relatively well understood risks.",CHAIR POWELL.
275,"The prime brokerage business is, is a well understood business, and so it was surprising that a number of them would have had this.",CHAIR POWELL.
276,"And it was essentially, I believe, the fact that, that they had the same big risk position on with a number of firms, and they weren’t—some of the firms were not aware that there were other firms that had those things.",CHAIR POWELL.
277,"I, I wouldn’t say it’s in any way an indictment of our supervision of these firms.",CHAIR POWELL.
278,"It, it—in some cases, it may be they were—it seems as though there were risk-management breakdowns at some of the firms, not all of them.",CHAIR POWELL.
279,And that’s what we’re looking into.,CHAIR POWELL.
280,Thank you.,MICHELLE SMITH.
281,Nancy Marshall-Genzer.,MICHELLE SMITH.
282,"Hi, Chair Powell.",NANCY MARSHALL-GENZER.
283,"I—I’m wondering, are you planning to visit the homeless encampment that’s near the Fed in Washington that you drive by?",NANCY MARSHALL-GENZER.
284,"Have you been invited, and if you went, what would you be looking to learn there?",NANCY MARSHALL-GENZER.
285,"You know, frankly, yes.",CHAIR POWELL.
286,"I have not had a chance to do it yet, but I’ve been very busy, but I will visit.",CHAIR POWELL.
287,"I don’t want to visit it at a time of a lot of media attention, because I don’t want that to be part of the story.",CHAIR POWELL.
288,"But I will—I will go visit when, when it’s no longer a, a news story.",CHAIR POWELL.
289,"And I—you know, I—I’ve met with homeless people many times, a number of times, anyway, let’s say.",CHAIR POWELL.
290,"And I, I think it’s always good to talk to people and hear what’s going on in their lives.",CHAIR POWELL.
291,"What you find out is, they’re you.",CHAIR POWELL.
292,They’re just us.,CHAIR POWELL.
293,"I mean, they’re, they’re—these are people who, in many cases, had jobs and, you know, they have lives, and they’ve just, they’ve just found themselves in this place.",CHAIR POWELL.
294,"It’s, it’s a—it’s a difficult problem, something that the Fed has all the tools for or anything like that.",CHAIR POWELL.
295,"But I, I will do that when, when the need arises and when, when it’s not so much, you know, in the public eye.",CHAIR POWELL.
296,And is there anything specifically that you would be looking to learn there?,NANCY MARSHALL-GENZER.
297,Not really.,CHAIR POWELL.
298,"I mean, I, I think I know what I’ll find there.",CHAIR POWELL.
299,"I, I think you, you connect with these people and what you—again, what you find is, they’re like you.",CHAIR POWELL.
300,That could be you.,CHAIR POWELL.
301,"I mean, that could be your sister.",CHAIR POWELL.
302,"That could be, you know, your kid.",CHAIR POWELL.
303,"You, you always feel that way in that sort of an encounter, and, you know, it just is a—it’s a—it’s an important thing to engage in, I think.",CHAIR POWELL.
304,"And I think, you know, we bring that understanding into our lives and, frankly, into our work—the work that we do as well.",CHAIR POWELL.
305,Thank you.,MICHELLE SMITH.
306,Hannah Lang.,MICHELLE SMITH.
307,Hi.,HANNAH LANG.
308,I wanted to ask about digital currency.,HANNAH LANG.
