,Sentences,Speaker
26,"Within this framework, the Committee could vary the pace of purchases as progress is made toward its economic objectives or if its assessment of the efficacy and costs of the program changes.",CHAIRMAN BERNANKE.
27,"At this meeting, the Committee judged that no adjustment was warranted.",CHAIRMAN BERNANKE.
28,"Second, the Committee kept the target for the federal funds rate at 0 to ¼ percent and reaffirmed its expectation that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens.",CHAIRMAN BERNANKE.
29,"In particular, we anticipate that this exceptionally low range for the funds rate will be appropriate at least as long as the unemployment rate remains above 6½ percent, inflation between one and two years ahead is projected to be no more than a half percentage point above the Committee’s longer-run inflation goal of 2 percent, and longer-term inflation I should note, as I have on other occasions, that the economic conditions provided in this forward guidance are thresholds, not triggers.",CHAIRMAN BERNANKE.
30,Crossing one or more of these thresholds will not lead automatically to an increase in rates.,CHAIRMAN BERNANKE.
31,"Rather, the Committee will assess at that time whether the outlook justifies raising its target for the federal funds rate.",CHAIRMAN BERNANKE.
32,"This guidance will help market participants assess how the Federal Reserve’s interest rate policy is likely to respond to economic developments, but its broader purpose is to assure households and businesses that monetary policy will continue to support the recovery even as the pace of economic growth and job creation picks up.",CHAIRMAN BERNANKE.
33,"In their individual projections, 14 of the 19 FOMC participants saw the first increase in the target for the federal funds rate as occurring in 2015 or 2016.",CHAIRMAN BERNANKE.
34,Let me comment briefly on how the two main pieces of our policy accommodation—asset purchases and guidance about future changes in the federal funds rate—fit together.,CHAIRMAN BERNANKE.
35,"The purpose of the asset purchases is to increase the economy’s near-term momentum, with the goal of improving the outlook for the labor market and helping to promote a self-sustaining recovery with price stability.",CHAIRMAN BERNANKE.
36,"The forward rate guidance, in turn, provides information about when the Committee will begin considering the removal of policy accommodation through increases in the target for the federal funds rate.",CHAIRMAN BERNANKE.
37,"Importantly, the Committee expects a considerable interval to pass between the time when the Committee will cease adding accommodation through asset purchases and the time when it will be appropriate to begin removing accommodation by moving the federal funds rate target toward more normal levels.",CHAIRMAN BERNANKE.
38,"As always, in deciding on the appropriate stance of policy, the Committee will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",CHAIRMAN BERNANKE.
39,"In sum, the Committee anticipates moderate economic growth, supported by household improvement in recent months, but the unemployment rate remains elevated.",CHAIRMAN BERNANKE.
40,"Inflation is expected to remain low, and fiscal policy has become somewhat more restrictive.",CHAIRMAN BERNANKE.
41,"In light of its outlook, and following a review of the efficacy and costs of additional asset purchases, the Committee today reaffirmed its asset purchase program and its federal funds guidance.",CHAIRMAN BERNANKE.
42,Thank you very much.,CHAIRMAN BERNANKE.
43,I would be glad to take your questions.,CHAIRMAN BERNANKE.
44,Hi.,YLAN MUI.
45,"Ylan Mui, Washington Post.",YLAN MUI.
46,My question is around QE.,YLAN MUI.
47,"Obviously, we’ve seen some of your colleagues give more-specific criteria, give some color around what they’re looking for before they would consider exiting from QE.",YLAN MUI.
48,Can you give us any additional color on what you’re looking for specifically in terms of substantial improvement in the labor market?,YLAN MUI.
49,And does the fact that there aren’t thresholds associated with QE say anything about the level of disagreement among the Committee members over what that exit should look like?,YLAN MUI.
50,"Well, to take your second question first, the lack of thresholds comes from the complexity of the problem.",CHAIRMAN BERNANKE.
51,"On the one hand, we have benefits, which are associated with improvements in the economy, but there are also costs associated with unconventional policy, such as potential effects on financial stability, which are hard to quantify and which people have different views about.",CHAIRMAN BERNANKE.
52,"So, to this point, we’ve not been able to give quantitative thresholds for the asset purchases in the same way that we have for the federal funds rate target.",CHAIRMAN BERNANKE.
53,We’re going to continue to try to provide information as we go forward.,CHAIRMAN BERNANKE.
54,"In particular, as I mentioned today, as we make progress towards our objective, we may adjust the flow rate of purchases month to month to appropriately calibrate the amount of accommodation we’re providing given the outlook for the labor market.",CHAIRMAN BERNANKE.
55,"In terms of further color, again, given the complexity of the issue, we’ve not given improvement in a range of key labor market indicators, including, obviously, payrolls, unemployment rate, but also others like the hiring rate, claims for unemployment insurance, quit rates, wage rates, and so on.",CHAIRMAN BERNANKE.
56,"We’ll be looking for sustained improvement across a range of indicators, and in a way that’s taking place throughout the economy.",CHAIRMAN BERNANKE.
57,And since we’re looking at the outlook—we’re looking at the prospects rather than the current state of the labor market— we’ll also be looking at things like growth to try to understand whether there’s sufficient momentum in the economy to provide demand for labor going forward.,CHAIRMAN BERNANKE.
58,"So that will allow us to look through, perhaps, some temporary fluctuations associated with short-term shocks or problems.",CHAIRMAN BERNANKE.
59,Robin Harding from the Financial Times.,ROBIN HARDING.
60,"Mr. Chairman, to follow up on that last point, what—you referred to the possibility of varying purchases, the rates of purchases per month.",ROBIN HARDING.
61,"What’s the difference in the conditions that would induce you to do that, as opposed to the substantial improvements in the labor market that would induce you to stop the program altogether?",ROBIN HARDING.
62,Thank you.,ROBIN HARDING.
63,"Well, the problem with having just a single criterion is that it’s all or nothing.",CHAIRMAN BERNANKE.
64,"We maintain full speed ahead until we hit a certain target, and then, you know, we stop.",CHAIRMAN BERNANKE.
65,"That would be, I think, very difficult for the markets to understand, to anticipate.",CHAIRMAN BERNANKE.
66,"We think it makes more sense to have our policy variable, which is the rate of flow of purchases, respond in a more continuous or sensitive way to changes in the outlook.",CHAIRMAN BERNANKE.
67,"So, as we make progress towards our ultimate objective of substantial improvement, we may adjust the rate of flow of purchases accordingly.",CHAIRMAN BERNANKE.
68,"Now, we won’t do that every meeting; we won’t do that frequently.",CHAIRMAN BERNANKE.
69,"But when we see that the condition or the situation has changed in a meaningful consistent with the outlook, and, secondly, to help provide the markets with some sense of progress—how much progress is being made so that it can make better judgments.",CHAIRMAN BERNANKE.
70,"Could you define “progress towards” at all, how you deal with that?",ROBIN HARDING.
71,"Well, you know, as I just described what I mean by “substantial improvement,” it’s a broad-based improvement in a range of indicators as well as improvement in output and labor demand.",CHAIRMAN BERNANKE.
72,"So, as we move—we see partial improvements, see modest improvement, as we see a period in which the labor market is doing better, and we have reason to think it might be stronger, then we might reduce accommodation at that point.",CHAIRMAN BERNANKE.
73,But it works in both directions.,CHAIRMAN BERNANKE.
74,"If, subsequently, the labor market were to weaken, the outlook were to get worse, we could, of course, bring back accommodation back to the previous level.",CHAIRMAN BERNANKE.
75,Steve Liesman from CNBC.,STEVE LIESMAN.
76,"Mr. Chairman, I have to keep coming back to this issue of adjusting the flow rate.",STEVE LIESMAN.
77,Are we near that time right now?,STEVE LIESMAN.
78,And how can the markets calibrate the number to changes in economic improvement?,STEVE LIESMAN.
79,"For example, let’s say, theoretically, we did 236,000 jobs in a month, and the unemployment rate fell by 0.2 percent.",STEVE LIESMAN.
80,Would that be sufficient to begin to adjust the purchases downward?,STEVE LIESMAN.
81,Thank you.,STEVE LIESMAN.
82,"Well, that’s going to be obviously a decision that the Committee has to make, and we will—at each meeting, we’ll look at progress that’s been made since the last meeting, try to assess the outlook, try to determine whether there’s been a sufficient change to warrant a change in our policy stance.",CHAIRMAN BERNANKE.
83,"Internally, we’ll use models and other indicators of the state of the labor market to try to make a good estimate of how much we need to change the rate of flow.",CHAIRMAN BERNANKE.
84,"But, again, the point of this is to let the market see our behavior, to let hope, for the markets to anticipate either a return to higher levels of purchases or the ultimate phasing-out of the program.",CHAIRMAN BERNANKE.
85,Are we near that level now?,STEVE LIESMAN.
86,"That’s an issue for—obviously, there has been improvement, let me say that.",CHAIRMAN BERNANKE.
87,We’ve seen improvement in the last four or five months.,CHAIRMAN BERNANKE.
88,"The last five months, for example, we’ve seen over 200,000 jobs a month in the private sector.",CHAIRMAN BERNANKE.
89,Unemployment rate has come down four-tenths since September.,CHAIRMAN BERNANKE.
90,"Unemployment claims, insurance claims are at the lowest level they’ve been since the crisis, so we are seeing improvement.",CHAIRMAN BERNANKE.
91,I think one thing we would need is to make sure that this is not a temporary improvement.,CHAIRMAN BERNANKE.
92,"So, we’ve seen periods before where we had as many as 300,000 jobs for a couple of months, and then things weakened again.",CHAIRMAN BERNANKE.
93,"So, I think an important criterion would be not just the improvement that we’ve seen, but is it going to be sustained for a number of months?",CHAIRMAN BERNANKE.
94,Pedro da Costa from Reuters.,PEDRO DA COSTA.
95,"Mr. Chairman, I wanted to ask you about Cyprus a little bit, because you guys removed the reference in the statement referring to easing financial conditions, suggesting that you are alert to these new risks that seem to have emerged.",PEDRO DA COSTA.
96,Doesn’t the fact that a country as small as Cyprus can set off such global reverberations suggest that the financial system is perhaps a lot more fragile than the Fed stress test suggests?,PEDRO DA COSTA.
97,"And then, separately, you discounted the estimate of the “too big to fail” subsidy that Elizabeth Warren threw at you during the Senate hearing a couple weeks ago.",PEDRO DA COSTA.
98,"I was wondering, does the Fed have its own estimate of what that subsidy is, and could you tell us what it is, if that’s the case?",PEDRO DA COSTA.
99,"Well, first, on the reverberations, it’s a difficult situation in economy.",CHAIRMAN BERNANKE.
100,"And so, in the financial sense, it’s bigger than it is in a GDP sense.",CHAIRMAN BERNANKE.
101,And it’s a difficult problem because the country faces both fiscal and bank capitalization issues.,CHAIRMAN BERNANKE.
102,And you’ve seen that there’s political stress in terms of trying to figure out how they’re going to meet the demands of the euro group for contributing to their rescue.,CHAIRMAN BERNANKE.
103,"So, there are a lot of uncertainties and difficulties, and there’s questions about how—the way Cyprus is treated, what implications that might have for other countries and the like.",CHAIRMAN BERNANKE.
104,"So, it does have some consequence.",CHAIRMAN BERNANKE.
105,"But, having said that, you know, the vote failed and the markets are up today, and I don’t think that the impact has been enormous.",CHAIRMAN BERNANKE.
106,"I mean, I think it’s something we’re paying attention to.",CHAIRMAN BERNANKE.
107,We hope that the Europeans will come up with an efficient and equitable solution.,CHAIRMAN BERNANKE.
108,"We are monitoring very carefully, but, at this point, we’re not seeing a major risk to the U.S. financial system or the U.S. economy.",CHAIRMAN BERNANKE.
109,"On the benefits of being too big to fail, no, we don’t have an estimate.",CHAIRMAN BERNANKE.
110,It’s pretty difficult to control for all the factors that go into determining the size of the subsidy.,CHAIRMAN BERNANKE.
111,"I think there is some evidence that financial markets are, at least to some extent, taking into account the possibility that large financial institutions will fail.",CHAIRMAN BERNANKE.
112,"You see, for example, spreads in the credit default swaps that indicate some probability of failure.",CHAIRMAN BERNANKE.
113,"You see some discrimination among different institutions according to the bond market—interest rates that they get charged, and so on.",CHAIRMAN BERNANKE.
114,So there is some evidence of market discrimination.,CHAIRMAN BERNANKE.
115,"That being said, I certainly never meant to say to Senator Warren—and I share her concern about too-big-to-fail, I think it’s a major issue—I never meant to imply that the problem was solved and gone.",CHAIRMAN BERNANKE.
116,"It is not solved and gone; it’s still here, but there’s a lot of work in train.",CHAIRMAN BERNANKE.
117,We’re putting in the Basel capital standards.,CHAIRMAN BERNANKE.
118,"We’re putting in the orderly liquidation authority progress against too-big-to-fail, because I agree with her 100 percent that it’s a real problem and needs to be addressed if at all possible.",CHAIRMAN BERNANKE.
119,Jon Hilsenrath from the Wall Street Journal.,JON HILSENRATH.
120,"Mr. Chairman, I’d like to change the subject a little.",JON HILSENRATH.
121,Your predecessor served as Fed Chairman for 19 years.,JON HILSENRATH.
122,"By contrast, the European Central Bank and the Bank of England have 8-year term limits on—for their top people.",JON HILSENRATH.
123,I wanted to ask you two questions related to that.,JON HILSENRATH.
124,"First, as a matter of governance, do you think 8 years is the right amount of time for a central bank leader to serve, or should it be less or more, or undefined?",JON HILSENRATH.
125,"And, more specifically, as it regards to you, your term is 10 years from completion.",JON HILSENRATH.
126,How are you thinking about what you will be doing next year after your term is completed?,JON HILSENRATH.
127,"Well, on the latter question, I don’t have anything for you.",CHAIRMAN BERNANKE.
128,I’ll certainly be informing the Wall Street Journal and other publications if I come to some decision or some developments in that front.,CHAIRMAN BERNANKE.
129,"In terms of term limits, I don’t have a strong view on that.",CHAIRMAN BERNANKE.
130,Different countries use different approaches.,CHAIRMAN BERNANKE.
131,"Of course, the President always has the option to reappoint or not reappoint Fed Chairmen, and the Senate always has the option of confirming or not confirming.",CHAIRMAN BERNANKE.
132,"So, in that respect, term limits are redundant.",CHAIRMAN BERNANKE.
133,"And, indeed, if you had term limits on the Fed Chairman, that would be, I think, the only office in the federal government besides President and Vice President that would have that restriction.",CHAIRMAN BERNANKE.
134,"But that being said, again, I don’t view this as a major issue, nor have I seen it actively discussed in, I think, in the Hill.",CHAIRMAN BERNANKE.
135,Perhaps I missed it.,CHAIRMAN BERNANKE.
136,But I don’t have a strong view about that.,CHAIRMAN BERNANKE.
137,"My 10-year term, of course, is not as Chairman.",CHAIRMAN BERNANKE.
138,"My 10-year remaining term is as a Governor, so BINYAMIN APPELBAUM.",CHAIRMAN BERNANKE.
139,"Binya Appelbaum, the New York Times.",CHAIRMAN BERNANKE.
140,I want to go back to asset purchases.,CHAIRMAN BERNANKE.
141,"You’ve spoken a lot about the power of forward guidance, the power of clear communication.",CHAIRMAN BERNANKE.
142,"I understand that it’s a complicated issue, but why would you leave on the table the additional power of saying to markets, “We’re going to keep doing this for a while”?",CHAIRMAN BERNANKE.
143,"And, separately, there’s been a lot of conversation about the risks associated with quantitative easing.",CHAIRMAN BERNANKE.
144,"I wonder if you could tell us, when is the last time you spoke with someone who is unemployed?",CHAIRMAN BERNANKE.
145,Pretty recently.,CHAIRMAN BERNANKE.
146,I have a relative that is unemployed.,CHAIRMAN BERNANKE.
147,But I come from a small town in South Carolina that has taken a big hit from the recession.,CHAIRMAN BERNANKE.
148,"Last time I was there, the unemployment rate was about 15 percent.",CHAIRMAN BERNANKE.
149,I think it’s better now.,CHAIRMAN BERNANKE.
150,The home that I was raised in had just been foreclosed upon when I was visiting there.,CHAIRMAN BERNANKE.
151,"I have great concern about the unemployed both for their own sake, but also because the loss of skills, the loss of labor force attachment is bad for our whole economy.",CHAIRMAN BERNANKE.
152,It reduces tax revenues.,CHAIRMAN BERNANKE.
153,It reduces productivity.,CHAIRMAN BERNANKE.
154,"So I think it’s very, very important that we act to address unemployment, and I think the Federal Reserve—I think most people would agree—the Federal Reserve has been fairly active in that regard.",CHAIRMAN BERNANKE.
155,"In terms of costs, there are a number of different costs, and I mentioned some of them in my remarks.",CHAIRMAN BERNANKE.
156,I think one that has recently been discussed—Governor Stein brought it up in a speech—is the issue of financial stability.,CHAIRMAN BERNANKE.
157,"Clearly, financial instability, if it were allowed to be sufficiently serious, would be a threat to employment, a threat to jobs, and a threat to production.",CHAIRMAN BERNANKE.
158,"So, obviously, given the experience of the past few years, we want to be sure that we’re not unnecessarily encouraging excessive risk-taking or other problems in the financial markets.",CHAIRMAN BERNANKE.
159,"We do address that through a number of means, including monitoring the financial system, number of my colleagues are worried about, and it’s one of the things we talked about in our discussion of the costs and risks of balance sheet policies.",CHAIRMAN BERNANKE.
160,Then why would you leave forward guidance on the table?,BINYAMIN APPELBAUM.
161,I don’t know what you mean by “on the table.”   BINYAMIN APPELBAUM.,CHAIRMAN BERNANKE.
162,Why not use it as a tool to increase the power of asset purchases?,CHAIRMAN BERNANKE.
163,"Well, again, I don’t—we’ve not been able to come to an agreement about what guidance we should give.",CHAIRMAN BERNANKE.
164,"And part of the concern is—is that as we go forward, we—you know, we’ll have to factor in the efficacy, which is another issue.",CHAIRMAN BERNANKE.
165,"I mean, there’s a wide range of views about how effective asset purchases are in terms of moving the economy.",CHAIRMAN BERNANKE.
166,"So, as we move forward in time, we’ll be learning about how effective the policy is, and what costs and risks there may be associated with it.",CHAIRMAN BERNANKE.
167,"And, as we do that, perhaps we will be able to give more-explicit guidance.",CHAIRMAN BERNANKE.
168,And I agree with you 100 percent that that would be more effective if we could give numerical guidance.,CHAIRMAN BERNANKE.
169,"But, you know, I think the Federal Reserve has come a long way.",CHAIRMAN BERNANKE.
170,"You know, in 1994, we didn’t even tell people when we changed the federal funds rate.",CHAIRMAN BERNANKE.
171,"Now, we’re telling you when—you know, what the state of the economy is going to be when we raise the federal funds rate.",CHAIRMAN BERNANKE.
172,"So, we are making progress in terms of forward guidance.",CHAIRMAN BERNANKE.
173,"Chairman, Donna Borak with American Banker.",DONNA BORAK.
174,"There have been a number of policies that have been floated in the last few months regarding of strengthening U.S. banks, one being increased—perhaps making adjustments to the Basel III’s leverage ratio, requiring banks to hold long-term unsecured debt in the event of a resolution, and then, also, whether or not the Fed should be pursuing them along with supervisors?",DONNA BORAK.
175,"And, secondly, in the context of this question of too-big-to-fail, I mean, do you think these policies would actually help to finally convince the market and the public that too-big-to-fail doesn’t exist?",DONNA BORAK.
176,"Well, I think capital is an important element in addressing too-big-to-fail.",CHAIRMAN BERNANKE.
177,"One of the things that will be proposed, and is not in effect yet, will be surcharges on the largest banks—that is, the largest financial institutions will have to hold more capital as a percent of their risk-weighted assets than smaller banks do.",CHAIRMAN BERNANKE.
178,"That will increase their cost of funding and, to some extent, will both equalize their cost of funding with other banks and make them safer so that the risk of their failure is limited.",CHAIRMAN BERNANKE.
179,So I think that’s an important step.,CHAIRMAN BERNANKE.
180,"And there are many other restrictions in both Dodd–Frank and Basel, including liquidity restrictions and so on, that apply most strictly to the largest institutions.",CHAIRMAN BERNANKE.
181,"In terms of the financing, it is true, I think, that excessive reliance on short-term uninsured funding does present some risks.",CHAIRMAN BERNANKE.
182,And there are different ways to address that.,CHAIRMAN BERNANKE.
183,But one way to address it is through liquidity regulation.,CHAIRMAN BERNANKE.
184,"And both in our 165–166 rule and now through Basel III, we will be putting forward restrictions on the kinds of financing, the limits on how much illiquidity and liquidity risk firms can take.",CHAIRMAN BERNANKE.
185,"Again, I don’t think too-big-to-fail is solved now.",CHAIRMAN BERNANKE.
186,"We’re doing a number of things, which I think will help.",CHAIRMAN BERNANKE.
187,"We need to keep assessing that, and we’ll be able to tell by looking at market indicators, by doing our own stress tests and the like.",CHAIRMAN BERNANKE.
188,"And if we don’t, you know, if we don’t achieve the goal, I think we’ll have to do additional steps.",CHAIRMAN BERNANKE.
189,It is important.,CHAIRMAN BERNANKE.
190,"I mean, it’s not something we can just forget about.",CHAIRMAN BERNANKE.
191,"It may take some time, but too-big-to-fail was a major part of the source of the crisis.",CHAIRMAN BERNANKE.
192,And we will not have successfully responded to the crisis if we don’t JEFF KEARNS.,CHAIRMAN BERNANKE.
193,"Thank you, Mr. Chairman.",CHAIRMAN BERNANKE.
194,Jeff Kearns from Bloomberg.,CHAIRMAN BERNANKE.
195,"Looking at the level for credit scores for new home loans rising into the 700s—is that something you would consider to be a successful transmission of monetary policy, and the—especially given how well the Fed says that banks are capitalized?",CHAIRMAN BERNANKE.
196,"Well, the tightening of credit in mortgage markets—I mean, our sense is that it’s gone too far.",CHAIRMAN BERNANKE.
197,"I mean, some tightening was obviously needed.",CHAIRMAN BERNANKE.
198,There were people who bought houses prior to the crisis who really couldn’t sustain a mortgage.,CHAIRMAN BERNANKE.
199,"So, terms and conditions have been tightened up, and we’re now seeing much higher credit quality requirements on potential borrowers.",CHAIRMAN BERNANKE.
200,"We are concerned that a variety of factors, such as concerns about putbacks the banks may have, uncertainties about regulation—which we’re working on to get done as quickly as possible—may have tightened the mortgage credit box more than would be desirable in a long-run healthy economy.",CHAIRMAN BERNANKE.
201,That does have some effect on monetary policy.,CHAIRMAN BERNANKE.
202,"One of the most powerful tools we have is bringing down mortgage rates and stimulating homebuying, construction, and related industries.",CHAIRMAN BERNANKE.
203,So that is an issue that we take into account.,CHAIRMAN BERNANKE.
204,"I would say one thing, which is that as the housing industry has strengthened and home prices have gone up, that has actually brought some people into the credit box in the sense that the number of people, for example, who are underwater on their mortgages is declining as house prices go up.",CHAIRMAN BERNANKE.
205,"So, as people have bigger down payments, bigger equity in their homes, they become more creditworthy.",CHAIRMAN BERNANKE.
206,"So, to some extent, not—I don’t want to overstate it—but to some extent, monetary policy—by strengthening the housing market, helping support house prices—is bringing more people into the mortgage market.",CHAIRMAN BERNANKE.
207,"Peter Barnes of Fox Business, sir.",PETER BARNES.
208,"The stock market has been hitting from you, if I still have time to get in.",PETER BARNES.
209,"But seriously, how do you feel about that?",PETER BARNES.
210,Is it good?,PETER BARNES.
211,Is it bad?,PETER BARNES.
212,Mission accomplished?,PETER BARNES.
213,And are you worried about bubbles?,PETER BARNES.
214,We’re still at 7.7 percent unemployment.,PETER BARNES.
215,"I mean, is the—what do you think?",PETER BARNES.
216,That’s right.,CHAIRMAN BERNANKE.
217,We’re not targeting asset prices.,CHAIRMAN BERNANKE.
218,We’re not measuring success in terms of the stock market.,CHAIRMAN BERNANKE.
219,"We’re measuring success in terms of our mandate, which is employment and price stability, and that’s what we’re trying to achieve.",CHAIRMAN BERNANKE.
220,"We do monitor the entire financial system, not just the parts that we supervise or regulate.",CHAIRMAN BERNANKE.
221,It includes the stock market and other asset markets.,CHAIRMAN BERNANKE.
222,We use a variety of metrics.,CHAIRMAN BERNANKE.
223,"And I don’t want to, now, be pulled into going through every individual financial market and assessing it.",CHAIRMAN BERNANKE.
224,"But, in the stock market, you know, we don’t see at this point anything that’s out of line with historical patterns.",CHAIRMAN BERNANKE.
225,"In particular, you should remember, of course, that while the Dow may be hitting a high, it’s in nominal terms, it’s not in real terms.",CHAIRMAN BERNANKE.
226,"And if you adjust for inflation and for the growth of the economy, you know, we’re still some distance from the high.",CHAIRMAN BERNANKE.
227,"I don’t think it’s all that surprising that the stock market would rise, given that there has been increased optimism about the economy and the share of income going to profits has been very high.",CHAIRMAN BERNANKE.
228,"Profit increases have been substantial, and the relationship between stock prices and earnings is not particularly unusual at this point.",CHAIRMAN BERNANKE.
229,Thank you.,MARCY GORDON.
230,Marcy Gordon with the Associated Press.,MARCY GORDON.
231,"Mr. Chairman, the statement mentions that fiscal policy has become more restrictive.",MARCY GORDON.
232,How much of a drag on growth do you see from the Social Security tax increase and the across-the-board spending cuts that went into effect on March 1?,MARCY GORDON.
233,And is it possible that the Fed might see a need CHAIRMAN BERNANKE.,MARCY GORDON.
234,"Well, our analysis is fairly comparable to analysis that the Congressional Budget Office has presented to the Congress.",MARCY GORDON.
235,"And they estimate that putting together all the fiscal measures, including the fiscal cliff deal, the sequester, and other cuts, that federal fiscal restraint in 2013 is cutting something like 1½ percentage points off of growth, which, of course, is very significant.",MARCY GORDON.
236,"So, that is an issue for us.",MARCY GORDON.
237,"We—you know, we take as given what the fiscal authorities are doing.",MARCY GORDON.
238,The economy is weaker.,MARCY GORDON.
239,Job creation is slower than it would be otherwise.,MARCY GORDON.
240,"And so, that is one of the reasons that our policy has been as aggressive as it is.",MARCY GORDON.
241,"That being said, as I’ve said many times, monetary policy cannot offset a fiscal restraint of that magnitude, and so the final outcome will be worse—or, in terms of jobs—than would have been the case with less fiscal restraint.",MARCY GORDON.
242,I want to emphasize that I do believe that long-term fiscal stability is extremely important.,MARCY GORDON.
243,"And I urge Congress and the Administration, as I always do, when I go to testify to do whatever is necessary to put us on a sustainable fiscal path going forward.",MARCY GORDON.
244,"But, in doing so, I think it’s a good idea to pay attention to the impact in the near term on what is still not a completely satisfactory recovery.",MARCY GORDON.
245,"Mr. Chairman, good afternoon.",STEVE BECKNER.
246,"You earlier stressed that you want to see improvement in the labor market sustained, and that to make that determination, you have to have adequate economic growth, and yet the projections in the revised Summary of Economic Projections has kind of a—it seems like an Okun’s law dilemma there.",STEVE BECKNER.
247,"You—they have reduced the projected rate of unemployment, but, at the same time, lowered the growth forecast.",STEVE BECKNER.
248,So how do you square those two?,STEVE BECKNER.
249,How do you get sustained improvement in the labor market if the economy is going to slow down?,STEVE BECKNER.
250,"Well, if in fact that happens, it’s an issue, obviously.",CHAIRMAN BERNANKE.
251,"growth during this recovery, and there’ve been periods, at least, where unemployment has fallen relatively quickly even though growth has been more limited.",CHAIRMAN BERNANKE.
252,So we’re just going to have to monitor developments in the economy and see what happens.,CHAIRMAN BERNANKE.
253,You’re right that we’re not forecasting extraordinarily strong growth.,CHAIRMAN BERNANKE.
254,"But it is also true, as you—I think, you noted, that our projections for unemployment in the fourth quarter are noticeably lower than they were in September when we first announced this asset purchase program.",CHAIRMAN BERNANKE.
255,"So there has been some improvement in the outlook, as measured by that metric.",CHAIRMAN BERNANKE.
256,But you’re right.,CHAIRMAN BERNANKE.
