,Sentences,Speaker
38,"Finally, FOMC participants project inflation to be very low this year, largely reflecting lower energy and non-energy import prices.",CHAIR YELLEN.
39,"As the transitory factors holding down inflation abate and labor market conditions continue to firm, the median inflation projection rises from just 0.4 percent this year to 1.7 percent next year and reaches 2 percent in 2018.",CHAIR YELLEN.
40,The path of the median inflation projections is a bit lower than in June.,CHAIR YELLEN.
41,"The outlook abroad appears to have become more uncertain of late, and heightened concerns about growth in China and other emerging market economies have led to notable volatility in financial markets.",CHAIR YELLEN.
42,"Developments since our July meeting—including the drop in equity prices, the further appreciation of the dollar, and a widening in risk spreads—have tightened overall financial conditions to some extent.",CHAIR YELLEN.
43,These developments may restrain U.S. economic activity somewhat and are likely to put further downward pressure on inflation in the near term.,CHAIR YELLEN.
44,"Given the significant economic and financial interconnections between the United States and the rest of the world, the situation abroad bears close watching.",CHAIR YELLEN.
45,"Returning to monetary policy, we recognize that there has been a great deal of focus on today’s policy decision.",CHAIR YELLEN.
46,The recovery from the Great Recession has advanced sufficiently far and domestic spending appears sufficiently robust that an argument can be made for a rise in interest rates at this time.,CHAIR YELLEN.
47,We discussed this possibility at our meeting.,CHAIR YELLEN.
48,"However, in light of the heightened uncertainties abroad and a slightly softer expected path for inflation, the Committee judged it appropriate to wait for more evidence, including some further improvement in the labor market, to bolster its confidence that inflation will rise to 2 percent in the medium term.",CHAIR YELLEN.
49,"Now, I do not want to overplay the implications of these recent developments, which have not fundamentally altered our outlook.",CHAIR YELLEN.
50,"The economy has been performing well, and we expect it to continue to do so.",CHAIR YELLEN.
51,"As I noted earlier, it remains the case that the timing of the initial increase in the federal funds rate will depend on the Committee’s assessment of the implications of incoming information for the economic outlook.",CHAIR YELLEN.
52,"To be clear, our decision will not hinge on any particular data release or on day-to-day movements in financial markets.",CHAIR YELLEN.
53,"Instead, the decision will depend on a wide range of economic and financial indicators and our assessment of their cumulative implications for actual and expected progress toward our objectives.",CHAIR YELLEN.
54,Let me again emphasize that the specific timing of the initial increase in the target range for the federal funds rate is far less important for the economy than the entire expected path of interest rates.,CHAIR YELLEN.
55,"And once we begin to remove policy accommodation, we continue to expect that economic conditions will evolve in a manner that will warrant only gradual increases in the target federal funds rate.",CHAIR YELLEN.
56,"Compared with the projections made in June, many FOMC participants lowered somewhat their paths for the federal funds rate, including estimates of the longer-run normal level.",CHAIR YELLEN.
57,"Most participants continue to expect that economic conditions will make it appropriate to raise the target range for the federal funds rate later this year, although four participants now expect that such conditions will not be seen until next year or later.",CHAIR YELLEN.
58,"The median projection for the federal funds rate rises to about 1½ percent in late 2016, 2½ percent in late 2017, and 3½ percent in 2018.",CHAIR YELLEN.
59,"In 2016 and 2017, the medians are about ¼ percentage point below those projected in June.",CHAIR YELLEN.
60,The median projected rate in 2017 remains below the rate that most participants expect to prevail in the longer run despite the fact that the median projection has the unemployment rate slightly below its longer-run normal level and inflation close to our 2 percent objective.,CHAIR YELLEN.
61,Participants provided a number of explanations for their low federal funds rate projections.,CHAIR YELLEN.
62,"These included, in particular, the residual effects of the financial crisis, which are likely to continue to constrain spending for some time, as well as headwinds from abroad.",CHAIR YELLEN.
63,"But the restraining influence of these factors on real activity—as the restraining influence of these factors on real activity dissipates further, most participants expect the federal funds rate to move to its longer-run normal level by the end of 2018.",CHAIR YELLEN.
64,"I’d like to underscore that the forecasts of the appropriate path of the federal funds rate, as usual, are conditional on participants’ individual projections of the most likely outcomes for economic growth, employment, inflation, and other factors.",CHAIR YELLEN.
65,"But our actual policy actions over time will depend on how economic conditions evolve, which is quite uncertain.",CHAIR YELLEN.
66,"If the expansion proves to be more vigorous than currently anticipated and inflation moves higher than expected, then the appropriate path would likely follow a steeper and higher trajectory.",CHAIR YELLEN.
67,"Conversely, if conditions were to prove weaker, then the appropriate trajectory would be lower and less steep.",CHAIR YELLEN.
68,"Finally, the Committee will continue its policy of reinvesting proceeds from maturing Treasury securities and principal payments from agency debt and mortgage-backed securities.",CHAIR YELLEN.
69,The Committee’s sizable holdings of longer-term securities should help maintain accommodative financial conditions and promote further progress toward our objectives.,CHAIR YELLEN.
70,Thank you.,CHAIR YELLEN.
71,Let me stop there.,CHAIR YELLEN.
72,I’ll be happy to take your questions.,CHAIR YELLEN.
73,"Steve Liesman, CNBC.",STEVE LIESMAN.
74,"Madam Chair, this notion of uncertainty in economic and global developments—is it fair to say that it could be many months before those global developments work their way through the U.S. economic data, and that you would not have the certainty that you’re looking for to raise interest rates for many months and perhaps well into next year?",STEVE LIESMAN.
75,"Well, Steve, I think you can see from the SEP projections that most participants continued to think that economic conditions will call for or make appropriate an increase in the federal funds rate by the end of this year.",CHAIR YELLEN.
76,"Four participants moved their projections into 2016 or later, but the great majority of participants continued to hold that view.",CHAIR YELLEN.
77,"And, of course, there will always be uncertainty.",CHAIR YELLEN.
78,We can’t expect that uncertainty to be fully resolved.,CHAIR YELLEN.
79,"But, in light of the developments that we have seen and the impacts on financial markets, we want to take a little bit more time to evaluate the likely impacts on the United States.",CHAIR YELLEN.
80,"And, as I mentioned, the inflation outlook has softened slightly.",CHAIR YELLEN.
81,"We’ve had some further developments—namely, lower oil prices and a further appreciation of the dollar—that have put some downward pressure in the near term on inflation.",CHAIR YELLEN.
82,"Now, we fully expect those further effects, like the earlier moves in the dollar and in oil prices, to be transitory.",CHAIR YELLEN.
83,"But there is a little bit of downward pressure on inflation, and we would like to see some further developments.",CHAIR YELLEN.
84,"And this, importantly, could include—is likely to include—further improvements in the labor market that would bolster our confidence that inflation will move back to 2 percent over the medium term.",CHAIR YELLEN.
85,Sam Fleming from the Financial Times.,SAM FLEMING.
86,"Could I ask about the next meeting, which is in October?",SAM FLEMING.
87,Do you view that as a live meeting even though there isn’t going to be a scheduled press conference at that time?,SAM FLEMING.
88,And what kind of developments would you need to see to be confident in moving in the near term?,SAM FLEMING.
89,"Is it more important, the developments in the financial markets, or is it more to do with the upcoming data?",SAM FLEMING.
90,Thanks very much.,SAM FLEMING.
91,"So, as I’ve said before, every meeting is a live meeting where the Committee can make a decision to move to change our target for the federal funds rate.",CHAIR YELLEN.
92,That certainly includes October.,CHAIR YELLEN.
93,"As you know, and I’ve stressed previously, were we to decide to do that, we would call a press briefing, and you’ve participated in an exercise to make sure that you would know how to participate in that press briefing should it happen.",CHAIR YELLEN.
94,"So, yes, October remains a possibility.",CHAIR YELLEN.
95,"And we will be looking at incoming developments, both financial and economic, to try to make sure we feel, really, that the U.S. economy is doing well.",CHAIR YELLEN.
96,"You know, I want to emphasize, domestic developments have been strong.",CHAIR YELLEN.
97,"We see domestic demand growing at a solid pace, the labor market continuing to improve.",CHAIR YELLEN.
98,"Of course, we will watch incoming data to confirm our expectation that that will continue.",CHAIR YELLEN.
99,"And we, of course, will watch global financial and economic developments.",CHAIR YELLEN.
100,"I can’t give you a recipe for exactly what we’re looking to see, but, as we say, we want to see continued improvement in the labor market, and we would like to bolster our confidence that inflation will move back to 2 percent.",CHAIR YELLEN.
101,"And, of course, a further improvement in the labor market does serve that purpose.",CHAIR YELLEN.
102,"There could be other things we would see that could bolster that confidence, but further improvement in the labor market will serve to do that.",CHAIR YELLEN.
103,Hi.,JIM PUZZANGHERA.
104,Jim Puzzanghera from the L.A. Times.,JIM PUZZANGHERA.
105,There were a group of protesters out here before your meeting.,JIM PUZZANGHERA.
106,There was a similar group at Jackson Hole.,JIM PUZZANGHERA.
107,"They and others have warned the Fed not to raise the rate because—out of concern that the labor market is not fully healed, wages haven’t risen fast enough.",JIM PUZZANGHERA.
108,"What impact, if any, has that had on you and your colleagues in your decision today?",JIM PUZZANGHERA.
109,"So, we have been receiving advice from a large number of economists and interested groups, and that’s of course appropriate, and we value hearing the opinions of many—you know, many different groups and individuals with different perspectives.",CHAIR YELLEN.
110,"But, look, at the end of the day, it’s the Committee’s job to come together to analyze the data that we have on the economy, to decide how it affects the outlook, and to try to deliberate and arrive at a Committee judgment about the appropriate path of policy, and that’s what we did today.",CHAIR YELLEN.
111,"As I said, although we are close to many participant’s [estimates] and the median estimate of the longer-run normal rate of unemployment, at least my own judgment—and this has been true for a long time—is that there are additional margins of slack, particularly relating to very high levels of part-time involuntary employment and labor force participation, that suggest that, at least to some extent, the standard unemployment rate understates the degree of slack in the labor market.",CHAIR YELLEN.
112,But we are getting closer.,CHAIR YELLEN.
113,The labor market has improved.,CHAIR YELLEN.
114,"And, as I’ve said in the past, we don’t want to wait until we’ve fully met both of our objectives to begin the process of tightening policy given the lags in the operation of monetary policy.",CHAIR YELLEN.
115,Thank you.,KATE DAVIDSON.
116,Kate Davidson from the Wall Street Journal.,KATE DAVIDSON.
117,"Madam Chair, do you think, over the past two months since your last meeting, that you’ve gotten closer to or further away from the Fed’s inflation goals?",KATE DAVIDSON.
118,"And then, separately, you’ve received a congressional subpoena relating to the disclosure of information from the Fed’s September 2012 policy meeting.",KATE DAVIDSON.
119,Are you any closer to complying with that?,KATE DAVIDSON.
120,Have you turned over any new information to Congress?,KATE DAVIDSON.
121,"So, your first question was, have we come closer or moved further away from our inflation goal.",CHAIR YELLEN.
122,"So we’ve used the same language, which is that we expect to achieve our 2 present goal over the medium term, and I would say, although we—as we say in our statement, recent developments seem likely to put some downward pressure.",CHAIR YELLEN.
123,"We’re, after all, way below our inflation target.",CHAIR YELLEN.
124,But an important reason for that is that declines in import prices reflecting the appreciation of the dollar and declines in energy prices are holding down inflation well below our target and well below core inflation.,CHAIR YELLEN.
125,"We expect those effects to be transitory, and with well-anchored inflation expectations, we expect inflation to move back to 2 percent.",CHAIR YELLEN.
126,"Now, in the intermeeting period, we have seen some further appreciation of the dollar and some further downward pressure on energy prices, and that creates a bit of further drag on inflation that I would view as transitory—is very likely to be transitory.",CHAIR YELLEN.
127,"So I continue and the Committee continues to expect that inflation will move back to 2 percent, so this should be a small thing.",CHAIR YELLEN.
128,"And, in the meantime, the labor market has continued to improve, so a tighter labor market, a labor market moving toward full employment, is one that historically has generated upward pressure on inflation.",CHAIR YELLEN.
129,So that bolsters my confidence in inflation.,CHAIR YELLEN.
130,"On the other hand, we’ve had a long period in which inflation has been running below our objective.",CHAIR YELLEN.
131,"I consider it, and the Committee does, very important that we—we achieve our inflation objective and defend against inflation that is persistently above our inflation objective and also persistently below our inflation objective.",CHAIR YELLEN.
132,"And we want to have not only an expectation, but a good degree of confidence that that will occur.",CHAIR YELLEN.
133,"We did take note in the statement of a decline in inflation compensation, and it’s hard to get a direct read on inflation expectations out of these measures.",CHAIR YELLEN.
134,"They can be pushed down by factors pertaining to liquidity in the Treasury—in the TIPs market and other issues pertaining to risk premia, but we have taken note of that, and I would say that that’s something that has caught our attention and is a factor that we’re watching.",CHAIR YELLEN.
135,"So we’d like to have a little bit more confidence, but I would not interpret developments during the intermeeting period as significantly undermining confidence.",CHAIR YELLEN.
136,"And the labor market is really important that as it continues to improve—it has, and we want to see it improve further—that serves to bolster confidence.",CHAIR YELLEN.
137,"Oh, I’m sorry, you asked about the September 2012 leak.",CHAIR YELLEN.
138,We are working very closely with House Financial Services Committee that’s requested information to satisfy their request.,CHAIR YELLEN.
139,We’re working very closely with them.,CHAIR YELLEN.
140,"Binya Appelbaum, the New York Times.",BINYAMIN APPELBAUM.
141,The economic projections that you all released today show that Committee members expect roughly a three-year period in which the unemployment rate will be at its lowest sustainable level and yet inflation will not rise above 2 percent.,BINYAMIN APPELBAUM.
142,That seems extraordinary.,BINYAMIN APPELBAUM.
143,"Could you talk about why, as a moment ago you said we would expect inflationary pressures when unemployment is at a low level?",BINYAMIN APPELBAUM.
144,"Why is inflation going to be so weak for so long under those circumstances, and does it indicate—when you are projecting that basically much of a decade will have passed without the Fed reaching its inflation target—does it indicate that you have failed to do enough to revive this economy in recent years?",BINYAMIN APPELBAUM.
145,"Well, we have been very focused, Binya, on doing everything we can to revive this economy and to achieve our maximum employment objective.",CHAIR YELLEN.
146,"And after we took the funds rate down to zero, as you know, we put in place a number of other extraordinary measures—including forward guidance and large-scale asset purchases—in order to speed the recovery and attain both our inflation objective and our maximum employment objective.",CHAIR YELLEN.
147,"And, I mean, when you look at the projection, you see, as you mentioned, that we see sufficient growth to push the unemployment rate.",CHAIR YELLEN.
148,It’s already very close to participants’ estimates of its longer-run normal level.,CHAIR YELLEN.
149,"We expect the unemployment rate to fall slightly—or, at least, participants project that it will fall slightly below that level.",CHAIR YELLEN.
150,"As that occurs, we would expect labor force participation, the cyclical component of that, to diminish over time, and we would hope to see some decline in the portion of slack that’s reflected in high levels of part-time involuntary employment.",CHAIR YELLEN.
151,"Now, inflation is going back in our projection to 2 percent.",CHAIR YELLEN.
152,It takes to 2018 to get there.,CHAIR YELLEN.
153,"It’s awfully close in 2017, and it’s not terribly far away even next year.",CHAIR YELLEN.
154,"We have very large drags from import prices and energy prices, and over the next year or so, those things should dissipate.",CHAIR YELLEN.
155,"And the behavior of inflation should mainly—if we—if our understanding of the inflationary process is correct and if inflation expectations are well anchored at 2, which I believe they are, as the labor market heals and as that healing progresses, we will see further upward pressure on inflation.",CHAIR YELLEN.
156,That’s what we expect.,CHAIR YELLEN.
157,"Now, it’s a slow process, it’s characterized by lags, and that’s why it takes a few years as the inflation—as the unemployment rate falls and even overshoots its longer-run normal level, it just takes some time for inflation to get back to 2 percent.",CHAIR YELLEN.
158,But the overshooting helps it get back faster than it otherwise would.,CHAIR YELLEN.
159,"And it’s certainly important for us, and I think our credibility hinges on defending our inflation target not only from threats that it rises above, but also that we not have—that over the medium term, that we want to see inflation get back to 2 percent.",CHAIR YELLEN.
160,And we believe the policies we’re following are designed to accomplish that and will do so.,CHAIR YELLEN.
161,"Hi, thanks.",YLAN MUI.
162,Ylan from the Washington Post.,YLAN MUI.
163,I want to kind of piggyback on Binya’s question a little bit and bring up the old thresholds of 6.5 percent unemployment and 2.5 percent inflation as the period during which the Fed promised to keep interest rates low.,YLAN MUI.
164,That had sort of assumed—I guess sort of suggested that the Fed was comfortable with inflation rising above 2 percent.,YLAN MUI.
165,But you just said moments ago that you don’t want to wait until inflation actually hits your target before you are ready to lift off.,YLAN MUI.
166,So I wonder if you could explain that a little bit.,YLAN MUI.
167,Is there a shift in how much inflation the Fed is actually willing to accept?,YLAN MUI.
168,So let me be clear—2 percent is our objective.,CHAIR YELLEN.
169,We want to see inflation go back to 2 percent; 2 percent is not a ceiling on inflation.,CHAIR YELLEN.
170,So we’re not trying to push the inflation rate above 2.,CHAIR YELLEN.
171,"It’s always our objective to get back to 2, but 2 percent is not a ceiling.",CHAIR YELLEN.
172,"And if it were a ceiling, you would have to be conducting a policy that, on average, would hold the inflation rate below 2 percent.",CHAIR YELLEN.
173,That is not our policy.,CHAIR YELLEN.
174,We want to see the inflation rate get back to 2 percent as rapidly as we can.,CHAIR YELLEN.
175,But there are lags in the impact of monetary policy on the economy.,CHAIR YELLEN.
176,"And if we waited until inflation is back to 2—and that would probably mean that unemployment had declined well below our estimates of the natural rate—and only then did we start to—begin to—and, you know, the word “tighten” monetary policy I don’t think is really right because we have an immensely accommodative monetary policy in place.",CHAIR YELLEN.
177,"So, let me say, just to begin to diminish the extraordinary degree of accommodation for monetary policy, we would be overshoot—we would likely overshoot substantially our 2 percent objective, and we might be faced with then having to tighten policy in a way that could be disruptive to the real economy.",CHAIR YELLEN.
178,And I don’t—I don’t think that’s a desirable way to conduct policy.,CHAIR YELLEN.
179,"Jeanna Smialek, Bloomberg News.",JEANNA SMIALEK.
180,"You mentioned earlier that, you know, there is always going to be some uncertainty in the global economy, yet it seems that uncertainties are what kept you from hiking this month.",JEANNA SMIALEK.
181,"You know, how do you communicate to markets what is the kind of uncertainty that keeps you from lifting rates and what is the kind of uncertainty you can overlook and, you know, move in spite of?",JEANNA SMIALEK.
182,"So, that’s a very hard question, and, you know, it’s why we come together and have very careful evaluations of a wide range of factors.",CHAIR YELLEN.
183,"But, at the end of the day, what we’re focused on are two things:  the path for employment and whether or not we feel confident that we’re on a road that will take us to our maximum employment objective and whether or not we see the risks around obtaining that as balanced.",CHAIR YELLEN.
184,"Of course, there will be uncertainty around it and whether or not we have reasonable confidence that inflation, will, over the medium term, go back to 2 percent.",CHAIR YELLEN.
185,And it’s really through that filter that we’re trying to look at uncertainty.,CHAIR YELLEN.
186,"Of course, there are many uncertainties in the global economy, but we’re asking ourselves how economic and financial developments in the global economy affect the risk to our outlook for our two goals and whether or not they create unbalanced risks that we want to wait to resolve, to some extent.",CHAIR YELLEN.
187,"Hi, Chair Yellen.",PETER BARNES.
188,"Peter Barnes, Fox Business.",PETER BARNES.
189,"Could you talk about—a little bit more specifically about what foreign developments you discussed in the meeting today, what you’re concerned about?",PETER BARNES.
190,We all assume it might be China—that was in the July minutes.,PETER BARNES.
191,"Are you concerned about the Chinese economy slowing, the markets there?",PETER BARNES.
192,Do you have any concerns about the European economy?,PETER BARNES.
193,"And then, related to stock markets, could I ask you how you feel about U.S. equity markets right now?",PETER BARNES.
194,Because you did talk about your concerns about them back in May.,PETER BARNES.
195,"You saw they were generally quite high and were worried about potential dangers in U.S. equity market valuations, but now equity prices have pulled back.",PETER BARNES.
196,Thank you.,PETER BARNES.
197,"So, with respect to global developments, we reviewed developments in all important areas of the world, but we’re focused particularly on China and emerging markets.",CHAIR YELLEN.
198,"Now, we’ve long expected, as most analysts have, to see some slowing in Chinese growth over time as they rebalance their economy.",CHAIR YELLEN.
199,"And they have planned that, and I think there are no surprises there.",CHAIR YELLEN.
200,The question is whether or not there might be a risk of a more abrupt slowdown than most analysts expect.,CHAIR YELLEN.
201,And I think developments that we saw in financial markets in August in part reflected concerns that Chinese—there was downside risk to Chinese economic performance and perhaps concerns about the deftness with which policymakers were addressing those concerns.,CHAIR YELLEN.
202,"In addition, we saw a very substantial downward pressure on oil prices and commodity markets, and those developments have had a significant impact on many emerging market economies that are important producers of commodities as well as more advanced countries, including Canada, which is an important trading partner of ours that has been negatively affected by declining commodity prices, declining energy prices.",CHAIR YELLEN.
203,"Now, there are a lot of countries that are net importers of energy that are positively affected by those developments, but emerging markets—important emerging markets—have been negatively affected by those developments.",CHAIR YELLEN.
204,"And we’ve seen significant outflows of capital from those countries, pressures on their exchange rates, and concerns about their performance going forward.",CHAIR YELLEN.
205,"So a lot of our focus has been on risks around China, but not just China—emerging markets, more generally, and how they may spill over to the United States.",CHAIR YELLEN.
206,"In terms of thinking about financial developments and our reaction to them, I think a lot of the financial developments were really—so, we don’t want to respond to market turbulence.",CHAIR YELLEN.
207,"The Fed should not be responding to the ups and downs of the markets, and it is certainly not our policy to do so.",CHAIR YELLEN.
208,"But when there are significant financial developments, it’s incumbent on us to ask ourselves what is causing them.",CHAIR YELLEN.
209,"And, of course, while we can’t know for sure, it seemed to us as though concerns about the global economic outlook were drivers of those financial developments.",CHAIR YELLEN.
210,And so they have concerned us in part because they take us to the global outlook and how that will affect us.,CHAIR YELLEN.
211,"And, to some extent, look, we have seen a tightening of financial conditions during—as I mentioned, during the intermeeting period.",CHAIR YELLEN.
212,"So the stock market adjustment, combined with a somewhat stronger dollar and higher risk spreads, does represent some tightening of financial conditions.",CHAIR YELLEN.
213,"Now, in and of itself, it’s not the end of story in terms of our policy because we have to put a lot of different pieces together.",CHAIR YELLEN.
214,"We are looking at, as I emphasized, a U.S. economy that has been performing well and impressing us by the pace at which it’s creating jobs and the strength of domestic demand.",CHAIR YELLEN.
215,So we have that.,CHAIR YELLEN.
216,We have some concerns about negative impacts from global developments and some tightening of financial conditions.,CHAIR YELLEN.
217,We’re trying to put all of that together in a picture.,CHAIR YELLEN.
218,"I think, importantly, we say in our statement that in spite of all of this, we continue to view the risks to economic activity and labor markets as balanced.",CHAIR YELLEN.
219,"So it’s a lot of different pieces, different cross currents, some strengthening the outlook, some creating concerns, but overall, no significant change in the economic outlook.",CHAIR YELLEN.
220,Ann Saphir with Reuters.,ANN SAPHIR.
221,"Just to piggyback on the global considerations—as you say, the U.S. economy has been growing.",ANN SAPHIR.
222,"Are you worried that, given the global interconnectedness, the low inflation globally, all of the other concerns that you just spoke about, that you may never escape from this zero lower bound situation?",ANN SAPHIR.
223,So I would be very—I would be very surprised if that’s the case.,CHAIR YELLEN.
224,That is not the way I see the outlook or the way the Committee sees the outlook.,CHAIR YELLEN.
225,Can I completely rule it out?,CHAIR YELLEN.
226,I can’t completely rule it out.,CHAIR YELLEN.
227,"But, really, that’s an extreme downside risk that in no way is near the center of my outlook.",CHAIR YELLEN.
228,Michael McKee from Bloomberg Radio and Television.,MICHAEL MCKEE.
229,"If the economy develops as the Summary of Economic Projections suggests, you will see improvement in labor markets, but it won’t push inflation up any faster.",MICHAEL MCKEE.
230,"So I’m wondering what the argument is for raising rates this year as suggested by the dot plot, because even allowing for long and variable lags, you’re not forecasting an inflation problem that would seem to suggest the need for a steeper and faster rate path for at least a couple of years.",MICHAEL MCKEE.
231,"So, if we maintain a highly accommodative monetary policy for a very long time from here and the economy performs as we expect—namely, it’s strong and the risks that are out there don’t materialize—my concern will be that we will have much more tightening in labor markets than you see in these projections.",CHAIR YELLEN.
232,"And the lags will be probably slow, but eventually we will find ourselves with a substantial overshoot of our inflation objective, and then we’ll be forced into a kind of stop–go policy.",CHAIR YELLEN.
233,"We will have pushed the economy so far it will have become overheated, and we will then have to tighten policy more abruptly than we’d like.",CHAIR YELLEN.
234,"And instead of having slow, steady growth, improvement in the labor market, and continued improvement and good performance in the labor market, I don’t think it’s good policy to have to then slam on the brakes and risk a downturn in the economy.",CHAIR YELLEN.
235,Mike Derby with Dow Jones Newswires.,MICHAEL DERBY.
236,One of your colleagues in the dot plots said they’d like to see negative interest rates—didn’t expect to see that.,MICHAEL DERBY.
237,"What do you make of negative interest rates as a potential source of new stimulus if the Fed were to have to do something more, you know, as opposed to maybe going to QE?",MICHAEL DERBY.
238,"Does negative interest rates have any part—does it—is it—should it be part of the Fed’s toolkit, essentially?",MICHAEL DERBY.
239,"So, let me be clear that negative interest rates was not something that we considered very seriously at all today.",CHAIR YELLEN.
240,It’s—was not one of our main policy options.,CHAIR YELLEN.
241,"But one participant in the Committee would like to see additional accommodation, is concerned by the inflation outlook, and thinks that we need additional stimulus, additional accommodation to provide that, and proposed doing so by moving interest rates negative.",CHAIR YELLEN.
242,That’s something we’ve seen in several European countries.,CHAIR YELLEN.
243,It’s not something we talked about today.,CHAIR YELLEN.
244,"Look, if—I don’t expect that we’re going to be in a path of providing additional accommodation, but if the outlook were to change in a way that most of my colleagues and I do not expect and we found ourselves with a weak economy that needed additional stimulus, we would look at all of our available tools, and that would be something that we would evaluate in that kind of context.",CHAIR YELLEN.
245,"Marty Crutsinger, Associated Press.",MARTIN CRUTSINGER.
246,"In July, when you were talking to us, you said that you yourself expected to see the first rate hike before the end of the year.",MARTIN CRUTSINGER.
247,Is that still your expectation?,MARTIN CRUTSINGER.
248,"And also, when you talked about the developments in financial markets and what caused the August turbulence—you mentioned China and other things—you did mention the prospects of a Fed rate increase.",MARTIN CRUTSINGER.
249,Do you think that played a role as well?,MARTIN CRUTSINGER.
250,"So you ask me about my own expectation, and I’d say—I don’t want to—I speak on behalf of the Committee and try to explain Committee decisions, and we don’t identify who’s who in terms of our projections of the funds rate, and I don’t want to change that and have the focus be on my personal views on the path.",CHAIR YELLEN.
