,Sentences,Speaker
210,"So I think, you know, their conflicts are managed extremely carefully in the contractual arrangements we have with them.",CHAIR POWELL.
211,"And, again, I would have—I—I can’t recall exactly what those conversations were, but they were—they would have been about what are you seeing in the markets and things like that too—you know, generally exchanging information.",CHAIR POWELL.
212,And he’s—he’s typically trying to make sure that—that we are getting good service from the company that he founded and leads.,CHAIR POWELL.
213,That’s—I’d say that’s his main objective when we talk.,CHAIR POWELL.
214,"Okay, thank you.",MICHELLE SMITH.
215,We’ll go to Scott Horsley.,MICHELLE SMITH.
216,"Thank you, Mr. Chairman.",SCOTT HORSLEY.
217,Scott Horsley from NPR.,SCOTT HORSLEY.
218,"I wonder if you can give us an update on the coin shortage that you talked to lawmakers about last month and what, if anything, that tells us about the, sort of, economic circulatory system.",SCOTT HORSLEY.
219,Yes.,CHAIR POWELL.
220,So—the situation with coins is that the—the quantity of coins is going up but was adequate before the pandemic.,CHAIR POWELL.
221,"The problem is, the circulation kind of stopped because stores were closed, banks were closed.",CHAIR POWELL.
222,"It just—customers weren’t spending, they were—so the coins stopped moving in the system.",CHAIR POWELL.
223,"So we’ve been working for—ever since that began to happen, we saw it happening right away.",CHAIR POWELL.
224,We’ve been working to try to—try to reverse that disruption of the supply chain and restore normal circulation for our coins.,CHAIR POWELL.
225,"So we’re working with the U.S. Mint, which is the issuing authority, to address the issue.",CHAIR POWELL.
226,"Just last week, the Mint—you may have seen—issued a statement asking for the public’s help in keeping coins circulating, and various people, you know, went and put their coins back into circulation.",CHAIR POWELL.
227,"We also created a coin task force with all of the stakeholders—you know, banks and, you know, the armored carriers, the banking community, credit unions, everybody in the—in the coin supply chain.",CHAIR POWELL.
228,We’re in frequent communication with the banks and with the—with the armored carriers trying to get back to where we need to be.,CHAIR POWELL.
229,So we do think the inventories are building up.,CHAIR POWELL.
230,"You know, the Mint—the Mint is making coins as fast as they can, but—but, you know, things happen with—in the factory environment:  Someone will come to work with COVID—I think this has happened in—in almost every factory environment around the country—and then they’ll shut down for a day, and then they come back, and that kind of thing.",CHAIR POWELL.
231,So—so we’re closely monitoring it.,CHAIR POWELL.
232,"It’s—you know, it’s a significant issue.",CHAIR POWELL.
233,"We’ve—we’ve got a lot of resources on it, and we do feel like we’re—we’re making progress.",CHAIR POWELL.
234,"Okay, thank you.",MICHELLE SMITH.
235,Rachel Siegel.,MICHELLE SMITH.
236,"Hey, Chair Powell.",RACHEL SIEGEL.
237,Thank you for taking my question.,RACHEL SIEGEL.
238,"I’m wondering if you can be a bit more specific about any risks that you see related to a double-dip recession or signs that the recovery was stalling, or maybe begin to stalling, compared to some of the signs that we were seeing earlier in the summer.",RACHEL SIEGEL.
239,Thanks very much.,RACHEL SIEGEL.
240,Yeah.,CHAIR POWELL.
241,So maybe I’ll talk more broadly about the—the outlook and include your—include your question in it.,CHAIR POWELL.
242,"So, as I mentioned, economic activity and employment picked up beginning in May and right through June and remained well below their levels because, I’d say, job gains have reversed about a third of the job losses from March and April, and consumer spending has reversed about a half of the drop.",CHAIR POWELL.
243,"So—but, nonetheless, those were—those were sooner and stronger than we expected.",CHAIR POWELL.
244,"So—but what happened then was, along with that positive data, we got—we got the virus increases starting in the middle of June in lots and lots of states around the country.",CHAIR POWELL.
245,"And that brings us to a new—a new point here, which is, we need to—in addition to dealing with the health crisis—we have to remember, this is really a health crisis, and these are people who are having the coronavirus, and it’s taking a terrible toll, so we’ve got to deal with the economic ramifications of that.",CHAIR POWELL.
246,"So what we’re seeing is that we monitor quite a lot of what we—what we think of as sort of nonstandard, high-frequency data.",CHAIR POWELL.
247,"That’s become a very important thing, even more important than usual in the work that we do.",CHAIR POWELL.
248,"And what that data show, on balance, is that the pace of the recovery looks like it has slowed since the cases began that spike in June.",CHAIR POWELL.
249,So some measures of consumer spending based on credit card and debit card data have moved down.,CHAIR POWELL.
250,"Recent labor market indicators point to a slowing in job growth, particularly among smaller businesses.",CHAIR POWELL.
251,Hotel occupancy rates have flattened out.,CHAIR POWELL.
252,"People aren’t going out to restaurants, bars, gas stations, pharmacies, and beauty salons as much.",CHAIR POWELL.
253,"Consumer surveys, by the way, which had dropped very sharply when the pandemic arrived and then moved back up sharply—they look like they may be softening again now.",CHAIR POWELL.
254,There are still some areas of strength.,CHAIR POWELL.
255,Housing and motor vehicle sales have still been strong.,CHAIR POWELL.
256,"Nonetheless, on balance, it looks like the data are pointing to a slowing in the pace of the recovery.",CHAIR POWELL.
257,"But I want to stress, it’s—it’s too early to say both how large that is and how sustained it will be.",CHAIR POWELL.
258,"We just don’t know yet, because we have to wait for—to see the, you know, the actual data on spending and employment come in, and—but this—this is what we’re seeing, and, of course, we’re monitoring it very carefully.",CHAIR POWELL.
259,And I’d be remiss in not stressing this enough.,CHAIR POWELL.
260,The path of the economy is going to depend to a very high extent on the course of the virus and on the measures that we take to keep it in check.,CHAIR POWELL.
261,That is just a very fundamental fact about our economy right now.,CHAIR POWELL.
262,The two things are not in conflict.,CHAIR POWELL.
263,"You know, social-distancing measures and fast reopening of the economy, they actually go together.",CHAIR POWELL.
264,They’re not in competition with each other.,CHAIR POWELL.
265,So— MICHELLE SMITH.,CHAIR POWELL.
266,Thank you.,CHAIR POWELL.
267,Chris Rugaber.,CHAIR POWELL.
268,Hi.,CHRISTOPHER RUGABER.
269,"Well, just to follow up on that a bit—and thanks for taking my question—you added the sentence into the statement about the course of the economy depends on the path of the virus.",CHRISTOPHER RUGABER.
270,"Is this—do you feel this idea, or this view, is not widely enough understood?",CHRISTOPHER RUGABER.
271,Do you feel—you had warned back in May that too early reopening or an incautious reopening might harm the economy.,CHRISTOPHER RUGABER.
272,"Do you feel that message was not heard, and that some of these reopenings took place perhaps sooner than they should have?",CHRISTOPHER RUGABER.
273,"You know, I think we feel that it—it might be, the most central fact or the most central driver of the path of the economy right now is the virus.",CHAIR POWELL.
274,And you’re seeing that again now.,CHAIR POWELL.
275,"You saw that in the—during the lockdown when we got cases way down, and you saw the economy reopening, and you saw spending go up and hiring go up.",CHAIR POWELL.
276,"And now that the—that the cases have spiked again—again, the early data, the high-frequency data suggest that there is a slower pace of growth, at least for now.",CHAIR POWELL.
277,We don’t know how deep or how long that will be.,CHAIR POWELL.
278,So it’s such an important sentence.,CHAIR POWELL.
279,We just decided that it needed to be in our—in our postmeeting statement.,CHAIR POWELL.
280,It’s so fundamental.,CHAIR POWELL.
281,"And, you know, I think we can’t say it enough.",CHAIR POWELL.
282,It’s—it’s really important.,CHAIR POWELL.
283,"We’re—you know, you can think of it as three stages.",CHAIR POWELL.
284,"There’s the lockdown, and we know what that looks like, and we’ll get the data, I guess, later this week on GDP being down very historically large amounts.",CHAIR POWELL.
285,"Then there was the reopening, and we would expect that many, many people would go back to work.",CHAIR POWELL.
286,"Those whose jobs could be done without—you know, without exposure to lots of people in tight groups, they should have been—they should be able to go back to work during that phase fairly quickly.",CHAIR POWELL.
287,"But that would depend on being able to keep the virus under control, which will depend on wearing masks and other social-distancing measures.",CHAIR POWELL.
288,So that’s where we are.,CHAIR POWELL.
289,It’s such an important factor.,CHAIR POWELL.
290,"It’s—it’s in—we’re all talking about it, so we thought it really had to be in the statement.",CHAIR POWELL.
291,Thank you.,MICHELLE SMITH.
292,Mike McKee.,MICHELLE SMITH.
293,"Mr. Chairman, I’m wondering what it is—you’ve talked a lot about using all of your tools, and Governor Brainard talked about moving from support to accommodation—what it is you can actually do.",MICHAEL MCKEE.
294,You’ve lowered rates to zero.,MICHAEL MCKEE.
295,You’ve set up the lending programs.,MICHAEL MCKEE.
296,There hasn’t been much take-up.,MICHAEL MCKEE.
297,"And the tools you talk about are generally in service of keeping interest rates low, where they already are.",MICHAEL MCKEE.
298,"So unless you were to go to negative interest rates, I’m wondering what additional accommodation the Fed can bring.",MICHAEL MCKEE.
299,"Or is it really up to the fiscal authorities at this point to rescue the economy, to—to add additional help for it?",MICHAEL MCKEE.
300,Right.,CHAIR POWELL.
301,So you’re right.,CHAIR POWELL.
302,"We are committed to using our full range of tools to support the U.S. economy at this difficult time, and we will always remain committed in that sense.",CHAIR POWELL.
303,"We feel like we have ways to further support the economy certainly through our credit and liquidity facilities, which are effectively unlimited.",CHAIR POWELL.
304,We can adjust those programs.,CHAIR POWELL.
305,We also can adjust our forward guidance.,CHAIR POWELL.
306,We can adjust our asset purchases.,CHAIR POWELL.
307,So there are things that we can do.,CHAIR POWELL.
308,We—we feel like we have the ability to do more.,CHAIR POWELL.
