,Sentences,Speaker
111,"Nevertheless, we have to make a best guess, a provisional plan, in the same way that a firm making an investment has to make a best guess or provisional plan about where the economy and the industry is going to be over a number of years.",CHAIRMAN BERNANKE.
112,"And so it’s certainly possible that we will be either too optimistic or too pessimistic, in which case we’ll have to adjust both our forecasts and our policy expectations.",CHAIRMAN BERNANKE.
113,"That being said, you know, currently, the zero lower bound on policy rates—at least according to many estimates—is still binding; that is, even if the economy were a bit stronger, the very low interest rates we currently have would still be valid, still be appropriate.",CHAIRMAN BERNANKE.
114,"And so for that reason, unless there’s a substantial strengthening of the economy in the near term, I would think that it’s a pretty good guess that we will be keeping rates low for some time from now.",CHAIRMAN BERNANKE.
115,We don’t identify the specific individuals who provide the projections.,CHAIRMAN BERNANKE.
116,"Among other reasons, we want to make sure that people come to the meeting willing to talk and not be wedded to a specific position, and that’s why, again, the Committee makes a collective decision after using as input these projections, which are circulated to all the members of the Committee before the meeting so that they can see what their colleagues believe.",CHAIRMAN BERNANKE.
117,"As far as what individual members do believe, we certainly have other vehicles for expressing our views.",CHAIRMAN BERNANKE.
118,"All of us give speeches, all of us give interviews and are—you know, I give frequent testimony, so there are plenty of opportunities to get a sense of what individual members believe.",CHAIRMAN BERNANKE.
119,"But again, we felt that this information, which presents both the diversity of views in the Committee but also shows where Chairman’s term is not infinite and at some point there’ll be a new Chairman, but there’s a lot more continuity on the FOMC collectively.",CHAIRMAN BERNANKE.
120,The average Bank president is on the FOMC for as much as 10 years and Governors’ terms are 14 years.,CHAIRMAN BERNANKE.
121,"So even as the Chairman changes, much of the FOMC remains continuous.",CHAIRMAN BERNANKE.
122,"So, as we talk about interest rates in 2014, the fact that there is quite wide-ranging agreement that interest rates will be low for a long time, should give you more confidence that that’s not dependent on a single individual.",CHAIRMAN BERNANKE.
123,Greg Ip of the Economist.,GREG IP.
124,"Mr. Chairman, the Fed’s statutory goals are price stability and maximum employment, but traditionally the Fed has interpreted that somewhat flexibly in the sense that if there was a conflict between the two, they would push for price stability rather than for full employment on the view that over time, stable prices was the best contribution monetary policy could make to maximum employment.",GREG IP.
125,"But today you went to some pains to say that, actually, you treat these goals—put them on an equal footing, and that there might be circumstances in which you put one above the other.",GREG IP.
126,"So following up a little bit on Binyamin’s question, do I take it that if inflation were to move somewhat above your 2 percent preferred level, that you would tolerate that in order to make further progress on unemployment?",GREG IP.
127,"Well, the period of time, yes, we treat them symmetrically.",CHAIRMAN BERNANKE.
128,"We cannot control, of course, where inflation and unemployment are at each moment in time, and so there will be periods when, for reasons outside of our control, inflation and unemployment will move away from their desired levels.",CHAIRMAN BERNANKE.
129,"If—In those situations, the speed at which—I think “tolerate” might be too strong of a word, because we always want to get everything, both sides of the mandate, back to their desired levels—but the speed at which we example, if inflation did go above target by a modest amount, we would certainly try to get it back down to target, but if unemployment were very high, that would lead us to be more cautious and slower in returning to target.",CHAIRMAN BERNANKE.
130,"So that’s why “medium term”—which is, these targets are all medium term—is a flexible concept, and it depends on the initial conditions, how far away the two key variables are from their objectives at the beginning of the process.",CHAIRMAN BERNANKE.
131,"Greg Robb, MarketWatch.",GREG ROBB.
132,"Mr. Chairman, thank you.",GREG ROBB.
133,"You haven’t had a very good time in all the Republican presidential debates, and I was wondering if I could have your comment on what you’ve heard.",GREG ROBB.
134,"And some of the analysts I talked to said that one of the reasons for this hostility, perhaps, is that a lot of the Republican primary voters are on fixed incomes and have an inability to invest and make money with their funds.",GREG ROBB.
135,So could you talk to them as well?,GREG ROBB.
136,"And one more thing, if Republicans take back the White House in November and ask you to resign, would you?",GREG ROBB.
137,So I’m not going to get involved in political rhetoric.,CHAIRMAN BERNANKE.
138,I’m just going to stay completely away from that.,CHAIRMAN BERNANKE.
139,"I have a job to do, and as long as I’m here, I will do everything I can to help the Federal Reserve achieve its dual mandate of price stability and maximum employment.",CHAIRMAN BERNANKE.
140,That’s my answer to the last part as well.,CHAIRMAN BERNANKE.
141,I’m not going to be thinking about hypothetical situations in the future.,CHAIRMAN BERNANKE.
142,"In the case of savers, you know, we think about all these issues, and we certainly recognize that the low interest rates that we’re using to try to stimulate investment and expansion of the economy also impose a cost on savers who have a lower return.",CHAIRMAN BERNANKE.
143,"And we do hear about that, obviously, and we do think about that.",CHAIRMAN BERNANKE.
144,I guess the response I would make is that the savers in our economy are dependent on a healthy economy in order to get adequate returns.,CHAIRMAN BERNANKE.
145,"In particular, people own stocks and corporate bonds and other they are not going to get good returns on those investments.",CHAIRMAN BERNANKE.
146,"So I think what we need to do, as is often the case when the economy goes into a very weak situation, then low interest rates are needed to help restore the economy to something closer to full employment and to increase growth and that, in turn, will lead ultimately to higher returns across all assets for savers and investors.",CHAIRMAN BERNANKE.
147,So that’s—I think that’s how we would explain it.,CHAIRMAN BERNANKE.
148,"But again, you know, we recognize that during periods like this, savers are getting a lower return.",CHAIRMAN BERNANKE.
149,"One reason why it’s extremely important for us to maintain price stability, of course, is that at least that minimizes any losses due to inflation that savers might suffer.",CHAIRMAN BERNANKE.
150,"Hi, Chairman.",DONNA BORAK.
151,Donna Borak of American Banker.,DONNA BORAK.
152,"Shifting a little bit, I’d like to take a look back to the rules that the Fed released back in late December.",DONNA BORAK.
153,"Obviously, it was a mammoth task for Fed staff to put forth, and considered the heart of  Dodd–Frank.",DONNA BORAK.
154,"There were certain provisions that were left out, including the liquidity requirements, due largely to the fact that there’s global consensus needed on those rules in the Basel III process.",DONNA BORAK.
155,"But I was hoping you could expand a little bit more on the decision for Fed staff to forgo specifying what the additional capital requirements would be for those banks that were not necessarily deemed GSIBs, at least now, but were still above the $50 billion threshold, and to talk a little bit about what the core issues are in deciding whether or not that additional capital should come in the form of a surcharge, what that surcharge might look like, and when we might know.",DONNA BORAK.
156,"Well, you’re referring, I think, to the 165–166 rules, which will focus on the supervisory oversight of the largest banks.",CHAIRMAN BERNANKE.
157,"It’s a very big and complicated rule, as everyone knows, and so our position at this time is that we would still like to get feedback questions, and we’ll be considering those during the comment period and after, as we put together a rule.",CHAIRMAN BERNANKE.
158,"The notion of the surcharges is that banks which do not pose significant threats to the systemic stability of Unites States, you know, should not have a significant surcharge.",CHAIRMAN BERNANKE.
159,"We’re required to consider these issues by Dodd–Frank, but our view is that it’s the largest banks, the ones whose failure would endanger our financial system, that should be subject to these surcharges because, first—because we need to have them be safer than smaller banks, and secondly, because we want to try to equalize the cost of credit that they face.",CHAIRMAN BERNANKE.
160,"In other words, a bank which is thought to be too big to fail gets an artificial subsidy in the interest rate that it can borrow at, and by having additional capital requirements, that tends to equalize the cost of funding to different banks and reduces the incentive of banks to get large just to create the impression of being too big to fail.",CHAIRMAN BERNANKE.
161,So we think those are important and we will continue to work with them.,CHAIRMAN BERNANKE.
162,"The Basel Committee has provided some sense of the range of what those surcharges will fall into, and so we’re still working on defining exactly the criteria, but you can assume that it will be a fairly continuous range between the $50 billion banks and the very largest banks in our economy.",CHAIRMAN BERNANKE.
163,"As I said, we’re getting reactions and comments.",CHAIRMAN BERNANKE.
164,"We hope to get—you know, early this year—we hope to come back with a clarification on the rule, and of course, we’re also working hard on implementing Basel III itself, which we want to do during 2012—we want to put out the rule during 2012.",CHAIRMAN BERNANKE.
165,Mark Felsenthal with Reuters.,MARK FELSENTHAL.
166,"Mr. Chairman, for more than three years now, the Fed has conducted policy through extraordinary means, and yet the new information that we have today pertains mostly to an eventual tightening of policy through and what should anybody looking at your communications today deduce about an eventual expansion of the balance sheet through more asset purchases?",MARK FELSENTHAL.
167,"So we will be providing, in our minutes and in our Survey of Economic Projections, which will be released in three weeks—we’ll be providing some additional qualitative information about peoples’—participants’ views of the balance sheet going forward.",CHAIRMAN BERNANKE.
168,"The reason that I can’t provide all that information now is basically that we received, you know, a whole range of qualitative comments, and we had further discussion during the meeting yesterday and today, and so, you know, we’re going to need a little time to summarize that and to have it approved by, you know—the minutes, of course, and the SEP are approved by the entire Committee—and so, in that respect, it will be a definitive statement about what we currently know about the balance sheet.",CHAIRMAN BERNANKE.
169,I can say a few things.,CHAIRMAN BERNANKE.
170,"You know, one is that it certainly remains—expanding the balance sheet certainly remains an option, one that we would consider very seriously if—in particular, if progress toward full employment was continued, or it became more, inadequate, or if inflation remained exceptionally low.",CHAIRMAN BERNANKE.
171,So we’ll continue to look at that.,CHAIRMAN BERNANKE.
172,"As we say in our statement, we’re prepared to take additional measures in general, and that would be certainly one class of measures we would want to consider.",CHAIRMAN BERNANKE.
173,"I can make one additional point, which maybe wasn’t obvious, which is that, in June, we provided some principles relating the sales of assets—ultimate sales of assets—to the path of interest rates, and those remain—those principles remain in force.",CHAIRMAN BERNANKE.
174,"And so one implication of our extension of our expected point of takeoff to late 2014 is to imply that the initial sales from our balance sheet, which again are far down the road but—that begins—that will be later than previously thought.",CHAIRMAN BERNANKE.
175,That will be presumably in 2015.,CHAIRMAN BERNANKE.
176,"So we do expect to hold our balance sheet at a high level for a are still debating, and it will depend both on our assessment of the efficacy and the risks of that particular tool, but also of how the economy is evolving.",CHAIRMAN BERNANKE.
177,Robin Harding from the Financial Times.,ROBIN HARDING.
178,"Mr. Chairman, when I look at these forecasts for 2014, the median of the forecast is, I think, 0.75 and the mean is 1.12 percent.",ROBIN HARDING.
179,"If I were to draw a line through this—these dots, how should I draw it so I best understand what the FOMC is most likely to do?",ROBIN HARDING.
180,"And the second part—in the minutes, you say that the Committee will consider further options for improvements to the SEP, the economic projections.",ROBIN HARDING.
181,Could you tell us a bit more about what further you might do?,ROBIN HARDING.
182,Thank you.,ROBIN HARDING.
183,"Well, again, first I want to emphasize that there is no mechanical relationship between these projections and the outcomes of the FOMC decisions.",CHAIRMAN BERNANKE.
184,"Of course, they’re a big input into those decisions, but it’s a collective decision.",CHAIRMAN BERNANKE.
185,"If you want to draw lines, I guess I would—I guess my suggestion would be to look at the median, the middle of the distribution, because we do have a democratic process in the Committee, and so the median would give you some sense of where the weight balances against higher—in favor of higher or lower rates.",CHAIRMAN BERNANKE.
186,"Again, we did note that in support of our assessment of late 2014, which is a Committee decision, and of course there was a 9-to-1 vote in favor of that, but that is supported by the observation that 11 of the 17 participants expect the funds rate at the end of 2014 to be 1 percent or less, and so presumably the takeoff would not be much earlier than that.",CHAIRMAN BERNANKE.
187,"In terms of future additions, there are a lot of ways we could go.",CHAIRMAN BERNANKE.
188,"We could provide, for example, more relationships between—more information about the relationship between individuals’ policy preferences and their forecasts, and so on.",CHAIRMAN BERNANKE.
189,But there’s nothing specific now that has been decided.,CHAIRMAN BERNANKE.
190,"We have a very capable subcommittee, which is charged with continual assessment and possibilities, and we would welcome feedback for that matter.",CHAIRMAN BERNANKE.
191,But there’s nothing specific planned at this point.,CHAIRMAN BERNANKE.
192,"Derek Kravitz, Associated Press.",DEREK KRAVITZ.
193,Last night the President unveiled a plan to revamp and expand the government’s refinancing program.,DEREK KRAVITZ.
194,"Essentially, the Fed released a white paper earlier this month that said that up to 2½ million homeowners could benefit from this, essentially save $3,000 per year in mortgage payments.",DEREK KRAVITZ.
195,"Right now there’s a mortgage settlement being brokered between state attorneys general and the nation’s major mortgage lenders, something to the tune of $25 billion, much of which would be in the form of principal reduction.",DEREK KRAVITZ.
196,"In the white paper that was released earlier this month, the Fed seemed to indicate that principal reduction could be helpful, but it was unclear about whether they thought that this was an acceptable or even feasible option.",DEREK KRAVITZ.
197,"They also made clear that a lot of the proposals that are currently out there “eat around the edges,” so to speak, when you’re dealing with a foreclosure crisis, and a lot of economists agree.",DEREK KRAVITZ.
198,Do you think a principal reduction in the form of the major mortgage settlement would do a lot to help the housing crisis?,DEREK KRAVITZ.
199,"And if not, is there any other alternative proposal that would help?",DEREK KRAVITZ.
200,"Well, the Federal Reserve obviously has a very strong interest in the housing sector.",CHAIRMAN BERNANKE.
201,"The weakness of the housing sector is an important reason why the economy is not recovering more robustly, and the problems in housing finance are part of the reason why monetary policy has not been more powerful—because part of our transmission mechanism is through lower interest rates, which affects refinancing; it affects sales and purchases as well.",CHAIRMAN BERNANKE.
202,"So, in addition to that, as bank supervisors, we have considerable interest in servicing, in loan modifications, in delinquencies, and all the aspects of mortgage lending.",CHAIRMAN BERNANKE.
203,"So at a number of issues, including refinancing and mortgage finance.",CHAIRMAN BERNANKE.
204,I think it’s important to say that our intent in that white paper was to provide the benefit of our analysis to the public and to those who will be making policy.,CHAIRMAN BERNANKE.
205,We did not take specific stands on individual issues.,CHAIRMAN BERNANKE.
206,What we tried to do was provide the pros and the cons and provide some context for these debates.,CHAIRMAN BERNANKE.
207,"So we did discuss refinancing, we did discuss principal forgiveness.",CHAIRMAN BERNANKE.
208,"I would say that there’s a variety of views about principal forgiveness within the Federal Reserve System, and there is no official position.",CHAIRMAN BERNANKE.
209,"There—It seems very likely that principal forgiveness could be helpful, depending on how it’s structured, in reducing delinquencies.",CHAIRMAN BERNANKE.
210,"There are also some potential drawbacks; one of them is the fact that the amount of negative equity in the United States is about $700 billion, which is enormous, and so there is no conceivable program that is going to put everybody in the country above water.",CHAIRMAN BERNANKE.
211,"And so I think the issue then becomes, if we have $20 or $25 billion or whatever the number may end up being in this settlement, you know, what is the most cost-effective way to help as many people as possible?",CHAIRMAN BERNANKE.
212,And I think that’s an ongoing debate.,CHAIRMAN BERNANKE.
213,"But with respect to principal reduction, you know, I’ve spoken about this in the past, and it certainly has some advantages; a lot depends on how it’s structured, and a lot depends on what the alternatives are that you’re considering.",CHAIRMAN BERNANKE.
214,"Thank you, Mr. Chairman.",PETER BARNES.
215,Peter Barnes of FOX Business.,PETER BARNES.
216,"One of the goals of the Fed and the release of all these new materials, the forecast, and the policy announcement are to help to create expectations and set expectations.",PETER BARNES.
217,But are you concerned at all that this—that the materials and the forecasts and the policy announcement path today might help create negative expectations?,PETER BARNES.
218,"In other words, the average American’s takeaway of your announcement to keep interest rates low—exceptionally low, through 2014 now, might signal to and that, in turn, could affect consumer confidence, consumer spending, and the ability to create a self-sustaining economic recovery at some point.",PETER BARNES.
219,Is there a risk of this?,PETER BARNES.
