,Sentences,Speaker
24,"If future evidence suggests that the program’s effectiveness has declined, or if potential unintended side effects or risks become apparent as the balance sheet grows, we will modify the program as  appropriate.",None
25,"More generally, the Committee intends to be flexible in varying the pace of securities purchases in response to information bearing on the outlook or on the perceived benefits and costs of the program.",None
26,"Unlike the explicitly quantitative criteria associated with the Committee’s forward guidance about the federal funds rate, which I will discuss in a moment, the criteria the Committee will use to make decisions about the pace and extent of its asset purchase program are qualitative; in particular, continuation of asset purchases is tied to our seeing substantial improvement in the outlook for the labor market.",None
27,"Because we expect to learn more over time about the efficacy and potential costs of asset purchases in the current economic context, we believe that qualitative guidance is more appropriate at this time.",None
28,"In today’s statement, the Committee also recast its forward guidance to clarify how it expects its target for the federal funds rate to depend on future economic developments.",None
29,"Specifically, the Committee anticipates that exceptionally low levels for the federal funds rate are likely to be warranted “at least as long as the unemployment rate remains above 6½ percent, inflation over the period between one and two years ahead is projected to be no more than half a percentage point above the Committee’s 2 percent longer-run goal, and longer-term inflation expectations continue to be well anchored.”  This formulation is a change from earlier statements in which forward guidance about the federal funds rate was expressed in terms of a date; for example, in the statements following its September and October meetings, the Committee indicated that it anticipated that exceptionally low levels for the federal funds rate are likely to be warranted “at least through mid-2015.”  The modified formulation makes more explicit the FOMC’s intention to maintain accommodation as long as needed to promote a stronger economic recovery in the context of price stability, a strategy that we believe will help support  household and business confidence and spending.",None
30,"By tying future monetary policy more explicitly to economic conditions, this formulation of our policy guidance should also make monetary policy more transparent and predictable to the public.",None
31,The change in the form of the Committee’s forward guidance does not in itself imply any change in the Committee’s expectations about the likely future path of the federal funds rate since the October meeting.,None
32,"In particular, the Committee expects that the stated threshold for unemployment will not be reached before mid-2015 and projects that inflation will remain close to 2 percent over that period.",None
33,"Thus, given the Committee’s current outlook, the guidance introduced today is consistent with the Committee’s earlier statements that “exceptionally low levels for the federal funds rate are likely to be warranted at least through mid-2015.”   Let me emphasize that the 6½ percent threshold for the unemployment rate should not be interpreted as the Committee’s longer-term objective for unemployment.",None
34,"Indeed, in the economic projections submitted in conjunction with today’s meeting, the central tendency of participants’ estimates of the longer-run normal rate of unemployment is 5.2 to 6.0 percent.",None
35,"However, because changes in monetary policy affect the economy with a lag, the Committee believes that it likely will need to begin moving away from a highly accommodative policy stance before the economy reaches maximum employment.",None
36,Waiting until maximum employment is achieved before beginning the process of removing policy accommodation could lead to an undesirable overshooting of potential output and compromise the FOMC’s longer-term inflation objective of 2 percent.,None
37,"As the FOMC statement makes clear, the Committee anticipates that policy under the new guidance will be fully consistent with continued progress against unemployment and with inflation remaining close to the Committee’s 2 percent objective over the longer term.",None
38,"Although the modified guidance should provide greater clarity about how the Committee expects to respond to incoming data, it by no means puts monetary policy on autopilot.",None
39,"In this regard, let me make several points.",None
40,"First, as the statement notes, the Committee views its current low-rate policy as likely to be appropriate at least until the specified thresholds are met.",None
41,"Reaching one of those thresholds, however, will not automatically trigger immediate reduction in policy accommodation.",None
42,"For example, if unemployment were to decline to slightly below 6½ percent at a time when inflation and inflation expectations were subdued and were projected to remain so, the Committee might judge an immediate increase in its target for the federal funds rate to be inappropriate.",None
43,"Ultimately, in deciding when and how quickly to reduce policy accommodation, the Committee will follow a balanced approach in seeking to mitigate deviations of inflation from its longer-run 2 percent goal and deviations of employment from its estimated maximum level.",None
44,"Second, the Committee recognizes that no single indicator provides a complete assessment of the state of the labor market and therefore will consider changes in the unemployment rate within the broader context of labor market conditions.",None
45,"For example, in evaluating a given decline in the unemployment rate, the Committee will also take into account the extent to which that decline was associated with increases in employment and hours worked, as opposed to, say, increases in the number of discouraged workers and falling labor force participation.",None
46,The Committee will also consider whether the improvement in the unemployment rate appears sustainable.,None
47,"Third, the Committee chose to express the inflation threshold in terms of projected inflation between one and two years ahead, rather than in terms of current inflation.",None
48,"The Committee took this approach to make clear that it intends to look through purely transitory  fluctuations in inflation, such as those induced by short-term variations in the prices of internationally traded commodities, and to focus instead on the underlying inflation trend.",None
49,"In making its collective judgment about the underlying inflation trend, the Committee will consider a variety of indicators, including measures such as median, trimmed mean, and core inflation; the views of outside forecasters; and the predictions of econometric and statistical models of inflation.",None
50,"Also, the Committee will pay close attention to measures of inflation expectations to ensure that those expectations remain well anchored.",None
51,"Finally, the Committee will continue to monitor a wide range of information on economic and financial developments to ensure that policy is conducted in a manner consistent with our dual mandate.",None
52,It’s worth noting that the goals of the FOMC’s asset purchases and of its federal funds rate guidance are somewhat different.,None
53,"The goal of the asset purchase program is to increase the near-term momentum of the economy by fostering more-accommodative financial conditions, while the purpose of the rate guidance is to provide information about the future circumstances under which the Committee would contemplate reducing accommodation.",None
54,"I would emphasize that a decision by the Committee to end asset purchases, whenever that point is reached, would not be a turn to tighter policy.",None
55,"While in that circumstance the Committee would no longer be increasing policy accommodation, its policy stance would remain highly supportive of growth.",None
56,Only at some later point would the Committee begin actually removing accommodation through rate increases.,None
57,"Moreover, as I have discussed today, the decisions to modify the asset purchase program and to undertake rate increases are tied to different criteria.",None
58,"In conclusion, the FOMC’s actions today are part of our ongoing efforts to support economic recovery and job creation while maintaining price stability.",None
59,"As I have often stressed,  however, monetary policy has its limits; only the private and public sectors working together can get the U.S. economy fully back on track.",None
60,"In particular, it will be critical that fiscal policymakers come together soon to achieve longer-term fiscal sustainability without adopting policies that could derail the ongoing recovery.",None
61,Thank you.,None
62,I would be happy to answer your questions.,None
63,"Mr. Chairman, Steve Liesman from CNBC.",STEVE LIESMAN.
64,I guess I have a lot of questions but I’ll just offer up two here.,STEVE LIESMAN.
65,Why are there different targets for QE and for the funds rate?,STEVE LIESMAN.
66,What does that achieve?,STEVE LIESMAN.
67,"Secondly, what good is a target if you have to make reference to calendar dates in the statement itself, which is the thing you got away from.",STEVE LIESMAN.
68,You had to point out in the statement that it’s not substantially different from the calendar dates we set back in October.,STEVE LIESMAN.
69,"Do you have to keep doing that from now on to make it clear that—and then just thirdly, I guess I know I said two— CHAIRMAN BERNANKE.",STEVE LIESMAN.
70,I’m going to forget.,STEVE LIESMAN.
71,But then you have another paragraph after that that says it’s not just target it’s something else.,STEVE LIESMAN.
72,"So, it’s unclear to me what good these targets are if you have to reference a calendar date, and then you kind of say in the next paragraph it’s not really targets.",STEVE LIESMAN.
73,"Well, so first, the—as I said—the asset purchases and the rate increases have different objectives.",CHAIRMAN BERNANKE.
74,"The asset purchases are about creating some near-term momentum in the economy, trying to strengthen growth and job creation in the near term, and the increases in the federal funds rate target, when they ultimately occur, are about reducing accommodation.",CHAIRMAN BERNANKE.
75,Two very different objectives.,CHAIRMAN BERNANKE.
76,"Secondly, the asset purchases are a less well-understood tool.",CHAIRMAN BERNANKE.
77,"We have—we’ll be learning over time about how efficacious they are, about what costs they may carry with them in terms of unintended consequences that they might  create, and we’ll be seeing how—what else happens in the economy that can affect, you know, the level of unemployment, for example, that we hope to achieve.",CHAIRMAN BERNANKE.
78,"And so, for that reason, as I discussed in my opening remarks, we decided to make the criteria for asset purchases qualitative at this time because we have a number of different things that we need to look at as we go forward.",CHAIRMAN BERNANKE.
79,"Rate increases, by contrast, are well understood, and we understand the relationship between those rate increases and the state of the economy.",CHAIRMAN BERNANKE.
80,"And so we’ve been able to give somewhat more quantitative, more specific guidance in that respect.",CHAIRMAN BERNANKE.
81,"With respect to the date, in the transition today, we wanted to make clear that the change in guidance did not—it happens to be the case that it doesn’t change our mid-2015 expectation.",CHAIRMAN BERNANKE.
82,"Going forward, we’ll drop the date and rely on the conditionality, and that has, I think, a very important advantage which is that if news comes in that the economy is stronger or weaker, then financial markets and the public will be able to adjust their expectations for when policy tightening will occur without the Committee having to go through a process of changing its date in a nontransparent way, so I think that’s beneficial.",CHAIRMAN BERNANKE.
83,Does that cover your—okay.,CHAIRMAN BERNANKE.
84,"Mr. Chairman, what prompted the Committee to make the decision at this particular time to specify targets?",MARCY GORDON.
85,"And, by taking an unemployment rate that is quite low compared to currently, does that shift the balance of priorities in terms of your dual mandate, closer more in the direction of reducing unemployment rather than inflationary pressures?",MARCY GORDON.
86,That’s a very good question.,CHAIRMAN BERNANKE.
87,We took the change today after a good bit of discussion.,CHAIRMAN BERNANKE.
88,We had a very substantial discussion of the threshold approach at our last meeting.,CHAIRMAN BERNANKE.
89,"And we felt it was ready to go, ready to put out.",CHAIRMAN BERNANKE.
90,"We—while there are different views on aspects of the threshold approach, there was a lot of agreement that having a more explicit connection between rate policy and the state of the economy was more transparent and  more helpful to the markets and to the public than our date-based guidance, and therefore, there was a general view that, at some point at least, that we should switch to that kind of guidance.",CHAIRMAN BERNANKE.
91,So we do hope that it’ll be more helpful and give markets more information about how we’re going to respond going forward.,CHAIRMAN BERNANKE.
92,"It is not a change in our relative balance, weights, towards inflation and unemployment—by no means.",CHAIRMAN BERNANKE.
93,"First of all, with respect to inflation, we remain completely committed to our 2 percent longer-run objective.",CHAIRMAN BERNANKE.
94,"Moreover, we expect our forecast, as you can see from the Summary of Economic Projections; our forecasts are that inflation will actually remain, despite this threshold of 2½, that inflation will actually remain at or below 2 percent going forward.",CHAIRMAN BERNANKE.
95,"And so—and finally, the thresholds that we have put out are entirely consistent with our long-standing views on what the rate path has to be, what the path of interest rates has to be, in order to achieve improvement in the labor market while keeping inflation close to target.",CHAIRMAN BERNANKE.
96,So we—I think both sides of the mandate are well-served here.,CHAIRMAN BERNANKE.
97,There is no real change in policy.,CHAIRMAN BERNANKE.
98,What it is instead is an attempt to clarify the relationship between policy and economic conditions.,CHAIRMAN BERNANKE.
99,"Could I ask, also, given that the—your economic projections are all the more important now that you’ve specified these targets, is it difficult to put forward these projections now given the uncertainty over the fiscal cliff?",MARCY GORDON.
100,How sort of plastic are these?,MARCY GORDON.
101,Are you talking about the SEP projections?,CHAIRMAN BERNANKE.
102,Yes.,MARCY GORDON.
103,"Well, clearly the fiscal cliff is having effects on the economy.",CHAIRMAN BERNANKE.
104,"Even though we’ve not yet even reached the point of the fiscal cliff potentially kicking in, it’s already affecting business investment and hiring decisions by creating uncertainty or creating pessimism.",CHAIRMAN BERNANKE.
105,"We saw what happened recently to consumer sentiment, which fell,  presumably in part because of concerns about the fiscal cliff.",CHAIRMAN BERNANKE.
106,"So, clearly, this is a major risk factor and a major source of uncertainty about the economy going forward.",CHAIRMAN BERNANKE.
107,"I would suspect and, although the participants don’t all make this explicit, but I would suspect that what they are assuming in their projections is that the fiscal cliff gets resolved in some intermediate way, whereby there is still some fiscal drag but not as much as implied by the entire fiscal cliff.",CHAIRMAN BERNANKE.
108,So I think that’s probably the underlying assumption that most people took when they made their projections.,CHAIRMAN BERNANKE.
109,"But as you—you’re absolutely right that there is a lot of uncertainty right now and if the fiscal cliff situation turns out to be resolved in a way very different from our expectations, I’m sure you would see changes in the forecast.",CHAIRMAN BERNANKE.
110,Alister Bull from Reuters.,ALISTER BULL.
111,"Thanks very much, Mr. Chairman.",ALISTER BULL.
112,"Could you talk about whether the decision to maintain the monthly bond purchases at 85 billion a month represents a ramping up or additional easing to Fed policy, because you’re now going to be adding a little bit more to the size of balance sheet?",ALISTER BULL.
113,"And also, you know, you’ve talked about maintaining the asset purchases until you see a substantial improvement in the outlook for the labor market, and you’ve said that you want to take a qualitative approach, but you’ve also got this 6½ percent inflation threshold out there as well.",ALISTER BULL.
114,"So, could you talk about what sort of evidence you’d see to sort of make you change the pace or slow the pace of purchases?",ALISTER BULL.
115,The first part of your question was?,CHAIRMAN BERNANKE.
116,Is this an additional stimulus or are you— CHAIRMAN BERNANKE.,ALISTER BULL.
117,"No, I think this is really a continuation of what we said in September.",ALISTER BULL.
118,You recall in September we expressed dissatisfaction with progress in the labor market.,ALISTER BULL.
119,"We, at that point, we began the $40 billion per month of MBS purchases and we said that unless we saw substantial improvement in the outlook for the labor market that we would  undertake additional asset purchases or other actions.",ALISTER BULL.
120,And that’s what we’ve done today is simply follow through on what we said we would do in September.,ALISTER BULL.
121,"I don’t think that we have, relative to last month, I don’t think we have significantly added to accommodation.",ALISTER BULL.
122,"The reason is that, at least in my view and I think many of my colleagues’, that what matters primarily is the mix of assets on the balance sheet, on the asset side of the balance sheet.",ALISTER BULL.
123,"So what’s important is the fact that we’re acquiring Treasury securities and MBS, taking those out of the market, you know, forcing investors into other closely related assets and that’s where the stimulus comes from, not so much in the size of the balance sheet per se.",ALISTER BULL.
124,"So, in my judgment, the amount of stimulus is more or less the same, it’s just being continued.",ALISTER BULL.
125,It’s a follow-through from what we saw in September.,ALISTER BULL.
126,"In terms of criteria, again, what we’ve done is we’ve announced an initial amount of 85 billion a month of purchases.",ALISTER BULL.
127,We are prepared to vary that as new information comes in.,ALISTER BULL.
128,"For example, if the economy’s outlook gets noticeably stronger, we would presumably begin to ramp down the level of purchases.",ALISTER BULL.
129,"But again, the problem with giving a specific number is that there are multiple criteria on which we make this decision.",ALISTER BULL.
130,"We’ll be looking at the outlook for labor market, which is very important, but we’ll also be looking at other factors that may be affecting the outlook for the economy.",ALISTER BULL.
131,"For example, I hope it won’t happen but if the fiscal cliff occurs, as I’ve said many times, I don’t think the Federal Reserve has the tools to offset that event and, in that case, we obviously have to temper our expectations about what we can accomplish.",ALISTER BULL.
132,"Likewise, as I said, we’ll also be looking at the efficacy and costs of our program and if, you know, we find, we expect it to be efficacious but if we find that it’s not working as well as we hoped or if the various costs are emerging that we had not anticipated then that would also have to be taken into account as we think about it.",ALISTER BULL.
133,"So, we thought it was not constructive because we ourselves don’t know precisely what would define  substantial improvement.",ALISTER BULL.
134,"But obviously, as long as the costs and other concerns do not emerge, we’ll be looking for, you know, something that is substantial in terms of a better job market.",ALISTER BULL.
135,Peter Cook with Bloomberg Television.,PETER COOK.
136,"Mr. Chairman, if I could follow up just on your last response there.",PETER COOK.
137,"Given the fiscal cliff, is it possible that if the country, if the policy makers were not to agree to some sort of deficit deal by the end of this year and we were to go over the fiscal cliff, that the size of these asset purchases could indeed grow in response to that?",PETER COOK.
138,"And more specifically, you coined the phrase “fiscal cliff,” and I wanted to get your take on whether you still feel it’s the most appropriate language to describe what would happen at the beginning of the year.",PETER COOK.
139,"There are some Americans who may be alarmed by the language, some economists say it’s more of a slope.",PETER COOK.
140,"Do you still feel it’s appropriate given the circumstances— the contraction, the fiscal contraction, that would come if there is no deal?",PETER COOK.
141,"Well, for the first part of your question if the economy actually went off the fiscal cliff, our assessment, the CBO’s assessment, outside forecasters, all think that that would have very significant adverse effects on the economy and on the unemployment rate.",CHAIRMAN BERNANKE.
142,"And so, on the margin, we would try to do what we could.",CHAIRMAN BERNANKE.
143,We would perhaps increase a bit.,CHAIRMAN BERNANKE.
144,"But I just want to, again, be clear that we cannot offset the full impact of the fiscal cliff.",CHAIRMAN BERNANKE.
145,It’s just too big given the tools that we have available and the limitations on our policy toolkit at this point.,CHAIRMAN BERNANKE.
146,"On terms of the terminology, well, and people have different preferences about what they want to call things, I think it’s a sensible term because I think of the fiscal policies providing support to the economy.",CHAIRMAN BERNANKE.
147,"If fiscal policy becomes very contractionary, the economy will, I think, go off a cliff.",CHAIRMAN BERNANKE.
148,I think that it’s reasonable to be concerned about this.,CHAIRMAN BERNANKE.
149,I don’t buy the idea that a short-term descent off the fiscal cliff would be not costly.,CHAIRMAN BERNANKE.
150,"I think it would be costly and, in fact, we’re already seeing costs.",CHAIRMAN BERNANKE.
151,Why is it that consumer confidence  dropped so sharply this week?,CHAIRMAN BERNANKE.
152,Why is it that small business confidence dropped so sharply?,CHAIRMAN BERNANKE.
153,Why is—why are the markets volatile?,CHAIRMAN BERNANKE.
154,Why is business investment at among its weakest levels during the recovery?,CHAIRMAN BERNANKE.
155,"I think all of these things, at least to some extent, can be traced to the anticipation and the concern about the fiscal cliff and I think that, you know, we don’t know exactly what would happen but I think there is certainly a risk that it could be serious and, therefore, I think it is very important.",CHAIRMAN BERNANKE.
156,"The most helpful thing that could—that, I think, Congress, the Administration could do right now is find a resolution that, on the one hand, achieves long-run fiscal sustainability, which is critical, absolutely critical for a healthy economy, but also avoids derailing the recovery which is currently in process.",CHAIRMAN BERNANKE.
157,Jon Hilsenrath from the Wall Street Journal.,JON HILSENRATH.
158,"Mr. Chairman, I just—I want to try to square up some numbers.",JON HILSENRATH.
159,The threshold that you announced today for when rate hikes might start is 6½ percent.,JON HILSENRATH.
160,"The Committee’s assessment of the longer-run unemployment rate is 6 percent, or perhaps a bit lower, and the longer-run equilibrium fed funds rate is around 4 percent according to these projections.",JON HILSENRATH.
161,"It suggests that when the Fed does start raising interest rates down the road, it might have to move fairly quickly to get to some equilibrium fed funds rate.",JON HILSENRATH.
162,"Is that, specifically, is that the case and, more generally, can you talk about what this framework that you set up today says about the exit strategy that you had laid out some time ago and whether that’s evolving or changing?",JON HILSENRATH.
163,"Well, it’s a good question.",CHAIRMAN BERNANKE.
164,"So first of all, we don’t have a precise estimate of the long-run sustainable unemployment rate.",CHAIRMAN BERNANKE.
165,"The estimates that were provided in the Summary of Economic Projections today, as has been the case for a while, is 5.2 to 6.0 percent.",CHAIRMAN BERNANKE.
166,"So, it could be well less than 6½ percent, so that gives us some time.",CHAIRMAN BERNANKE.
167,"My anticipation is that the removal of accommodation after the takeoff point, whenever that occurs, would be relatively gradual.",CHAIRMAN BERNANKE.
168,I don’t think we’re looking at a rapid increase.,CHAIRMAN BERNANKE.
169,"Of course, that depends on where inflation is and other conditions.",CHAIRMAN BERNANKE.
170,"But it’s—the path that we’re basing these numbers on is one that assumes, first of all, as you anticipated, assumes an increase in the funds rate first occurring some time after unemployment goes below 6½ percent, but does not necessarily assume a rapid increase after that.",CHAIRMAN BERNANKE.
171,And I—what we said in our statement is that we would take a balanced approach.,CHAIRMAN BERNANKE.
172,"In other words, you know, once we get to that point, we may or may not raise rates at that point.",CHAIRMAN BERNANKE.
173,We’ll look at the situation.,CHAIRMAN BERNANKE.
174,"But assuming that inflation remains well controlled, which I fully anticipate, I think that the rate of increase in rates would be moderate.",CHAIRMAN BERNANKE.
175,This is consistent—the exit strategy that we put out is consistent with our statement today because the exit strategy was primarily about how we would normalize the balance sheet over time.,CHAIRMAN BERNANKE.
176,"And at this time we have not made any changes in that, and we believe that some increase in the size of our balance sheet is consistent still with that general sequence that we laid out in the minutes a year and a half ago.",CHAIRMAN BERNANKE.
177,"That being said, if the balance sheet grows by enough, we may have to reconsider the pace or timing of that, but I don’t see any changes that would, you know, radically change the time to normalization or the time to exit.",CHAIRMAN BERNANKE.
178,Thank you.,ZACHARY GOLDFARB.
179,Zach Goldfarb.,ZACHARY GOLDFARB.
180,"I’m going to continue the two question trend and ask—first on the fiscal cliff, it sounds like you would prefer a sensible balance of fiscal consolidation and support for the recovery, but if people in Congress can’t do that in the next two weeks, do you think postponing off this whole consolidation is preferable to going over the cliff?",ZACHARY GOLDFARB.
181,"And then, on the monetary policy actions today, can you give us a little bit  more color on how you set the thresholds at what they were?",ZACHARY GOLDFARB.
182,"And what the alternatives were, and how you weighed various alternative but similar policies?",ZACHARY GOLDFARB.
183,Sure.,CHAIRMAN BERNANKE.
184,I’m hoping that the Congress will do the right thing on the fiscal cliff.,CHAIRMAN BERNANKE.
185,"I—you know, there’s a problem with kicking the can down the road.",CHAIRMAN BERNANKE.
186,"It might avoid some of the short-term impact on the recovery, but it could create concerns about our longer-term fiscal situation and I don’t want to see that.",CHAIRMAN BERNANKE.
187,"So I think for the best—it’s in the best interest of the economy to come to a two-part solution, if you will.",CHAIRMAN BERNANKE.
188,Part one is to modify fiscal policy in a way that doesn’t create enormous headwinds for the recovery in the near term.,CHAIRMAN BERNANKE.
189,"And part two is to at least take important steps towards achieving a framework, at least, by which, perhaps through further negotiation, the Congress and the Administration can achieve a sustainable path for fiscal policy.",CHAIRMAN BERNANKE.
190,That—both of these parts are very important.,CHAIRMAN BERNANKE.
191,I don’t think that we can consider these negotiations a success unless both of them happen.,CHAIRMAN BERNANKE.
192,[Speaker unknown; inaudible remark]  CHAIRMAN BERNANKE.,CHAIRMAN BERNANKE.
193,No.,CHAIRMAN BERNANKE.
194,I think they’re equally important.,CHAIRMAN BERNANKE.
195,"On the threshold numbers, this is based—these numbers are based on substantial analysis done by staff, both here and at the Reserve Banks, trying to assess under so-called optimal policy, or in the best policy that we can come up with, what would the interest rate path look like and how would it be connected or correlated with changes in unemployment and inflation.",CHAIRMAN BERNANKE.
196,"And when we do that analysis, what we find is that the best interest rate path—as best as we can determine it based on our models and analysis, which is obviously imperfect—has rates remaining low until unemployment drops below 6½ percent.",CHAIRMAN BERNANKE.
197,"And it projects if we put in the two—the half of a percentage point above the 2 percent goal as a kind of protection against any problem with price  stability, but our projections, our actual forecast suggests that inflation will not go there.",CHAIRMAN BERNANKE.
198,"Inflation will stay around 2 percent, which will be consistent with our longer-term objective.",CHAIRMAN BERNANKE.
199,[Inaudible Remark]   CHAIRMAN BERNANKE.,ZACH GOLDFARB.
200,"If we got important new information about the structure of the economy, it’s possible, but I consider it relatively unlikely and this is one of the best—this is one of the advantages of this approach over the date-based approach.",ZACH GOLDFARB.
201,"If information comes in which says the economy is stronger or weaker than we expected, that would, in principle, require a change in the date.",ZACH GOLDFARB.
202,But it doesn’t necessarily require a change in the thresholds because that date adjustment can be made by markets just simply by looking at their own forecasts of when unemployment will cross the line and the behavior of inflation.,ZACH GOLDFARB.
203,"Scott Spoerry from CNN, sir.",SCOTT SPOERRY.
204,"When you were appearing on 60 Minutes, one of the things that happened was that you visited your old hometown, and you talked a little bit about how the economy had affected people that you grew up with and affected the people down there.",SCOTT SPOERRY.
205,There are a lot of just regular people like that who are out on the countryside wondering what really happens to them if we do go over the federal cliff.,SCOTT SPOERRY.
206,"Taxes go up, spending goes down.",SCOTT SPOERRY.
207,Do they need to look for a recession?,SCOTT SPOERRY.
208,"Are employers going to really cut back on the employment, do you think?",SCOTT SPOERRY.
209,"What do people out there really need to worry about and prepare for when it comes to actually going over that fiscal cliff, if the folks in Washington can’t get their act together?",SCOTT SPOERRY.
210,"Well, I come from a part of South Carolina which has been economically challenged for quite a long time and remains so.",CHAIRMAN BERNANKE.
211,"I mean certain parts of South Carolina have developed pretty strongly but the part where I come from—mostly agricultural, it has a little bit of manufacturing—has a very high unemployment rate, a high foreclosure rate,  and people are having a hard time there.",CHAIRMAN BERNANKE.
212,And I’ve visited there a few times since I became Chairman.,CHAIRMAN BERNANKE.
213,"So, part of the reason that, you know, we are engaging these policies is to try and create a stronger economy—more jobs—so that folks across the country, including places like the one where I grew up, you know, will have more opportunity to have better lives for themselves.",CHAIRMAN BERNANKE.
214,So that’s extremely important and I think it’s very important that we not just look at the numbers.,CHAIRMAN BERNANKE.
215,"It’s easy to look at the unemployment rate and say, well it’s one-tenth or two-tenths.",CHAIRMAN BERNANKE.
216,"Every tenth means, you know, many, many people are represented there.",CHAIRMAN BERNANKE.
217,"So it is very important to try to keep in mind the reality of unemployment, of foreclosure, of weak wage growth, et cetera, so we always try to do that.",CHAIRMAN BERNANKE.
218,And I want to—it’s always a delicate balance—you don’t want to scare people.,CHAIRMAN BERNANKE.
219,"And I actually believe that Congress will come up with a solution, and I certainly hope they will.",CHAIRMAN BERNANKE.
220,"But as many analysts, not just the Fed, have pointed out, if the fiscal cliff was allowed to occur, and certainly if it were sustained for any period, it could have a very negative effect on hiring, jobs, wages, economic activity, investment.",CHAIRMAN BERNANKE.
221,"And of course, the consequences of that will be felt by everybody but certainly by those in areas like where I grew up that are relatively weak economically, would no doubt would feel the greater brunt.",CHAIRMAN BERNANKE.
222,"So, it’s exceptionally urgent and important that the Congress and the Administration come to a sensible agreement on this issue.",CHAIRMAN BERNANKE.
223,"Okay, sir, I had a follow-up, too.",SCOTT SPOERRY.
224,I’m not going to ask you whether we’re in a bond bubble.,SCOTT SPOERRY.
225,"But obviously, the new guidance that you’ve given in the FOMC statement is going to give a lot more clues to people who own bonds about when they might start lightening up their bond portfolios and changing the composition of what they own.",SCOTT SPOERRY.
226,"Was  concerns about information about bond prices and things happening in a big hurry, in terms of some sort of a bubble popping—was that a consideration in adding this transparency?",SCOTT SPOERRY.
227,I wouldn’t say it was an important motivation for adding transparency.,CHAIRMAN BERNANKE.
228,I think transparency has a lot of value.,CHAIRMAN BERNANKE.
229,But it is the—it is a fact that this greater clarity will help markets better predict how bond yields will behave.,CHAIRMAN BERNANKE.
230,"As we go forward in time, if the economy continues to strengthen as we hope, as the exit comes closer for the Federal Reserve, then you would expect longer-term bond yields to begin to rise.",CHAIRMAN BERNANKE.
231,"And the more information we can provide to markets about the conditionality under which the Fed would consider removing accommodation, the better information they’ll have about the likely path of bonds and that will allow for a smoother adjustment.",CHAIRMAN BERNANKE.
232,So I think that’s a positive aspect of this communication.,CHAIRMAN BERNANKE.
233,It—I wouldn’t say it was the major reason.,CHAIRMAN BERNANKE.
234,"The major reason is to give the markets and the public more transparency about what’s determining our policy, but that is one potential advantage.",CHAIRMAN BERNANKE.
235,Robin Harding from the Financial Times.,ROBIN HARDING.
236,"Mr. Chairman, you said a moment ago that these thresholds are based on an analysis of optimal policy.",ROBIN HARDING.
237,"In the optimal policy path that Vice Chair Yellen laid out in her speech a few weeks ago, it showed the first rise in interest rates occurring in early 2016 and then rates rising very slowly after that.",ROBIN HARDING.
238,Is that the policy that the Fed is now following?,ROBIN HARDING.
239,"And secondly, if I may, you referred to a number of inflation forecasts in your introductory remarks.",ROBIN HARDING.
240,"In that case, how will we ever know that the inflation threshold has been hit?",ROBIN HARDING.
241,Thank you.,ROBIN HARDING.
